"func.name","true_x","true_y","lin_extrap_x","lin_extrap_y","tpt","min_x","min_y","max_x","max_y","forced_choice_tpt"
"radial_1",0.508042498246381,0.359030830288603,0.888649661300893,0.438065844775346,4,0,0,1,0.75,13
"radial_increasing",0.567253658285525,0.329415705476507,0.567253658285525,0.329415705476507,4,0,0,1,0.75,9
"sine",0.326022015247735,0.305031546081922,0.326022015247735,0.316317940257204,4,0,0,1,0.75,12
"spiral_outward",0.604936330169763,0.464413315434472,0.645819859666544,0.457011752747774,4,0,0,1,0.75,14
"square_2",0.636404983663141,0.29411500544562,0.781386637623362,0.149133351485399,4,0,0,1,0.75,13
"square_spiral",0.356943510346677,0.316897836782226,0.219210939084468,0.454630408044435,4,0,0,1,0.75,9
"stairs",0.665596274429945,0.207718077446242,0.700799457783679,0.246467535072813,4,0,0,1,0.75,14
"stairs_2",0.332921155154032,0.227318519634057,0.298425455622549,0.308433271497038,4,0,0,1,0.75,12
"triangle_1",0.597077402773384,0.318952335376557,0.305845194453233,0.150809341506229,4,0,0,1,0.75,14
"zigzag_1",0.679609541622573,0.426974039344002,0.679609541622573,0.426974039344002,4,0,0,1,0.75,13
"zigzag_2",0.693337407140516,0.376209201953441,0.726390079510699,0.524195493058737,4,0,0,1,0.75,13
"zigzag_3",0.610543938370044,0.205997757247029,0.610543938370044,0.205997757247029,4,0,0,1,0.75,13
"zigzag_widening",0.592249422567498,0.418641020896371,0.508991650401519,0.506860984353322,4,0,0,1,0.75,14
"123",0.341796875,0.1953125,0.341796875,0.1953125,5,0,0,1,0.75,14
"3_pts",0.597077402773384,0.375,0.597077402773384,0.375,5,0,0,1,0.75,12
"alternating_diff_1",0.339829791815376,0.405377108448808,0.397822453399464,0.34738444686472,5,0,0,1,0.75,14
"alternating_diff_2",0.35501834603978,0.38880777656764,0.35501834603978,0.446800438151728,5,0,0,1,0.75,11
"decreasing_y",0.309244791666667,0.37109375,0.340169270833333,0.247395833333333,5,0,0,1,0.75,14
"f_curly_2",0.698955677568688,0.484980860603814,0.733981487697698,0.366575583856753,5,0,0,1,0.75,14
"hexagon",0.296627093459477,0.391011463955052,0.1995627517015,0.559131835483097,5,0,0,1,0.75,14
"hourglass_1",0.572276388096593,0.309294192639461,0.296311997182329,0.171311997182329,5,0,0,1,0.75,14
"increasing_lines",0.515733091973975,0.312067632104098,0.515733091973975,0.312067632104098,5,0,0,1,0.75,10
"plus",0.680262348979095,0.381416163510738,0.680262348979095,0.381416163510738,5,0,0,1,0.75,12
"radial_1",0.653091480658462,0.488405786219226,0.317738916719125,0.319513323045231,5,0,0,1,0.75,13
"radial_increasing",0.489719289212601,0.324920070196432,0.606020842821986,0.331663523116544,5,0,0,1,0.75,9
"sine",0.35501834603978,0.287449176158541,0.35501834603978,0.226922172282103,5,0,0,1,0.75,12
