changepoints,func,init_angle,init_speed,particle,pred_x,pred_y,scale_x,scale_y,score,seq_id,shape_x,shape_y,tpt,true_x,true_y,sampled_sd_x,sampled_sd_y,sd_x,sd_y
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.4576543720083555,0.9488657028660304,11,22.228851500313173,3.024862068799618,40.37869831685551,9.627375585511883,-18.78714598272542,line,74.69056827504915,60.193107993022906,3,22.10000000000001,3.0000000000000004,0.05177202994361908,0.11134447984395122,0.031565963767657045,0.06788792752206874
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.382574024923778,1.153118484583077,12,21.840090726107594,3.0693588179114335,22.283952356671747,9.994618579735004,-17.99816863174898,line,43.21093256307714,57.64870756209804,3,22.10000000000001,3.0000000000000004,0.09750633187008075,0.11208077856511997,0.059450659792169534,0.06833685677556518
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.45808431023567,1.170748684521581,13,22.13450834876375,3.444155828871172,22.847930966087,10.939401277607915,-18.914502856133907,line,74.3195378091175,34.27214045717367,3,22.10000000000001,3.0000000000000004,0.06522539640652332,0.16325953608727312,0.03976862606974412,0.09954109596373908
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5362294611489415,0.701086450625044,14,22.54199071257491,2.765516042258325,16.377025556513384,10.79380887539788,-18.316233735623587,line,60.38133587371911,79.69844917776747,3,22.10000000000001,3.0000000000000004,0.10757928488279893,0.09633946919146742,0.06559224763755714,0.05873921106058509
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.179113880783838,0.7512544488948054,15,22.216297847079073,2.342111308725626,22.88525823897151,8.155246602264786,-18.32154134646952,line,62.95784479665687,67.44190784890324,3,22.10000000000001,3.0000000000000004,0.07259031364031285,0.14706390237001635,0.04425909535995295,0.08966644380754754
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.599621480296144,0.9791308486862212,16,22.10136593156268,2.944693111543495,28.450416688340614,25.75335817737634,-18.91780865752231,line,59.139200124987134,30.328034151081816,3,22.10000000000001,3.0000000000000004,0.0653046643566554,0.09616541665023433,0.039816956591930144,0.058633089353242046
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.633492559468481,0.904291862040451,17,22.59253033114997,3.2440753513761424,21.874223579090856,3.335123020151012,-20.242331083953346,line,88.15914715266607,49.83955637376784,3,22.10000000000001,3.0000000000000004,0.0860891491243094,0.21140553087147848,0.05248948061348531,0.12889622707548226
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.473700979775009,0.6909681326710598,18,22.63243379726559,2.8337550886243013,11.44113542456499,12.501819716812106,-18.484201087095503,line,36.32678178933457,68.63839617957368,3,22.10000000000001,3.0000000000000004,0.1659143428868166,0.09438918715901198,0.10115976023739769,0.057550103118705204
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.1859428563003889,0.6077637544567438,19,23.112976319317962,2.9545894134339044,3.738921606003837,50.53434973286509,-20.925624548115,line,54.83019185535292,36.977179374743656,3,22.10000000000001,3.0000000000000004,0.24478900997818057,0.06240815020428619,0.1492504935214394,0.03805092074427721
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.4012473792786158,0.7167379737240042,20,22.70717418737425,2.9496742768814275,8.297205400773493,26.41453153121494,-18.88578036906869,line,41.78724876903381,37.564839551494,3,22.10000000000001,3.0000000000000004,0.1798590052915719,0.08535959889896046,0.10966197096199314,0.05204466599050974
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.2574120125425096,0.1201329824861003,1,22.28114432112891,3.077515391933832,1.9720910604374369,6.936760080281027,-23.03359574706568,line,114.62408483441034,55.104014859495294,4,20.800000000000008,4.000000000000001,0.2397963419179411,0.19835474121878985,0.14620641007976085,0.12093902018665219
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.4365776864205526,1.1403179002458204,2,20.915615124740416,4.447448266742863,21.75628034365729,13.007247752636824,-18.75091454107591,line,65.31143954041845,86.17601581867197,4,20.800000000000008,4.000000000000001,0.07298620629401703,0.09759647623043814,0.044500475371057724,0.059505621778709356
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.7591031555722307,0.5908332401218288,3,21.199514165749484,3.357995811074004,16.56580191720219,28.992302360524008,-20.47291435045813,line,68.31358700053678,72.27164106019003,4,20.800000000000008,4.000000000000001,0.09730066437160143,0.10510774511757547,0.05932526210518965,0.06408532324683247
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.829807457857297,1.04065640620562,4,20.45382639835493,3.4508773184431254,48.92919958998711,7.155385891692853,-24.88824904869412,line,15.20388540920828,42.83635672336616,4,20.800000000000008,4.000000000000001,0.14028913860970582,0.18081526174714052,0.08553579744067169,0.11024501081308531
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5910414082780933,1.0587500436599684,5,20.709660541312928,4.040344241793641,41.482404700975366,25.693561726948072,-18.84946442221966,line,46.68446729776702,65.31957043438146,4,20.800000000000008,4.000000000000001,0.06268627983580807,0.06566652359606663,0.03822049937352727,0.040037586064112056
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.291395767980558,0.8993801275812429,6,20.77675171921175,3.65185397041806,21.78327515283437,32.032263454000834,-18.97427505642896,line,68.3299587185095,74.05210242437136,4,20.800000000000008,4.000000000000001,0.06954671451829872,0.0722272855336951,0.042403380223548254,0.04403775321685722
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.350816103130723,0.8468052323515323,7,20.916730146184065,3.727196834555432,35.81258747677661,13.723015422081378,-19.141966060568684,line,82.6286355082941,39.50500538242384,4,20.800000000000008,4.000000000000001,0.05148874041026118,0.1252313014527857,0.03139323909073264,0.07635487209097515
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.614625611410139,0.8334104414806845,8,20.975994225655704,3.777825361065933,19.027903256690315,9.567586193422832,-18.083839625963066,line,75.01319252380195,73.84809502604716,4,20.800000000000008,4.000000000000001,0.0747512562743591,0.10519309787279287,0.045576645337509825,0.06413736374015669
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.772237259062853,0.8818360395892516,9,20.74526158800392,3.506479465521533,30.41213026140405,11.470323425430683,-20.322463880007597,line,37.87675031015428,25.684506369457264,4,20.800000000000008,4.000000000000001,0.0794039101055098,0.19132051755332066,0.04841341844487096,0.11665017832359205
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.4256288826135215,1.289071952292364,10,20.789450253591554,4.659050885992158,19.540636123411797,12.600785951978745,-19.316372171237013,line,80.4997949662738,76.7356818344125,4,20.800000000000008,4.000000000000001,0.06762834095578338,0.12247029849901724,0.04123372721915309,0.07467145887932473
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.412356778496214,1.125961936510808,11,20.62732536663191,4.114264458771614,29.367797575532304,62.20376827201935,-20.79603449123007,line,59.05386665506113,43.0367209798389,4,20.800000000000008,4.000000000000001,0.06935959458472951,0.05545565675042867,0.04228929118648163,0.03381191067072324
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.69126887504631,1.1776975183886025,12,20.391148902560225,3.9004338472875646,32.71774411333205,23.54399696758621,-19.13974125549853,line,61.300276905736,59.59224180434551,4,20.800000000000008,4.000000000000001,0.08495140446957605,0.07305078643925783,0.051795785454395164,0.04453985058054828
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.437014881754615,1.2536603643559636,13,20.796800079420702,4.59042351549352,6.886465114136247,3.3570134160596727,-21.15723249500666,line,111.5683642014464,47.69275121050343,4,20.800000000000008,4.000000000000001,0.09683122671158968,0.23335807593684033,0.0590390409123324,0.1422809300298712
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.402578017558465,0.7924531269641862,14,21.05160690635421,3.7682079076570383,22.711603871659825,4.205500210935304,-18.72647218507113,line,69.5641341259712,70.41245175033596,4,20.800000000000008,4.000000000000001,0.07591208196749902,0.15900680945128892,0.04628441325408804,0.09694816277082742
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.6503257371333198,0.7462808715710334,15,21.0560484788809,3.6389998014060687,32.06842755247485,16.603743502379242,-18.92940620493348,line,80.34498055421145,54.93731277109266,4,20.800000000000008,4.000000000000001,0.06230417985683292,0.10499114555315874,0.03798752890462567,0.0640142312376972
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.4273034424085917,0.9120602369525524,16,20.928610767940274,3.9303409014963635,16.993403793942523,42.39415565118149,-20.550439584092757,line,26.61850201013285,82.65888827212598,4,20.800000000000008,4.000000000000001,0.12853987646071202,0.04616290359221702,0.07837214587638619,0.028146019072241634
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5617053436360415,0.974197236793145,17,20.866148369097303,4.015175966042621,23.60194289023645,49.66154253351517,-19.103892123164496,line,58.37095936430416,64.37935801765437,4,20.800000000000008,4.000000000000001,0.07285454250924706,0.04744058733472831,0.044420198544669276,0.028925036599013472
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.396506859062621,0.6501655516569917,18,21.477957766992848,3.8661220862128753,17.23074596746519,9.603219256810892,-18.74242068050392,line,48.41853166739715,50.45257576508555,4,20.800000000000008,4.000000000000001,0.1456778441732623,0.12353758937879256,0.08882134920982267,0.07532219761368047
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.5853830973118423,1.0632655796287602,19,21.042850036809753,4.386928112420207,21.88547580622717,20.038977733183568,-18.57853808014243,line,76.29599783006542,52.38903612641849,4,20.800000000000008,4.000000000000001,0.0730634603322481,0.10312529574230415,0.0445475779894863,0.0628766025298898
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.844552147611376,0.7558400780193835,20,20.89710287355045,3.299699790628782,14.377625631237136,3.708982996503996,-18.51481501749478,line,51.54259235256297,66.65746048879788,4,20.800000000000008,4.000000000000001,0.09957106344005905,0.19716121900070246,0.06070954884865139,0.12021131684697112
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.2695079632962134,0.9038474721596425,1,19.44844639811189,3.391007272947136,5.28970402355077,2.827383867531544,-21.24136575564137,line,87.40972448165265,64.65498274804699,5,19.500000000000004,5.000000000000002,0.12490644159683954,0.3045029953476178,0.0761568015410367,0.1856587529744064
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.625890412770946,0.904199237729012,2,19.565781888031673,4.822183553441978,45.04962764264913,5.235675012707875,-22.341612878046405,line,85.35699018720375,117.18863530912824,5,19.500000000000004,5.000000000000002,0.04402991623377916,0.11002203206198469,0.02684551372704571,0.06708161687874192
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.5692915169158046,0.8745747286117225,3,19.901900909389553,5.118457775191508,31.96240646096,13.560257573952594,-19.619683571960078,line,90.41486918198342,54.4412383731862,5,19.500000000000004,5.000000000000002,0.06985540406375933,0.1002805014330532,0.04259159156117739,0.061142100827135525
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.248812300209832,0.5936820879418194,4,20.429055880803123,4.9002852961055225,8.800853083227794,15.998633172292248,-19.661150917718185,line,75.58689326205622,85.56669660977771,5,19.500000000000004,5.000000000000002,0.16144370817510384,0.07355644782944235,0.09843396614583826,0.04484815777148999
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.4426774517246503,0.8750179433302027,5,19.698065734812058,4.919432756811344,8.919726867015425,27.06645184173921,-18.300314693836537,line,82.49818234660852,54.06609620746221,5,19.500000000000004,5.000000000000002,0.10202941537632103,0.07113004098813545,0.06220843247814599,0.043368751410145866
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5181896193164115,0.7820642841156313,6,19.867466678772264,4.880710865991876,28.79177821969417,4.198537088488482,-19.868436296941585,line,87.84682570997586,52.368273744171205,5,19.500000000000004,5.000000000000002,0.07000351619911441,0.18155317201803586,0.042681897123915805,0.11069492264579171
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.6771371580857166,0.8828173504971295,7,20.096756534518832,5.265679439759265,27.22417422993119,23.1487365781444,-20.840377240702463,line,72.68594867220467,32.42087670998152,5,19.500000000000004,5.000000000000002,0.10087858906936975,0.1112611764242872,0.06150676129492889,0.067837136530684
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-2.4273345474695565,0.8785972797791637,8,19.67163214419474,4.89626237022454,12.854289451565649,40.53098846140882,-18.935113167441735,line,44.28326768369226,77.6406627810487,5,19.500000000000004,5.000000000000002,0.11599514152107575,0.049699005330793536,0.07072348599168284,0.030302018353711043
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.4590105169549672,1.0014379678834031,9,19.715724476017513,5.233729475029717,3.9165758803486814,6.916035921991466,-19.5981864541235,line,71.50026531956344,88.09812933480173,5,19.500000000000004,5.000000000000002,0.16287959986843376,0.11242147101757596,0.0993094447626762,0.06854458062996788
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.3611718332136582,0.9280613273456636,10,19.9820356883861,5.283676571571769,13.43330522498881,27.38164462431488,-18.74631901576216,line,59.76377006589188,72.76917965356617,5,19.500000000000004,5.000000000000002,0.11884619450031496,0.07130247442599631,0.07246180367287755,0.04347388593273994
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.3972198436800074,0.8329339847035799,11,20.00185289865768,5.108704999605576,3.76389404329068,33.98575766869782,-19.72519766823265,line,84.6789009650173,48.10745210701166,5,19.500000000000004,5.000000000000002,0.1629327219485965,0.06860967085796338,0.09934183386659014,0.04183205462045581
Any[],"Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.5747829476356754,0.925297602879739,12,19.60852271437718,4.939943821099105,21.148296481257,6.0488809955330485,-17.836298294022676,line,51.36469847934445,48.84047039209633,5,19.500000000000004,5.000000000000002,0.08308176960959918,0.15602417812560795,0.05065584896140756,0.09512962035591235
