degree,particle,pred_x,pred_y,prev_x,prev_y,score,sd_x,sd_y,seq_id,terms,tpt,true_x,true_y,weight,weights_x,weights_y
1,1,,,,,,,,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",0,-3.40527370443096e-17,6.648068497190957e-18,,"[-0.10287567449547473, 0.7378706691766256, -1.7819049323931002, -0.20082503432314242]","[1.7484033015485259, 0.894907152083247, 0.5109014475178684, -1.813146563781992]"
1,1,1.192153512709008,-1.0588321497212028,-1.1952286093343945,-0.6900655593423562,-29.425041740854823,0.17858739073894186,2.3168445297080003,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",1,0.9999999999999999,6.648068497190957e-18,0.0,"[-0.12758619598107743, -1.139523917029721, -0.87472277054751, 0.029363848328736175]","[-1.9399701672411156, -0.7800300086366265, 0.9004135488716342, 0.43921980935577853]"
1,1,1.5689809582039222,1.052566676101828,1.195228609334393,-0.6900655593423562,-28.5121492661569,0.1905597562248099,1.3636212519055562,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,0.5000000000000001,0.8660254037844387,-4.854516480609837,"[0.03510142779676694, 2.0625758003876657, 0.7446407400750638, -1.9943968130448881]","[-0.6593933146902108, 1.3664953138196836, 1.0998830070800776, -1.3806108621213624]"
1,1,3.1016621398057214,4.743134471056353,-2.6539406435475e-16,1.3801311186847058,-34.906907122142165,0.09726833793959017,1.833793594197497,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,-2.1982858209263452e-16,3.317557973317597e-16,-95.43900452511534,"[0.5999583212479832, 2.8890284967421924, -0.39188486228864566, -1.1913035515706722]","[2.716586907717749, 4.276149093544477, 1.0384335409330752, -1.481832659705672]"
1,1,0.9058257127286098,-0.6078583138380765,-1.195228609334395,-0.6900655593423555,-38.81974268280414,0.3156876640262493,1.4953176578865215,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",4,0.9999999999999997,9.953599102135357e-17,-3015.245432621942,"[1.1298370560317055, -0.6635155262881981, -0.6258436545634534, 1.1297961348577454]","[-0.8011014555243509, 1.3182827865330897, 1.6610520277260434, -1.2848273337636358]"
1,1,0.5829792510908528,0.6820015402569675,1.1952286093343922,-0.690065559342356,-32.551364788340614,0.17789938962346297,0.9126108342147023,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",5,0.5000000000000004,0.8660254037844394,-3017.0848535559603,"[0.391877161481258, -0.6281382695138462, -0.3404304558943678, 0.21008926226246]","[0.8132577961353604, 0.3909552071913574, 0.6277458245752354, 0.33748861188620344]"
1,1,0.07203770161334293,0.10636645190931493,5.307881287095e-16,1.3801311186847074,-26.78624332636872,0.47045207157997876,0.3040093193081652,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",6,-7.771561172376096e-16,1.4464108676217098e-15,-3017.9573351407057,"[0.5014575834146964, -0.8298301080148047, -0.38892095520117276, 0.4278052156813431]","[0.851070920787776, -0.5683945133735631, 0.6511071130158259, 0.5667983868916523]"
1,1,1.0867214641935221,0.20007445031074209,-1.1952286093343962,-0.6900655593423528,-25.728812121261747,0.08215133019426582,0.28702789049411065,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",7,0.9999999999999991,-8.293432342202719e-16,-3018.323605220106,"[0.3653476984121759, -0.9073412902929967, -0.49622569000317607, 0.25101082094374194]","[0.8687816268119717, -0.4151475738193682, 0.8914333278872031, 0.41584843698670504]"
1,1,0.481376188215576,0.9117612435327344,1.195228609334391,-0.6900655593423582,-21.580107163655317,0.08119200480917753,0.14196176700393012,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",8,0.5000000000000018,0.8660254037844394,-3020.7830157471994,"[0.00605444579231372, -0.841796546107815, -0.5186282470768341, 0.020545734088156607]","[0.06771568270326865, -0.7731039451711116, 0.7918312765092231, 0.10311871065094222]"
1,1,0.02321303144543928,0.079014605405129,3.45012283661175e-15,1.3801311186847074,-14.09006021854672,0.049915666885748534,0.09143551551856464,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",9,2.4461103052817793e-16,1.6786306739321167e-15,-3018.674341608418,"[0.1189044221841351, -0.8850312370991636, -0.5022897746724418, 0.09228856278372631]","[0.013464684770968273, -0.3723561232048635, 0.9159232469352873, 0.001858813679871063]"
1,1,1.0470395468858764,-0.05635183491968503,-1.1952286093343938,-0.6900655593423523,-12.375588201213285,0.04855463798250123,0.09865507046411333,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",10,0.9999999999999999,9.355272937388163e-16,-3017.484637600601,"[0.1189044221841351, -0.8850312370991636, -0.5022897746724418, 0.09228856278372631]","[0.013464684770968273, -0.3723561232048635, 0.9159232469352873, 0.001858813679871063]"
1,1,0.5755433177152656,0.8614315758707932,1.1952286093343931,-0.690065559342354,-9.460295787856989,0.1146038219204686,0.03357449645288189,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",11,0.4999999999999998,0.8660254037844394,-3017.5059318994154,"[0.160785535822189, -0.7861944792214333, -0.4312140522899468, 0.09094835970894863]","[-0.023584781188570325, -0.5250267015126335, 0.8601544183808142, -0.029169397468119102]"
1,1,0.11641768970010424,-0.025298694870818546,-1.061576257419e-15,1.3801311186847074,-7.14385534812504,0.16646213407380445,0.0417529894128988,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",12,1.1734902557698028e-15,6.648068497190957e-18,-3015.2089442632027,"[0.160785535822189, -0.7861944792214333, -0.4312140522899468, 0.09094835970894863]","[-0.023584781188570325, -0.5250267015126335, 0.8601544183808142, -0.029169397468119102]"
1,1,0.965214140177684,-6.0865594522086097e-05,-1.1952286093343916,-0.6900655593423562,-4.626756804869691,0.16468519803687784,0.04976969731415631,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",13,1.0000000000000009,2.5610659379116607e-15,-3014.405858787429,"[0.08989080720805029, -0.7698093806719368, -0.40714440686286135, 0.017928289986879994]","[-0.018814450968070474, -0.5311633686045033, 0.8645066528722966, -0.019239410172667785]"
1,1,0.5592784583791561,0.8631486665085446,1.1952286093343956,-0.6900655593423501,-9.597419637582645,0.10463785236382447,0.039111943597246124,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",14,0.49999999999999784,0.8660254037844394,-3011.71098757388,"[0.08989080720805029, -0.7698093806719368, -0.40714440686286135, 0.017928289986879994]","[-0.018814450968070474, -0.5311633686045033, 0.8645066528722966, -0.019239410172667785]"
1,1,0.09738490714146274,-0.030402751468051773,-5.8386694158045e-15,1.3801311186847074,-2.7329572580511976,0.13296260168242807,0.03859542904695186,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",15,2.0094815584872655e-15,-1.6653345369377348e-15,-3009.122676013764,"[0.08989080720805029, -0.7698093806719368, -0.40714440686286135, 0.017928289986879994]","[-0.018814450968070474, -0.5311633686045033, 0.8645066528722966, -0.019239410172667785]"
1,1,0.9688403153706915,-0.003952227902206439,-1.1952286093343896,-0.6900655593423602,0.0151198455314762,0.17241470901188996,0.040959806977618696,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",16,1.0000000000000018,4.233048543346586e-15,-3008.69446247788,"[0.08989080720805029, -0.7698093806719368, -0.40714440686286135, 0.017928289986879994]","[-0.018814450968070474, -0.5311633686045033, 0.8645066528722966, -0.019239410172667785]"
1,1,0.5530415403623895,0.8755837365133909,1.1952286093343976,-0.6900655593423461,2.033605567828748,0.14247645483238,0.03500363595618842,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",17,0.499999999999999,0.8660254037844412,-3005.836433675569,"[0.11479951671728886, -0.8175153873700682, -0.45936701066522956, -0.0034934397751745956]","[0.04067963415225046, -0.4752816156730891, 0.8527047504968541, 0.01708889105839782]"
1,1,0.07450042458625761,0.03877754094047668,-3.1847287722570007e-15,1.3801311186847116,7.064339413091995,0.12515518230511882,0.04379921564354898,triangle_1,"[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",18,-2.1982858209263452e-16,2.003738402766685e-15,-3003.0730374852146,"[0.11479951671728886, -0.8175153873700682, -0.45936701066522956, -0.0034934397751745956]","[0.04067963415225046, -0.4752816156730891, 0.8527047504968541, 0.01708889105839782]"
