"","func.type","tpt","subj","r_id","x_pred","y_pred","x_next","y_next","motor_sd","prob_true","prob_rand","prob_lin","prob_prev","group"
"583","stairs_2",9,"0452j5o1mj","0452j5o1mj",0.497519964415757,0.315422252565377,0.460654959348512,0.377424670560004,0.0274085656518141,0.0204673566334054,0.00177380677243234,0.360509701947117,0.617249134647046,"kids"
"584","stairs_2",10,"0452j5o1mj","0452j5o1mj",0.451177693644489,0.428795307845086,0.500000000000001,0.375000000000001,0.0274085656518141,0.0279597181880102,0.00280785359187538,0.376051021686006,0.593181406534109,"kids"
"585","stairs_2",11,"0452j5o1mj","0452j5o1mj",0.545517316285999,0.401486469712017,0.53934504065149,0.372575329439998,0.0274085656518141,0.22575937255034,0.00216741020619514,0.313905944846351,0.458167272397114,"kids"
"586","stairs_2",12,"0452j5o1mj","0452j5o1mj",0.554620262330355,0.41141695630586,0.544194381771496,0.451265410742976,0.0274085656518141,0.137262421951951,0.00185967220548833,0.104646623707129,0.756231282135432,"kids"
"587","stairs_2",13,"0452j5o1mj","0452j5o1mj",0.584411722111885,0.468517254220458,0.583539422422985,0.448840740182972,0.0274085656518141,0.261004163999483,0.0019882679318874,0.0178953915648601,0.719112176503769,"kids"
"588","stairs_2",14,"0452j5o1mj","0452j5o1mj",0.595997289804702,0.498308714001987,0.622884463074475,0.446416069622969,0.0274085656518141,0.0923923539767983,0.00376550645658336,0.0931203807856223,0.810721758780996,"kids"
"589","zigzag_widening",3,"0452j5o1mj","0452j5o1mj",0.62578874958623,0.422174983449189,0.559607939206569,0.476792704362209,0.0274085656518141,0.0649951732114339,0.00097668502202692,0.188353385345475,0.745674756421064,"kids"
"590","zigzag_widening",4,"0452j5o1mj","0452j5o1mj",0.557930424528302,0.502446416749421,0.592249422567498,0.418641020896371,0.0274085656518141,0.0454433175358855,0.00104735082185123,0.0542504472035629,0.8992588844387,"kids"
"591","zigzag_widening",5,"0452j5o1mj","0452j5o1mj",0.578618938265475,0.394866145316121,0.53053209747365,0.460471962681744,0.0274085656518141,0.0982051631376656,0.00108467387277458,0.0299688623263815,0.870741300663178,"kids"
"592","zigzag_widening",6,"0452j5o1mj","0452j5o1mj",0.583584181562396,0.383280577623304,0.574274617123376,0.390557617421646,0.0274085656518141,0.997983595632596,0.000260933470322588,5.50286795179177e-08,0.00175541586840161,"kids"
"593","zigzag_widening",7,"0452j5o1mj","0452j5o1mj",0.52069109980139,0.394038604766634,0.501456255740731,0.44415122100128,0.0274085656518141,0.768391129945903,0.0013035239464746,2.93248963138933e-05,0.230276021211309,"kids"
"594","zigzag_widening",8,"0452j5o1mj","0452j5o1mj",0.565378289473684,0.363419604435618,0.556299811679255,0.362474213946922,0.0274085656518141,0.999078854573701,0.000251374770856233,1.69324436793916e-09,0.000669768962198491,"kids"
"595","zigzag_widening",9,"0452j5o1mj","0452j5o1mj",0.461108180238331,0.427967767295598,0.472380414007812,0.427830479320815,0.0274085656518141,0.999557022368119,0.000259294184385751,1.27793648805349e-10,0.000183683319701254,"kids"
"596","zigzag_widening",10,"0452j5o1mj","0452j5o1mj",0.539724532439589,0.326180279708706,0.538325006235133,0.334390810472197,0.0274085656518141,0.999660724406007,0.00024918193800428,1.31645392054356e-11,9.00936428238182e-05,"kids"
"597","zigzag_widening",11,"0452j5o1mj","0452j5o1mj",0.437109504303211,0.400658929162529,0.443304572274894,0.411509737640351,0.0274085656518141,0.999631575901485,0.00026459203153287,5.50002286723296e-12,0.000103832061481903,"kids"
"598","zigzag_widening",12,"0452j5o1mj","0452j5o1mj",0.524828802548825,0.300526522674611,0.520350200791011,0.306307406997472,0.0274085656518141,0.999737759007265,0.000246486704077562,7.14871558915468e-14,1.57542885857897e-05,"kids"
"599","zigzag_widening",13,"0452j5o1mj","0452j5o1mj",0.41311082836809,0.422174983449189,0.414228730541975,0.395188995959887,0.0274085656518141,0.99960308560041,0.000394897988650567,5.28203073756626e-16,2.01641093855595e-06,"kids"
"600","zigzag_widening",14,"0452j5o1mj","0452j5o1mj",0.498347504965243,0.283148171135386,0.50237539534689,0.278224003522748,0.0274085656518141,0.999743740171139,0.000244283812564846,2.96014138702821e-15,1.19760162934435e-05,"kids"
"601","3_pts",3,"jraq40kbs6","jraq40kbs6",0.68785429079775,0.357626820589209,0.402922597226616,0.375,0.0270797001359101,8.79185332815118e-13,0.0154180131295651,0.977892967679397,0.00668901919015862,"kids"
"602","3_pts",4,"jraq40kbs6","jraq40kbs6",0.574481235518041,0.374177631578948,0.500000000000001,0.375,0.0270797001359101,0.852547941835838,0.147451769416646,3.77467130759904e-22,2.88747515685961e-07,"kids"
"603","3_pts",5,"jraq40kbs6","jraq40kbs6",0.589376965408806,0.375005172128435,0.597077402773385,0.375,0.0270797001359101,0.910044887297699,0.000800048051902734,0.0888318441727755,0.000323220477623272,"kids"
"604","3_pts",6,"jraq40kbs6","jraq40kbs6",0.50496782936114,0.375005172128435,0.402922597226616,0.375,0.0270797001359101,0.521304770465544,0.43411874371558,1.86742437999842e-07,0.0445762990764384,"kids"
"605","3_pts",7,"jraq40kbs6","jraq40kbs6",0.519036018702417,0.379970415425356,0.500000000000001,0.375,0.0270797001359101,0.998694400821102,0.00127595878111011,9.66206496374354e-18,2.96403977883008e-05,"kids"
"606","3_pts",8,"jraq40kbs6","jraq40kbs6",0.591859587057266,0.379142874875869,0.597077402773385,0.375,0.0270797001359101,0.910115628961281,0.000790107174747793,0.0888403562036709,0.000253907660300773,"kids"
"607","3_pts",9,"jraq40kbs6","jraq40kbs6",0.435454423204237,0.372522550479974,0.402922597226616,0.375,0.0270797001359101,0.997383066065365,0.00261675180371767,1.40520333951751e-13,1.82130776947322e-07,"kids"
"608","3_pts",10,"jraq40kbs6","jraq40kbs6",0.505795369910626,0.370867469381,0.500000000000001,0.375,0.0270797001359101,0.998956600341533,0.00094407091477715,1.10574262976562e-16,9.93287436894683e-05,"kids"
"609","3_pts",11,"jraq40kbs6","jraq40kbs6",0.587721884309832,0.370867469381,0.597077402773385,0.375,0.0270797001359101,0.909967117912396,0.000831457542680472,0.0888212649623137,0.000380159582609931,"kids"
"610","3_pts",12,"jraq40kbs6","jraq40kbs6",0.505795369910626,0.379142874875869,0.402922597226616,0.375,0.0270797001359101,0.504921990385508,0.444325625207313,2.22796346311362e-07,0.0507521616108336,"kids"
"611","3_pts",13,"jraq40kbs6","jraq40kbs6",0.513243234856008,0.367557307183052,0.500000000000001,0.375,0.0270797001359101,0.998844445483089,0.00110556436513118,2.80394338061495e-17,4.99901517794916e-05,"kids"
"612","3_pts",14,"jraq40kbs6","jraq40kbs6",0.587721884309832,0.365074685534592,0.597077402773385,0.375,0.0270797001359101,0.909915682553498,0.00089216056596932,0.0888120169732804,0.000380139907252207,"kids"
"613","alternating_diff_2",3,"jraq40kbs6","jraq40kbs6",0.312150881330685,0.374177631578947,0.297025684455691,0.330815114983552,0.0270797001359101,0.71968889467255,0.00353143953590693,0.253976876355292,0.0228027894362508,"kids"
"614","alternating_diff_2",4,"jraq40kbs6","jraq40kbs6",0.238499772426349,0.28480325223436,0.326022015247735,0.38880777656764,0.0270797001359101,0.0378495023833548,0.449497308661386,0.216774671488776,0.295878517466484,"kids"
"615","alternating_diff_2",5,"jraq40kbs6","jraq40kbs6",0.389112152432969,0.322870117510758,0.355018346039779,0.38880777656764,0.0270797001359101,0.848609219476834,0.144887880051958,0.000176646146538049,0.0063262543246693,"kids"
"616","alternating_diff_2",6,"jraq40kbs6","jraq40kbs6",0.43462688265475,0.323697658060245,0.384014676831823,0.38880777656764,0.0270797001359101,0.736419985133284,0.196753717284109,0.0636831878255399,0.00314310975706669,"kids"
"617","alternating_diff_2",7,"jraq40kbs6","jraq40kbs6",0.469383585733201,0.315422252565376,0.413011007623868,0.330815114983552,0.0270797001359101,0.939860983044653,0.055993046540411,0.00390891917819812,0.000237051236737452,"kids"
"618","alternating_diff_2",8,"jraq40kbs6","jraq40kbs6",0.458625558589871,0.371695009930487,0.442007338415912,0.38880777656764,0.0270797001359101,0.992521171578861,0.00166722429484475,0.000390869840429491,0.00542073428586487,"kids"
"619","alternating_diff_2",9,"jraq40kbs6","jraq40kbs6",0.51820847815293,0.389073361469712,0.471003669207956,0.38880777656764,0.0270797001359101,0.96762155207293,0.0172740030658072,0.0108797902157499,0.00422465464551247,"kids"
