"","func.type","tpt","r_id","x_pred","y_pred","x_next","y_next","motor_sd","prob_true","prob_rand","prob_lin","prob_prev","group","guess_num"
"27","alternating_diff_2",5,"YBQKBJ",0.362490368658132,0.433076991465149,0.35501834603978,0.38880777656764,0.0328926924443705,0.0122345340593026,0.00122417014130492,0.719905949488115,0.266635346311278,"kids_chs",3
"28","alternating_diff_2",6,"YBQKBJ",0.377900515647226,0.418852240398293,0.384014676831824,0.38880777656764,0.0328926924443705,0.0165226895944987,0.0010432193983507,0.449302803906246,0.533131287100904,"kids_chs",4
"29","alternating_diff_2",7,"YBQKBJ",0.437170311759128,0.403442093409199,0.413011007623868,0.330815114983552,0.0328926924443705,0.00262004943202189,0.00142322197268278,0.649436252158239,0.346520476437056,"kids_chs",5
"30","alternating_diff_2",8,"YBQKBJ",0.45376585467046,0.281346313418682,0.442007338415912,0.38880777656764,0.0328926924443705,0.00018344982640595,0.00134121155668706,0.797454386473398,0.201020952143509,"kids_chs",6
"31","alternating_diff_2",9,"YBQKBJ",0.440726499525842,0.424779220009483,0.471003669207956,0.38880777656764,0.0328926924443705,0.0102012642646942,0.00111045233674244,0.386813887206939,0.601874396191624,"kids_chs",7
"32","alternating_diff_2",10,"YBQKBJ",0.504737879326695,0.418852240398293,0.5,0.38880777656764,0.0328926924443705,0.0188440133731028,0.0011982248567195,0.518429223443234,0.461528538326943,"kids_chs",8
"33","alternating_diff_2",11,"YBQKBJ",0.56163688359412,0.409369073020389,0.528996330792044,0.330815114983552,0.0328926924443705,0.0020750800240737,0.00211119509062916,0.697914201444382,0.297899523440915,"kids_chs",9
"34","alternating_diff_2",12,"YBQKBJ",0.534372777382646,0.289644084874348,0.557992661584089,0.38880777656764,0.0328926924443705,0.000268676600781916,0.00111537744883073,0.501706101978975,0.496909843971413,"kids_chs",10
"35","alternating_diff_2",13,"YBQKBJ",0.587715593883357,0.429520803698435,0.586988992376133,0.38880777656764,0.0328926924443705,0.0130698236826154,0.00111754261308905,0.642931458682017,0.342881175022279,"kids_chs",11
"36","alternating_diff_2",14,"YBQKBJ",0.660024745139877,0.412925260787103,0.615985323168177,0.38880777656764,0.0328926924443705,0.0259583532152756,0.00360866362801628,0.737413483110889,0.23301950004582,"kids_chs",12
"37","f_curly_2",3,"YBQKBJ",0.560451487671882,0.519610893788525,0.579928146924981,0.481519878427231,0.0328926924443705,0.12549417507486,0.0294483168738154,0.566143433930521,0.278914074120804,"kids_chs",1
"38","f_curly_2",4,"YBQKBJ",0.569934655049787,0.436633179231863,0.656954817311339,0.424047731141992,0.0328926924443705,0.00133432946806209,0.00253949191935945,0.063260679621405,0.932865498991173,"kids_chs",2
"39","f_curly_2",5,"YBQKBJ",0.709811373873874,0.361953236130868,0.698955677568688,0.484980860603814,0.0328926924443705,3.45421270207954e-05,0.00185061202257569,0.910993076853371,0.0871217689970327,"kids_chs",3
"40","f_curly_2",6,"YBQKBJ",0.708625977951636,0.538577228544334,0.617547330147846,0.550010866556686,0.0328926924443705,0.000612008827262826,0.00153792132714229,0.611158311367647,0.386691758477948,"kids_chs",4
"41","f_curly_2",7,"YBQKBJ",0.600754949027975,0.581251481744903,0.493337427043184,0.499219269309695,0.0328926924443705,7.33149721977897e-06,0.00165027115486716,0.0946097726640138,0.903732624683899,"kids_chs",5
"42","f_curly_2",8,"YBQKBJ",0.588900989805595,0.542133416311048,0.465544156311882,0.371288512496878,0.0328926924443705,5.50195456374126e-09,0.14623871920788,9.49482983283609e-10,0.853761274340683,"kids_chs",6
"43","f_curly_2",9,"YBQKBJ",0.606681928639165,0.546875,0.541357081852728,0.31053195482896,0.0328926924443705,1.09966297841938e-10,0.999999741791372,3.51852732200775e-19,2.58098661840531e-07,"kids_chs",7
"44","f_curly_2",10,"YBQKBJ",0.47747377311522,0.374992591275486,0.586092076154859,0.369277611059628,0.0328926924443705,0.00341765063602475,0.04556124827907,3.52899235221417e-06,0.951017572092553,"kids_chs",8
"45","f_curly_2",11,"YBQKBJ",0.53792896514936,0.295571064485538,0.507621740791741,0.43621250894133,0.0328926924443705,4.87765600165619e-05,0.0367635055732608,0.000152583574220477,0.963035134292502,"kids_chs",9
"46","f_curly_2",12,"YBQKBJ",0.517777234471313,0.405812885253675,0.382530545447871,0.388809694971706,0.0328926924443705,6.34665529764472e-06,0.0016405358620261,0.000405336066550047,0.997947781416126,"kids_chs",10
"47","f_curly_2",13,"YBQKBJ",0.325743095068753,0.365509423897582,0.35124348035719,0.261111164527389,0.0328926924443705,0.000396539711332154,0.00434347746176877,0.253890742507303,0.741369240319596,"kids_chs",11
"48","f_curly_2",14,"YBQKBJ",0.325743095068753,0.220891121384543,0.425734355154999,0.197112275916356,0.0328926924443705,0.000395601193268692,0.00276009594087563,0.0529751205185689,0.943869182347287,"kids_chs",12
"49","hexagon",3,"YBQKBJ",0.680176475817923,0.443745554765292,0.587820118733407,0.559131835483097,0.0328926924443705,1.86418302679802e-06,0.00374130032840274,5.31173898302978e-05,0.99620371809874,"kids_chs",1
"50","hexagon",4,"YBQKBJ",0.566378467283073,0.587178461356093,0.393691435217454,0.559131835483097,0.0328926924443705,2.00493887991534e-08,0.00181661860193345,1.28605594672145e-05,0.99817050078921,"kids_chs",2
"51","hexagon",5,"YBQKBJ",0.35182180535799,0.577695293978189,0.296627093459477,0.391011463955052,0.0328926924443705,1.24183726380735e-09,0.00269629726483378,4.14937118798963e-05,0.997262207781449,"kids_chs",3
"52","hexagon",6,"YBQKBJ",0.248692360123281,0.365509423897582,0.393691435217454,0.222891092427007,0.0328926924443705,4.04548155830056e-10,0.00400196303951638,8.50122656797916e-05,0.995913024290256,"kids_chs",4
"53","hexagon",7,"YBQKBJ",0.394496058558559,0.184143847795164,0.587820118733407,0.222891092427007,0.0328926924443705,6.33033127311197e-10,0.00204524360214671,1.07501144135757e-05,0.997944005650407,"kids_chs",5
"54","hexagon",8,"YBQKBJ",0.613794304172594,0.207851766239924,0.684884460491384,0.391011463955052,0.0328926924443705,5.50685845124454e-10,0.00154783553737594,2.77773129328181e-06,0.998449386180645,"kids_chs",6
"55","hexagon",9,"YBQKBJ",0.696772018729256,0.44493095068753,0.587820118733408,0.559131835483097,0.0328926924443705,5.33610950301894e-07,0.00419256968798836,0.000264944536274741,0.995541952164787,"kids_chs",7
"56","hexagon",10,"YBQKBJ",0.553339112138454,0.623925734945472,0.393691435217454,0.559131835483097,0.0328926924443705,1.79281716088733e-07,0.0123010934328609,0.00974045979485443,0.977958267490569,"kids_chs",8
"57","hexagon",11,"YBQKBJ",0.336411658368895,0.536206436699858,0.296627093459477,0.391011463955052,0.0328926924443705,2.01635726663146e-06,0.00596052156699471,0.000591600267115793,0.993445861808623,"kids_chs",9
"58","hexagon",12,"YBQKBJ",0.292552009246088,0.337059921763869,0.393691435217454,0.222891092427007,0.0328926924443705,1.04890889033954e-06,0.00396342745241971,0.000135565427761982,0.995899958210928,"kids_chs",10
"59","hexagon",13,"YBQKBJ",0.431243332147937,0.179402264106211,0.587820118733408,0.222891092427007,0.0328926924443705,3.08301680072826e-07,0.00471396380354434,0.00051173959507612,0.994773988299699,"kids_chs",11
"60","hexagon",14,"YBQKBJ",0.63394603485064,0.207851766239924,0.684884460491384,0.391011463955052,0.0328926924443705,2.94782212792147e-09,0.00303660887707797,8.61675865061999e-05,0.996877220588594,"kids_chs",12
"61","hourglass_1",3,"YBQKBJ",0.376715119724988,0.503015350877193,0.572276388096593,0.447276388096593,0.0328926924443705,1.83711056160356e-09,0.0194712949432926,0.0283191776177582,0.952209525601839,"kids_chs",1
"62","hourglass_1",4,"YBQKBJ",0.607867324561403,0.452043326220958,0.434294192639461,0.309294192639461,0.0328926924443705,4.39787396996157e-12,0.00183479482072884,0.00979058270204809,0.988374622472825,"kids_chs",2
"63","hourglass_1",5,"YBQKBJ",0.406350017780939,0.277790125651968,0.572276388096593,0.309294192639461,0.0328926924443705,6.67421141987325e-08,0.0023195756057189,3.72897832756287e-05,0.997643067868891,"kids_chs",3
"64","hourglass_1",6,"YBQKBJ",0.664766328828829,0.284902501185396,0.434294192639461,0.447276388096593,0.0328926924443705,8.46317018302441e-17,0.0048706451942654,0.922787904381594,0.0723414504241405,"kids_chs",4
"65","hourglass_1",7,"YBQKBJ",0.420574768847795,0.472195056899004,0.572276388096593,0.447276388096593,0.0328926924443705,3.73876988621007e-07,0.0014834739172063,3.01191032576744e-06,0.998513140295479,"kids_chs",5
"66","hourglass_1",8,"YBQKBJ",0.613794304172594,0.442560158843054,0.434294192639461,0.309294192639461,0.0328926924443705,6.55863910719547e-12,0.00224287914226839,0.0203943872197388,0.977362733631434,"kids_chs",6
"67","hourglass_1",9,"YBQKBJ",0.420574768847795,0.269492354196302,0.572276388096593,0.309294192639461,0.0328926924443705,3.73572334393508e-07,0.00231857122116033,1.81444071938294e-05,0.997662910799311,"kids_chs",7
"68","hourglass_1",10,"YBQKBJ",0.62801905523945,0.308610419630157,0.434294192639461,0.447276388096593,0.0328926924443705,6.14691905447085e-13,0.00382296848587419,0.111441732278205,0.884735299235306,"kids_chs",8
"69","hourglass_1",11,"YBQKBJ",0.395681454480797,0.507756934566145,0.572276388096593,0.447276388096593,0.0328926924443705,1.82540489663429e-08,0.0110680244839521,0.004902875841634,0.984029081420365,"kids_chs",9
"70","hourglass_1",12,"YBQKBJ",0.938592786865813,0.748392306780465,0.434294192639461,0.309294192639461,0.0328926924443705,1.80701475271278e-71,1,1.19948076158283e-22,5.70661264269066e-35,"kids_chs",10
"71","hourglass_1",13,"YBQKBJ",0.406350017780939,0.26475077050735,0.572276388096593,0.309294192639461,0.0328926924443705,6.66456313803857e-08,0.00367527421612657,0.000183480158669436,0.996141178979573,"kids_chs",11
"72","hourglass_1",14,"YBQKBJ",0.581788614272167,0.28845868895211,0.434294192639461,0.447276388096593,0.0328926924443705,1.42426403610383e-11,0.00129980540863623,0.000385550363614557,0.998314644213507,"kids_chs",12
"73","increasing_lines",3,"YBQKBJ",0.502367087482219,0.283717105263158,0.421334540130123,0.312067632104099,0.0328926924443705,0.00304752565716019,0.000983355685931368,0.509864023959484,0.486105094697424,"kids_chs",1
"74","increasing_lines",4,"YBQKBJ",0.43598491583689,0.344172297297297,0.468533816052049,0.312067632104099,0.0328926924443705,0.0386445044112488,0.00146698966358499,0.15074142826339,0.809147077661776,"kids_chs",2
"75","increasing_lines",5,"YBQKBJ",0.516591838549075,0.315722795163585,0.515733091973975,0.312067632104099,0.0328926924443705,0.0594970253736207,0.000942336720758019,0.619885648712715,0.319674989192907,"kids_chs",3
"76","increasing_lines",6,"YBQKBJ",0.572305446894263,0.324020566619251,0.421334540130123,0.359266908026025,0.0328926924443705,2.41847454440872e-06,0.00124301534799688,0.734617370488765,0.264137195688694,"kids_chs",4
"77","increasing_lines",7,"YBQKBJ",0.373158931958274,0.364324027975344,0.468533816052049,0.359266908026025,0.0328926924443705,0.00304365414592681,0.00225973410950854,0.246266760465937,0.748429851278627,"kids_chs",5
"78","increasing_lines",8,"YBQKBJ",0.524889610004742,0.3785487790422,0.515733091973975,0.359266908026025,0.0328926924443705,0.0645654270527686,0.00128329762254977,0.686213264834643,0.247938010490039,"kids_chs",6
"79","increasing_lines",9,"YBQKBJ",0.592457177572309,0.382104966808914,0.562932367895902,0.359266908026025,0.0328926924443705,0.0731656408385726,0.00233154799100243,0.803020062556668,0.121482748613757,"kids_chs",7
"80","increasing_lines",10,"YBQKBJ",0.629204451161688,0.36076784020863,0.421334540130123,0.406466183947951,0.0328926924443705,3.00591965796804e-10,0.00145866876501647,0.806847266929622,0.19169406400477,"kids_chs",8
"81","increasing_lines",11,"YBQKBJ",0.390939870791845,0.376177987197724,0.468533816052049,0.406466183947951,0.0328926924443705,0.00813209827047092,0.00237358857079738,0.000362788405535537,0.989131524753196,"kids_chs",9
"82","increasing_lines",12,"YBQKBJ",0.528445797771456,0.421223032242769,0.515733091973975,0.406466183947951,0.0328926924443705,0.0664597523500696,0.00128593514374548,0.711488808956066,0.220765503550119,"kids_chs",10
"83","increasing_lines",13,"YBQKBJ",0.593642573494547,0.389217342342342,0.562932367895902,0.406466183947951,0.0328926924443705,0.0735286081792402,0.00218652683471265,0.808067137444972,0.116217727541075,"kids_chs",11
"84","increasing_lines",14,"YBQKBJ",0.618535887861546,0.402256697486961,0.610131643817828,0.406466183947951,0.0328926924443705,0.064153395577393,0.00107386929667061,0.680752287815928,0.254020447310008,"kids_chs",12
"85","line",3,"YBQKBJ",0.791603692508298,0.135542614983404,0.80078125,0.146484375,0.0328926924443705,0.691138608301808,0.000351172341239603,0.225833703287454,0.082676516069499,"kids_chs",1
"86","line",4,"YBQKBJ",0.745373251541015,0.191256223328592,0.758463541666667,0.179036458333333,0.0328926924443705,0.706367148026274,0.000415655054653119,0.25310073346677,0.040116463452302,"kids_chs",2
"87","line",5,"YBQKBJ",0.720479937174016,0.22207651730678,0.716145833333333,0.211588541666667,0.0328926924443705,0.693929720127074,0.000346238572733801,0.230496822002147,0.0752272192980459,"kids_chs",3
"88","line",6,"YBQKBJ",0.638687618539592,0.225632705073495,0.673828125,0.244140625,0.0328926924443705,0.705496378639856,0.000737312209047584,0.251412896176068,0.0423534129750285,"kids_chs",4
"89","line",7,"YBQKBJ",0.593642573494547,0.252896811284969,0.631510416666667,0.276692708333333,0.0328926924443705,0.704762515211155,0.000891505189936404,0.250003478817974,0.0443425007809353,"kids_chs",5
"90","line",8,"YBQKBJ",0.587715593883357,0.301498044096728,0.589192708333333,0.309244791666667,0.0328926924443705,0.685541407198684,0.000315926861862754,0.216884515841394,0.097258150098059,"kids_chs",6
"91","line",9,"YBQKBJ",0.54978292437174,0.346543089141773,0.546875,0.341796875,0.0328926924443705,0.691129365279581,0.000324247831152496,0.225818536157665,0.0827278507316018,"kids_chs",7
"92","line",10,"YBQKBJ",0.507108671171171,0.352470068752963,0.504557291666667,0.374348958333333,0.0328926924443705,0.66384750892924,0.000330597273130696,0.186568489113529,0.1492534046841,"kids_chs",8
"93","line",11,"YBQKBJ",0.466805209815078,0.36076784020863,0.462239583333333,0.406901041666667,0.0328926924443705,0.615725999749518,0.000526926785342229,0.137217991007967,0.246529082457172,"kids_chs",9
"94","line",12,"YBQKBJ",0.414647789236605,0.415296052631579,0.419921875,0.439453125,0.0328926924443705,0.673806818583599,0.000374860398496372,0.199694246713339,0.126124074304565,"kids_chs",10
"95","line",13,"YBQKBJ",0.364861160502608,0.434262387387387,0.377604166666667,0.472005208333333,0.0328926924443705,0.66906020003575,0.000569641762295388,0.193282993753583,0.137087164448372,"kids_chs",11
"96","line",14,"YBQKBJ",0.275956466334756,0.467453473210052,0.335286458333333,0.504557291666667,0.0328926924443705,0.708801277223413,0.00353050759292698,0.257930245548166,0.0297379696354937,"kids_chs",12
"97","plus",3,"YBQKBJ",0.490513128259839,0.135542614983404,0.486133665463146,0.374506448960712,0.0328926924443705,5.42144701618851e-13,0.00174415259770358,0.323309741028642,0.674946106373112,"kids_chs",1
"98","plus",4,"YBQKBJ",0.46561981389284,0.44493095068753,0.58319800722112,0.377961306235725,0.0328926924443705,5.27558022060909e-05,0.0123018651533072,0.00648901107006759,0.981156367974419,"kids_chs",2
"99","plus",5,"YBQKBJ",0.636316826695116,0.39040273826458,0.680262348979095,0.381416163510738,0.0328926924443705,0.0132122423964598,0.00192972148398944,0.504004934825913,0.480853101293638,"kids_chs",3
"100","plus",6,"YBQKBJ",1,0.73890913940256,0.486133665463146,0.374506448960712,0.0328926924443705,3.05073444721002e-63,1,1.31415055585485e-27,9.29265775861587e-36,"kids_chs",4
"101","plus",7,"YBQKBJ",0.734704688240872,0.367880215742058,0.482678808188133,0.471570790718687,0.0328926924443705,3.79342073296148e-13,0.999999997089304,7.79241414046358e-31,2.91031695438709e-09,"kids_chs",5
"102","plus",8,"YBQKBJ",0.495254711948791,0.519610893788525,0.47922395091312,0.568635132476661,0.0328926924443705,0.0100321836744535,0.00194254780181851,0.377054959429606,0.610970309094121,"kids_chs",6
"103","plus",9,"YBQKBJ",0.449024270981508,0.616813359412044,0.486133665463146,0.374506448960712,0.0328926924443705,2.35802872085377e-13,0.00263955009101631,0.41585082904949,0.581509620859258,"kids_chs",7
"104","plus",10,"YBQKBJ",0.674249496206733,0.365509423897582,0.389069323705172,0.3710515916857,0.0328926924443705,2.3920686319021e-14,0.999847120150936,2.10371112831262e-10,0.000152879638668503,"kids_chs",8
"105","plus",11,"YBQKBJ",0.342338637980085,0.380919570886676,0.292004981947197,0.367596734410687,0.0328926924443705,0.00940871005847832,0.00185756291164365,0.35249940096587,0.636234326064008,"kids_chs",9
"106","plus",12,"YBQKBJ",0.235653004978663,0.392773530109056,0.486133665463146,0.374506448960712,0.0328926924443705,7.22695388956253e-14,0.00262893334855325,0.551912393611043,0.445458673040331,"kids_chs",10
"107","plus",13,"YBQKBJ",0.693215830962541,0.39040273826458,0.489588522738159,0.277442107202738,0.0328926924443705,2.23615444513578e-12,0.00173049395300841,0.998269495158072,1.08866839015381e-08,"kids_chs",11
"108","plus",14,"YBQKBJ",0.496440107871029,0.152138157894737,0.493043380013172,0.180377765444764,0.0328926924443705,0.024551067595019,0.00217776652008942,0.971547277522603,0.0017238883622882,"kids_chs",12
"109","radial_1",3,"YBQKBJ",0.463249022048364,0.415296052631579,0.698346079773637,0.398548337531974,0.0328926924443705,3.05357111778882e-12,0.0112322546764089,0.00094693097660898,0.987820814343929,"kids_chs",1
"110","radial_1",4,"YBQKBJ",0.758412606685633,0.37262179943101,0.508042498246381,0.359030830288603,0.0328926924443705,1.04860068671339e-13,0.00742956620064768,0.000299792483677392,0.99227064131557,"kids_chs",2
"111","radial_1",5,"YBQKBJ",0.486956940493125,0.369065611664296,0.653091480658462,0.488405786219226,0.0328926924443705,1.36252115422923e-10,0.00131284034227284,7.75318265789737e-07,0.998686384203209,"kids_chs",3
"112","radial_1",6,"YBQKBJ",0.715738353485064,0.511313122332859,0.508042498246381,0.359030830288603,0.0328926924443705,2.74056768951463e-14,0.00802899484529974,0.00130634284913629,0.990664662305537,"kids_chs",4
"113","radial_1",7,"YBQKBJ",0.491698524182077,0.370251007586534,0.568971123843013,0.543597319944055,0.0328926924443705,1.50138551933879e-09,0.00122348325567721,7.64958634605957e-08,0.998776438747074,"kids_chs",5
"114","radial_1",8,"YBQKBJ",0.556895299905168,0.597847024656235,0.508042498246381,0.359030830288603,0.0328926924443705,2.64914500300082e-13,0.00427232896718628,0.000110039357002702,0.995617631675546,"kids_chs",6
"115","radial_1",9,"YBQKBJ",0.509479463015647,0.295571064485538,0.468524991003009,0.549334411815859,0.0328926924443705,2.5662476895876e-14,0.00660820477740246,0.000892741137365138,0.992499054085207,"kids_chs",7
"116","radial_1",10,"YBQKBJ",0.43598491583689,0.587178461356093,0.508042498246381,0.359030830288603,0.0328926924443705,5.0673015287385e-13,0.00323654703452189,5.47402815893093e-05,0.996708712683382,"kids_chs",8
"117","radial_1",11,"YBQKBJ",0.497625503793267,0.301498044096728,0.378667542315757,0.504079812700684,0.0328926924443705,1.72639975585295e-12,0.00497845008919965,0.000337672124909989,0.994683877784164,"kids_chs",9
"118","radial_1",12,"YBQKBJ",0.341153242057847,0.553987375533428,0.508042498246381,0.359030830288603,0.0328926924443705,2.65178653688373e-14,0.00621480936285238,0.00135887886960057,0.99242631176752,"kids_chs",10
"119","radial_1",13,"YBQKBJ",0.504737879326695,0.286087897107634,0.323476008590928,0.419959455885236,0.0328926924443705,2.37391844527739e-11,0.0121013004504496,0.000238090431358212,0.987660609094453,"kids_chs",11
"120","radial_1",14,"YBQKBJ",0.247506964201043,0.430706199620673,0.508042498246381,0.359030830288603,0.0328926924443705,3.19717936775583e-15,0.0154369483842506,0.013796336761049,0.970766714854697,"kids_chs",12
"121","radial_increasing",3,"YBQKBJ",0.549065589299583,0.41002798117632,0.528486473749063,0.32716788783647,0.0328926924443705,0.0722186826492998,0.0996926423807696,0.187600999597887,0.640487675372043,"kids_chs",1
"122","radial_increasing",4,"YBQKBJ",0.545088455052916,0.326508161996317,0.567253658285525,0.329415705476507,0.0328926924443705,0.0188880659653607,0.000701643653901389,0.371063048042536,0.609347242338201,"kids_chs",2
"123","radial_increasing",5,"YBQKBJ",0.582208374688474,0.333136719074095,0.489719289212601,0.324920070196432,0.0328926924443705,0.000566084220478169,0.000715243114434193,0.366398938077296,0.632319734587791,"kids_chs",3
"124","radial_increasing",6,"YBQKBJ",0.533598956118101,0.300877741295575,0.519761366268012,0.349525372210911,0.0328926924443705,0.0294266523333911,0.00315264662357585,0.00204892320530601,0.965371777837727,"kids_chs",4
"125","radial_increasing",7,"YBQKBJ",0.552600819741065,0.491780185135583,0.549803443323422,0.37413067422539,0.0328926924443705,0.0242585754876539,0.452626947046776,0.497115517777325,0.0259989596882452,"kids_chs",5
"126","radial_increasing",8,"YBQKBJ",0.555694146377361,0.483384012837064,0.579845520378832,0.398735976239869,0.0328926924443705,0.034095004738857,0.0428620325646897,0.758104979888207,0.164937982808246,"kids_chs",6
"127","radial_increasing",9,"YBQKBJ",0.58618550893514,0.415330826838543,0.489719289212601,0.324920070196432,0.0328926924443705,1.07722795510853e-05,0.000739259757845747,0.368861549550944,0.630388418411659,"kids_chs",7
"128","radial_increasing",10,"YBQKBJ",0.53183134089736,0.29027204997113,0.499561206444437,0.362484467519278,0.0328926924443705,0.00833757763440228,0.00401513563015002,0.000449201583864023,0.987198085151584,"kids_chs",8
"129","radial_increasing",11,"YBQKBJ",0.51061995824847,0.379978522423726,0.509403123676272,0.400048864842124,0.0328926924443705,0.0200109147632435,0.000718956471012415,0.397089897344639,0.582180231421105,"kids_chs",9
"130","radial_increasing",12,"YBQKBJ",0.52078374576773,0.379094714813356,0.519245040908108,0.43761326216497,0.0328926924443705,0.00857499702978379,0.00110972235136304,0.152292434207563,0.83802284641129,"kids_chs",10
"131","radial_increasing",13,"YBQKBJ",0.513713284884767,0.454218361694841,0.529086958139944,0.475177659487816,0.0328926924443705,0.0182314072741822,0.000730007810398894,0.356038548298782,0.625000036616637,"kids_chs",11
"132","radial_increasing",14,"YBQKBJ",0.523435168598841,0.489128762304472,0.489719289212601,0.324920070196432,0.0328926924443705,9.81880270812065e-08,0.000740551160095128,0.341536152952632,0.657723197699245,"kids_chs",12
