"","func.type","tpt","r_id","x_pred","y_pred","x_next","y_next","motor_sd","prob_true","prob_rand","prob_prev","group","guess_num"
"4843","hexagon",9,"p8rr2wy859",0.586200909707791,0.556619502523433,0.587820118733407,0.559131835483098,0.00823971217871009,0.999999402300256,5.97699744386773e-07,1.79246755260394e-94,"adults",7
"4844","hexagon",10,"p8rr2wy859",0.392172324950167,0.556619502523433,0.393691435217454,0.559131835483098,0.00823971217871009,0.999999403683163,5.96316837280639e-07,4.09134889044275e-97,"adults",8
"4845","hexagon",11,"p8rr2wy859",0.29293147504135,0.386128811654439,0.296627093459477,0.391011463955053,0.00823971217871009,0.999999262041799,7.37958201399028e-07,2.76744509779119e-101,"adults",9
"4846","hexagon",12,"p8rr2wy859",0.388355369184444,0.225180510199755,0.393691435217454,0.222891092427007,0.00823971217871009,0.99999928237249,7.17627509969772e-07,1.82911451332617e-91,"adults",10
"4847","hexagon",13,"p8rr2wy859",0.588109387590653,0.224544350905467,0.587820118733407,0.222891092427008,0.00823971217871009,0.999999428655127,5.71344872749072e-07,5.46623803742263e-96,"adults",11
"4848","hexagon",14,"p8rr2wy859",0.682897122439459,0.388037289537301,0.684884460491384,0.391011463955053,0.00823971217871009,0.999999385034548,6.14965451565102e-07,1.86853136085134e-92,"adults",12
"4849","hourglass_1",3,"p8rr2wy859",0.56775229017346,0.447200103906018,0.572276388096593,0.447276388096593,0.00823971217871009,0.999997907487021,2.09251297862045e-06,7.42711081159268e-47,"adults",1
"4850","hourglass_1",4,"p8rr2wy859",0.434158838373129,0.545804794520547,0.434294192639461,0.309294192639461,0.00823971217871009,1.27839975882359e-129,1,5.71882538780167e-67,"adults",2
"4851","hourglass_1",5,"p8rr2wy859",0.570933086644896,0.309789696339964,0.572276388096593,0.309294192639461,0.00823971217871009,0.999998172371681,1.82762831890257e-06,6.51082675108951e-49,"adults",3
"4852","hourglass_1",6,"p8rr2wy859",0.428433404724543,0.446563944611731,0.434294192639461,0.447276388096593,0.00823971217871009,0.999997674067717,2.32593228311976e-06,1.05702419748957e-97,"adults",4
"4853","hourglass_1",7,"p8rr2wy859",0.56775229017346,0.445927785317443,0.572276388096593,0.447276388096593,0.00823971217871009,0.999997879416635,2.12058336523607e-06,7.42711059663282e-47,"adults",5
"4854","hourglass_1",8,"p8rr2wy859",0.435431156961703,0.308517377751389,0.434294192639461,0.309294192639461,0.00823971217871009,0.999998174435261,1.82556473865719e-06,3.8395118323441e-94,"adults",6
"4855","hourglass_1",9,"p8rr2wy859",0.574113883116332,0.307881218457102,0.572276388096593,0.309294192639461,0.00823971217871009,0.99999812722504,1.8727749595035e-06,5.71246572649002e-51,"adults",7
"4856","hourglass_1",10,"p8rr2wy859",0.436703475550278,0.445291626023156,0.434294192639461,0.447276388096593,0.00823971217871009,0.999998066122741,1.93387725858962e-06,1.55390629919204e-91,"adults",8
"4857","hourglass_1",11,"p8rr2wy859",0.573477723822044,0.447200103906018,0.572276388096593,0.447276388096593,0.00823971217871009,0.999998180418776,1.8195812244253e-06,1.47286172879308e-50,"adults",9
