"","changepoints","func","init_angle","init_speed","particle","pred_x","pred_y","scale_x","scale_y","score","seq_id","shape_x","shape_y","tpt","true_x","true_y","sampled_sd_x","sampled_sd_y","sd_x","sd_y"
"340","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.775433090137179,0.198737721422635,20,5.14328741331563,15.3368080681278,2.28961518625627,1.37418246097655,-24.7278980460342,"line",61.2045957264265,60.6130686122193,16,5.2,16,1.20633947681872,1.05614733288724,1.17242236175727,1.11665248402815
"341","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.6217617229863,0.502767460301105,1,3.1008946350825,17.6287963643538,0.849448699953421,1.73935176742973,-26.2797417570718,"line",60.682568160685,84.9271740607864,17,3.9,17,1.40905018729924,1.15375944562782,1.32304363710199,1.11890177759016
"342","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.11220972322479,4.48779521886497,2,3.72667560439025,17.090684223826,0.698548370805786,1.61252104089994,-27.8824841393532,"line",55.5374493493437,92.6550704561182,17,3.9,17,1.35093095744634,1.10856701458514,1.33860245850536,1.03277020924744
"343","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.84043331320748,0.242694103183863,3,3.76580569486982,16.4422079188334,0.584906709239497,3.42677228507348,-27.2974037995433,"line",79.8784880524558,77.5577176437849,17,3.9,17,1.17126464868994,1.16643560976142,1.11837710248768,1.07414135889266
"344","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.17929510991,6.44379787337426,4,3.53771859920971,17.0707270816023,1.2557451277339,1.00610917990494,-30.6135758505088,"line",50.6274625286399,18.91355859339,17,3.9,17,1.60014347953189,2.5911515332996,1.41065995116912,2.24076586525224
"345","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.788026933851181,0.661272614148582,5,4.46501040489448,16.960376063833,1.64220065927079,2.37955956394631,-25.3891281415145,"line",85.1674374703666,47.110667130984,17,3.9,17,1.04392900956024,1.36618192305461,1.03675862856668,1.42625074974015
"346","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.20417068044703,4.44540342088042,6,3.50624502445198,17.0966019155095,1.45593288849247,1.42484399760967,-26.9760255883275,"line",79.0169752536912,69.7671305162532,17,3.9,17,1.14792839989132,1.257301741925,1.13441233928048,1.18908286572265
"347","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.02481491785157,0.487345606637495,7,3.8415235868932,17.0042430740811,0.943157733547023,2.01677870823106,-25.2595860124107,"line",33.5507740916816,53.7297788805681,17,3.9,17,1.94205814685427,1.32265419558647,1.69863137369646,1.34192437070143
"348","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.320406238698185,8.8245299379196,8,5.03968679776766,16.4360195224871,1.05581524588808,5.15919418856173,-34.4226379104054,"line",78.9148942636003,23.5922983856276,17,3.9,17,1.03525647392345,1.79902006187826,1.04373478285455,1.91788191571198
"349","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.477821006180365,0.477416109965925,9,4.55719240904059,16.4605733821265,0.635928161236913,2.0567268838751,-30.1536346032116,"line",142.098511861012,41.7267893875524,17,3.9,17,0.807833912760658,1.42929717092503,0.804528555737182,1.46002647457189
"350","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.263418300080932,1.14361782505765,10,5.30832844308618,16.3630903250311,1.98431304946222,0.936452442129481,-27.5621422834211,"line",55.2287991815032,69.8505205633956,17,3.9,17,1.40072931012494,1.08029397442847,1.22169851485422,1.12928108071496
"351","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.1894445674118,4.56810927849924,11,3.82767733019475,17.3096549549594,1.14297359802867,1.16926310790162,-26.7086241719171,"line",54.7743459301996,47.5563347819052,17,3.9,17,1.34485209152467,1.53764033899968,1.33669707092894,1.45813449115334
"352","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.46902506164406,0.301834699771518,12,2.79714016647924,16.9485029237113,2.30429203144496,1.5692989582383,-27.2312858066479,"line",93.117223020942,38.153882321121,17,3.9,17,1.13561495941959,1.5445257635159,1.08438106851549,1.58140443146303
"353","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.4621664453014,4.42940288586788,13,3.100502430224,17.2913723187753,1.82785572559481,1.96971759275724,-28.4622677319467,"line",95.2768215548129,75.9578540588989,17,3.9,17,1.01758676052644,1.17747269253124,1.05592339828011,1.15480674323366
"354","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.22392163324241,4.5230016593224,14,3.6674156432829,17.2673346360959,3.46306770080057,4.29769989432287,-28.9558876739455,"line",58.6139889420413,90.7123595401563,17,3.9,17,1.21028806953955,1.01598576552896,1.30039916870459,1.05465346746402
"355","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.8628589103865,0.286286044222651,15,2.11567562760287,17.1451894723103,0.719182839871697,2.78536928240698,-26.9407493880526,"line",84.4520363845837,59.8692178344939,17,3.9,17,1.15476969989625,1.28263183827651,1.18279738855854,1.28431861917552
"356","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.794242964696243,4.78205594858264,16,4.70981505141237,17.0580479665347,5.2398666129094,1.81841597957949,-29.8322025053187,"line",40.9426622278234,61.2172480601704,17,3.9,17,1.3696783885246,1.37251525001489,1.46211163479924,1.26374589546076
"357","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.82009065777067,0.478212913559123,17,4.09802770269058,16.7915499056871,1.7921894433831,2.86491745876592,-24.8912768814085,"line",76.0966720334106,49.9743610199656,17,3.9,17,1.22201782621079,1.44467581775676,1.1184175381045,1.36841460497924
"358","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.598687793207354,0.689710654718535,18,4.68451970679982,16.7480798206581,2.1019311932075,1.41059201375695,-25.7540183083947,"line",44.547344800621,79.7384132201566,17,3.9,17,1.3194575619864,1.2361995182746,1.40732309313671,1.08594987439073
"359","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.04430540618957,0.687941292077656,19,3.43059595800407,18.5506529229226,5.18992594110997,1.83118164760668,-31.9715981598931,"line",49.955722867946,98.372559244072,17,3.9,17,1.49995744161926,1.07420524678614,1.42390489697758,1.10555137480624
"360","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.29078358804937,0.600774579685959,20,3.80747742004744,17.4781193354276,2.10476478170226,2.63243668781418,-25.5369123193957,"line",54.661019161507,83.0017870011892,17,3.9,17,1.47145148618108,1.07795944903028,1.33683961283746,1.11902172533058
"361","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.27628757592734,0.38655611643634,1,1.97300150043431,18.0298481829656,2.85688044813639,3.30046502532191,-28.3291730574034,"line",124.674227773223,55.5477206462891,18,2.59999999999999,18,1.01887095168758,1.44359869960737,0.977981904962295,1.41518680156859
"362","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.411771674390881,0.676530469696769,2,3.53168655599229,17.5087658747946,3.30923450990036,3.55626835841432,-30.9896337604708,"line",16.9242031886246,40.8890523144765,18,2.59999999999999,18,2.31532911378977,1.69891089951519,2.38911198060357,1.58724719539234
"363","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.91131842639291,0.564610993248834,3,1.67981448681431,19.0951314594241,2.5935984346442,0.949582486979449,-27.9977069364181,"line",84.9922263940326,74.2846960286647,18,2.59999999999999,18,1.24769436049905,1.28733881495839,1.19963556601106,1.31699619574965
"364","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.50229457610016,2.5588880231828,4,2.13576193516451,18.6346378004273,2.07239867912882,6.01925970961655,-30.0167875812104,"line",46.0619966452216,37.595873000245,18,2.59999999999999,18,1.52726851496568,1.94025340515422,1.5861562751107,1.78072705673005
"365","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.01343370785441,2.47193945291245,5,2.52576418461976,17.9677943442764,8.49702502910576,2.77183296353746,-29.3945832320052,"line",47.471717787182,56.7111247875829,18,2.59999999999999,18,1.354996420586,1.34695331622039,1.53005691267905,1.39544035328741
"366","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.996941124454409,0.586488755253636,6,2.79145016944151,18.1227794390499,0.995062993127912,2.91431179359624,-29.0223107472618,"line",100.996149926305,121.378229218908,18,2.59999999999999,18,1.12684156848067,1.00430195400919,1.04464538847411,0.968088738682912
"367","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.472602226094951,1.96336660101899,7,3.03256950996796,16.9615613479303,2.78904501083527,1.18235630518886,-27.2308043864629,"line",64.2179388604514,77.6093365580521,18,2.59999999999999,18,1.36687361971698,1.17513329597413,1.28639073747973,1.11829961191675
"368","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.08262878100667,4.43996675203896,8,2.36631281603319,17.9758780551075,3.72002696661365,2.93058954318576,-28.3037243399146,"line",89.038178327438,40.4523951217843,18,2.59999999999999,18,1.09456945100823,1.77477465316568,1.13251144567972,1.64726033434729
"369","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.752720517773797,6.57097247597781,9,3.0364025862591,17.8317898105168,1.42310689078698,2.64066569328055,-28.3515853837281,"line",86.5583477392533,54.2149333177124,18,2.59999999999999,18,1.10354197154932,1.53255390123246,1.11176307842482,1.41382816562297
"370","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.31694778322885,4.1793754491725,10,1.57429549259329,17.5178508682242,0.898663122314454,1.53919599096195,-27.5345303386778,"line",60.5696739952549,42.5860412846611,18,2.59999999999999,18,1.49573748603952,1.58633250972598,1.42917775396233,1.55972566351701
"371","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.92255663010823,0.322119320447123,11,2.4164248597602,17.6323428261435,2.7921450138429,1.73470111723993,-25.7136745885185,"line",85.9068632684057,78.9310361256422,18,2.59999999999999,18,1.15598399982932,1.20185549490475,1.15025994895871,1.16039895135395
"372","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.654184105572625,0.893761031323336,12,3.70022349137348,17.9123036318714,2.63906882076375,1.75065946763774,-27.5481629492812,"line",60.6569984405807,28.6297081970592,18,2.59999999999999,18,1.26910073893803,1.96518272894602,1.27697658819755,1.94213206068087
"373","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.18004749135331,0.430054398647838,13,2.20697923479111,18.0435407197897,1.78201704894225,1.50675434647501,-24.9698652379292,"line",35.0790672169838,62.3553732530326,18,2.59999999999999,18,1.75596093362965,1.20338092976797,1.80573088473706,1.34033465324175
"374","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.657006036326312,0.293819668611795,14,2.81848851676202,17.4137670363352,2.53153384627348,1.90481755254228,-27.8462247212311,"line",68.2704942193038,19.0819594085835,18,2.59999999999999,18,1.22284702038984,2.4137571002527,1.26237104476422,2.2801011944766
"375","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.494017695010064,0.309962766607798,15,3.0973034236865,17.326881426177,1.54794718157758,3.24476583704524,-27.1349159888712,"line",74.8221734596735,86.3396751198104,18,2.59999999999999,18,1.18321162554417,1.03205753389536,1.19060547275582,1.08563036159095
"376","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.52333898397617,0.702597071947377,16,2.63873337815313,18.9234930195628,2.00145216238506,2.30570180868496,-26.3482954028453,"line",56.1721617054403,42.2383135058036,18,2.59999999999999,18,1.37127380065673,1.74432439600436,1.40309324819318,1.7152623657218
"377","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.798048551224094,3.44415176400928,17,2.95742243184888,16.1351003189161,1.87420886045125,0.670150492818364,-28.7797033340222,"line",53.8969071465592,61.4329210610856,18,2.59999999999999,18,1.25778663132063,1.37003510328138,1.40875086826939,1.18559298616365
"378","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.505182390987081,0.509460834537743,18,3.2530948507009,17.512633868562,1.65426055883737,2.56892529904526,-25.258030841693,"line",51.7578163977339,52.5999335315994,18,2.59999999999999,18,1.4130285743792,1.54500690312025,1.41541495713084,1.40426900975582
"379","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.34443898180788,6.37964689472903,19,1.85491730340183,18.0678301391567,0.744349225643178,5.23458179497703,-29.6088970219555,"line",52.550384428123,46.2298296434379,18,2.59999999999999,18,1.58653073679741,1.55100035693742,1.51311680687716,1.55164600799902
"380","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.71315847312779,8.0177167028987,20,2.58938178192837,17.0280638831927,1.66428680009597,1.13151987279275,-29.1816467715519,"line",57.5614903275748,63.8014316436104,18,2.59999999999999,18,1.47879690183482,1.15333180104749,1.39047137786377,1.23774774248703
"381","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.814306515651325,0.524690921125166,1,1.58324444056286,18.8452686191837,2.14655024005607,1.02863951534916,-25.7845287979102,"line",42.8584325300301,91.8137261597638,19,1.3,19,1.79423518136766,1.19838312350745,1.68824144720941,1.16749121974088
"382","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.28113866087232,0.545712152226127,2,1.05829761485535,19.3697498460274,2.31102169227198,1.99162009380326,-27.3187824827757,"line",118.224722645238,71.7940728677871,19,1.3,19,1.00203932493591,1.2686271397935,1.04991825824219,1.35922473626113
"383","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.851245885673718,2.64956755919737,3,1.78138534144771,19.0260177935484,2.61653553436609,3.69864088904317,-26.3577322695822,"line",59.6718512342375,48.9673234997078,19,1.3,19,1.32591821922289,1.42028700435092,1.42108648061252,1.60481244108729
"384","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.893210635032451,2.00798603954677,4,0.957981432613245,18.0158456050266,2.65004289201934,0.276071630326523,-28.0103503020385,"line",79.2244853648166,57.3478342880766,19,1.3,19,1.26860580773268,1.35768071013322,1.28574062755216,1.41217849603409
"385","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.962110745022083,0.506549717759697,5,1.36218999349762,18.9719581094488,1.13284546024116,4.9784137471669,-26.1542554291149,"line",40.7798808083964,66.7174355575823,19,1.3,19,1.68985098370364,1.32520201501286,1.75114561006956,1.37351879128762
"386","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.08035305916456,4.06583959910874,6,0.624407648615549,18.1577296331426,1.41988214196914,2.19670829393084,-29.5655046974046,"line",77.8674227963408,96.8904021512496,19,1.3,19,1.33846173539228,1.14406481127665,1.31873002688443,1.08544516220399
"387","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.947243206821373,0.631243956890831,7,1.6467307177164,19.1210860217913,3.19696531574114,0.246339986096806,-28.0318748060386,"line",56.2945584848059,91.6105180117539,19,1.3,19,1.43294008794532,1.14281521536049,1.47162039155493,1.20289840014794
"388","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.39455683693363,8.4840432169393,8,0.742209645440933,19.3591680900547,0.78931691852201,1.82864875180804,-29.3926985117896,"line",50.8009754671032,75.5540145407025,19,1.3,19,1.77721298564287,1.35557131652595,1.62165316390055,1.32479246174094
"389","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.932215699191429,0.558639236048535,9,1.50472582487143,19.0140091886202,2.96613969725016,2.16252492009082,-24.9675835614709,"line",66.7000668671951,75.5067528144413,19,1.3,19,1.41073574305224,1.30194496947649,1.36331830815008,1.29693106395438
"390","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.0784551411239764,0.118371233072739,10,2.74175185512996,17.9794885144356,2.52657814609547,0.31532141038887,-29.462561612024,"line",39.1893896919308,50.3797111642869,19,1.3,19,1.68763270493154,1.53531963294721,1.66389456429154,1.4984392676693
"391","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.14870263859141,0.36511289304376,11,0.826039750805545,18.8814441605231,2.28023173172876,6.30632873472375,-27.2548830169948,"line",78.7810856280439,52.7801203761234,19,1.3,19,1.3254939508912,1.4667489330745,1.29762757591901,1.53227592671889
"392","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.19687675008224,0.85791555923076,12,2.11296219712212,19.6506572738018,0.931375463713092,4.66590304843521,-28.6067820255928,"line",83.9423583611339,54.2750249623493,19,1.3,19,1.11848310619032,1.53239700500328,1.18492719522494,1.58484712938459
"393","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.481009608535326,0.129792307687156,13,1.73398993185831,18.1377287981695,2.3217296816711,0.613667290887559,-25.9901888650203,"line",51.306790664474,78.129887721711,19,1.3,19,1.3511027032325,1.14170927913062,1.53436751319806,1.21183102120996
"394","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.803664452142905,0.419414831904846,14,1.43169896354679,18.6957756868176,4.2249897851775,1.10605115496312,-26.5555728361506,"line",56.2331189709361,95.8098642755774,19,1.3,19,1.50001747610894,1.07464534313386,1.4874042057998,1.132129207515
"395","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.11354431903638,2.31388665037739,15,0.796613886937909,18.745373953946,1.52802578642129,2.28729708253851,-25.4985283958323,"line",61.9157924264845,55.3553325622157,19,1.3,19,1.34246170595466,1.37624202216106,1.46442207108208,1.48571325208239
"396","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.509785905723271,1.12990326072475,16,2.78991887121428,18.705989115131,1.37608382173619,2.84352423166609,-29.053401773902,"line",78.9090225879294,24.140166781065,19,1.3,19,1.17685073881674,2.53379289154239,1.17883643334905,2.2181171889941
"397","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.847202005336113,2.58927106157628,17,1.66338274335436,18.9572975085132,1.0867575929065,4.27600983524824,-27.0376034259651,"line",58.177848886907,35.4435289637681,19,1.3,19,1.50664854746082,2.01249207311708,1.45038106462696,1.87082270478446
"398","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",2.02483390856049,0.446113802091009,18,-0.245401744783205,19.8463986822123,3.43191221438583,0.961936525114532,-30.0016660855941,"line",57.5841852004117,60.5950220406132,19,1.3,19,1.63342289873879,1.40754385973485,1.58952553283942,1.52336614619126
"399","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.373910980783282,0.837025701300684,19,2.42593497017362,18.5115570905987,2.12842161452852,0.41837006297023,-27.427669649398,"line",60.8790621954754,65.1149030409815,19,1.3,19,1.35180203806617,1.2573766218127,1.36317923032069,1.36226858363876
"400","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.800125881291599,0.290195136660422,20,1.2791877098502,18.4981241223695,8.3492559283304,2.07566766747885,-29.5476099121249,"line",40.9955894953631,88.9069390805868,19,1.3,19,1.87579474964435,1.1181532738819,1.74839744998079,1.15807553952663
"401","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.713352805279025,0.413972071342575,1,0.256160499203105,19.6107455994257,2.32836021543505,0.932002483763817,-26.932912985709,"line",37.1276153172535,104.614628578401,20,-7.105427357601e-15,20,2.05357432798793,1.17945601129416,1.92712745725535,1.147345982669
"402","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.640317290282287,2.80201226491117,2,0.939763092464482,19.8621050456326,1.67676661179473,3.07479995206172,-26.9604684051476,"line",54.9252806352947,37.638922079484,20,-7.105427357601e-15,20,1.55774052145015,1.69827081539068,1.54252953012152,1.92035040361401
"403","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.09940453133026,0.623175976959016,3,0.172253859870285,20.2902827397328,1.68585952426554,1.60689777892327,-27.0347399724984,"line",119.846529076703,61.3909480860583,20,-7.105427357601e-15,20,1.07353992833685,1.35792924539719,1.08723172270861,1.55105956700643
"404","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.31724814539102,0.264098970556154,4,-0.916316432456764,19.7508274401749,1.21941236256541,1.41372715619625,-25.0701367183906,"line",54.2106522806609,43.8093556807071,20,-7.105427357601e-15,20,1.67527891087515,1.6912262453367,1.68927071278617,1.77389943454048
"405","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.36559212455149,0.275766072997809,5,-0.97872737920386,19.8106418621382,2.22963681394158,0.672604914375856,-26.0795967759791,"line",47.1234443106164,57.974754296048,20,-7.105427357601e-15,20,1.70174640182269,1.4634426471291,1.81214236060662,1.55599834410699
"406","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.36798357430652,2.04287653491029,6,-1.20930524087252,19.1301988226629,1.19608041747209,1.24915921489613,-27.6328841308407,"line",37.12114585149,61.5411268185482,20,-7.105427357601e-15,20,2.1857969451665,1.45114555252286,2.0588015653179,1.44668515585194
"407","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.604898416831267,8.57987975690754,7,0.618224881959822,19.6758434434345,2.55848062197633,0.639780949670615,-30.0574128505302,"line",67.6094400701286,42.6395903415527,20,-7.105427357601e-15,20,1.4295243382627,2.08347653407901,1.41266974430904,1.79498124140365
"408","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.48578810295501,0.752477059525181,8,0.264493786981454,20.9443897344225,1.40074838065055,2.41310469765648,-27.5048693202123,"line",86.7126823803365,40.8178346996767,20,-7.105427357601e-15,20,1.3431311212548,2.01307704087462,1.27136400923631,1.96467685005481
"409","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-1.06544622316726,2.45798465710551,9,-0.17341024644033,19.9928608946239,5.71700933320864,5.05872717853739,-28.7400679816941,"line",46.8543345278554,45.6771282367591,20,-7.105427357601e-15,20,1.80866031834898,1.87987197292343,1.75237218148318,1.75993467120095
"410","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.02519851356559,0.578252053680992,10,0.140705276291079,20.1431617830791,3.13938092834086,0.972620579522113,-25.000030750211,"line",54.1053242201603,46.096645417082,20,-7.105427357601e-15,20,1.41309249727582,1.66540648250347,1.61082197933794,1.77253574537617
"411","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.98597787816453,0.370876808332925,11,-1.74891592433186,20.5452154010824,1.35469492003894,2.79223984457446,-27.4918216807835,"line",59.3682589645152,58.6060530853327,20,-7.105427357601e-15,20,1.7826979775501,1.61861171396309,1.6732330856856,1.60880421772985
"412","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.591377125183499,3.92294766684881,12,2.37927982868385,19.10097743482,0.456571722733834,2.86477812331783,-31.3313434134893,"line",53.4197816285602,74.1852191940226,20,-7.105427357601e-15,20,1.37607764053736,1.26393155981155,1.46784656226057,1.31478577740626
"413","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.5656350187511,2.78671133578154,13,0.958078072101767,19.7554522329212,1.7539435366324,2.24453737230698,-26.9366374018306,"line",45.732615863735,37.8759115461139,20,-7.105427357601e-15,20,1.84895791552243,2.07732869451445,1.68581631257813,1.9032199084789
"414","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.874824278873555,0.17168616118745,14,-0.250211464032262,19.329620214207,1.98318624610004,0.743798595206096,-27.4469394907173,"line",57.5368907944761,21.0704582932548,20,-7.105427357601e-15,20,1.572751380538,2.65410078635506,1.59165183273504,2.47021130481319
"415","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.413053197410705,3.25210169855482,15,1.59292019325614,19.5389390798559,1.15753687273792,0.513460592780136,-29.0213233712561,"line",65.3912656748927,39.7627692701077,20,-7.105427357601e-15,20,1.44314453508072,1.68423864401071,1.37370201169992,1.84472298757008
"416","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",0.910310136423853,4.47974689044321,16,0.0795537743471009,19.8808942372219,2.38100712799031,1.5543717140818,-26.4010072471841,"line",65.4956585708778,47.9071007068677,20,-7.105427357601e-15,20,1.48976507561654,1.78777544398313,1.47097705778617,1.71069570395047
"417","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.120023445776209,2.5992314266781,17,1.17008363392965,19.1372010119918,0.474487582047696,1.24015657840275,-27.9960386156507,"line",57.4418265855453,43.1824122283834,20,-7.105427357601e-15,20,1.41972288307922,1.52495995503917,1.50123941682772,1.72198408279019
"418","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.26911460661284,0.789065735661729,18,0.540984613047097,20.6971781335474,3.43588705017175,2.13104611307633,-27.1961309864425,"line",84.9554529122719,69.3454579273262,20,-7.105427357601e-15,20,1.34225348352124,1.45974799617547,1.26617275434397,1.49424126212088
"419","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",-0.578987928014521,2.48684139921608,19,0.531919984758357,19.5668977243287,3.27520378854534,3.37256393119204,-27.0912641793746,"line",61.9526137078312,55.3620228568004,20,-7.105427357601e-15,20,1.44193269220848,1.52059196609349,1.48022404930185,1.56207392770706
"420","Any[]","Node(""move"", ""root"", 1, Any[], Node[], -1, 1)",1.20657248665709,0.876511566495341,20,0.872406578385458,20.6743498049853,0.323287530206222,0.918537293164027,-28.4678193557088,"line",99.1250848140568,50.667250267137,20,-7.105427357601e-15,20,1.18039282832171,1.62057604260695,1.16721715395765,1.74473344708138
"421","","",NA,NA,1,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"422","","",NA,NA,2,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"423","","",NA,NA,3,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"424","","",NA,NA,4,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"425","","",NA,NA,5,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"426","","",NA,NA,6,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"427","","",NA,NA,7,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"428","","",NA,NA,8,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"429","","",NA,NA,9,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"430","","",NA,NA,10,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"431","","",NA,NA,11,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"432","","",NA,NA,12,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"433","","",NA,NA,13,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"434","","",NA,NA,14,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"435","","",NA,NA,15,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"436","","",NA,NA,16,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"437","","",NA,NA,17,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
"438","","",NA,NA,18,NA,NA,NA,NA,NA,"stairs",NA,NA,0,0,0,NA,NA,NA,NA
