"","func","init_angle","init_speed","particle","pred_x","pred_y","scale_x","scale_y","score","seq_id","shape_x","shape_y","tpt","true_x","true_y","sampled_sd_x","sampled_sd_y","sd_x","sd_y"
"21","move_s(int(1))",-2.41910244031945,1.21441943098389,20,0,20,88.033442635794,130.189144468521,1,"line",23.942492639123,77.0977469751343,20,0,20,0.0282324084344597,0.0156786662443869,0,0
"22","",NA,NA,20,0,0,NA,NA,1,"stairs",NA,NA,0,0,0,NA,NA,0,0
"23","change_angle(round(int(11)))",3.93891419486675,4.82950312447368,20,-0.483688648008949,1.94063012750686,24.5848416420468,52.801269443813,1,"stairs",65.5320832878936,64.8193214718728,1,-0.483688648008949,1.94063012750686,0.0621385705815318,0.175167117540474,0,0
"24","subprogram(map_list_to_op_func(lambda_op(continue(map_list_to_op_func(lambda_op(apply_expr_to_op_func(lambda_op(move_ts(bv_1(), bv_1())), bv_1())), range()))), range()))",-0.434036477056582,2.95390434063487,20,-2.4616967350034,2.23640708364876,31.1932414657336,77.4201414892809,1,"stairs",79.3063270486835,87.1313845264876,2,-2.4616967350034,2.23640708364876,0.174284391034389,0.129940116717815,0,0
"25","map_list_to_op_func(lambda_op(move_t(bv_1())), range())",-3.03191324457858,0.989776443693123,20,-2.94538538301234,4.17703721115561,38.4969098258497,38.3833973794909,1,"stairs",63.2264054865397,52.6538909040766,3,-2.94538538301234,4.17703721115561,0.0745146620337518,0.370639998877141,0,0
"26","concat(move_t(arithmetic_type(plus(int(8), round(real(1.842626252621446))))), move_t(int(6)))",0.780069945164172,0.974736180877913,20,-4.92339347000679,4.47281416729751,23.6028059762425,11.6105408526888,1,"stairs",50.2076656777095,61.7722127903691,4,-4.92339347000679,4.47281416729751,0.090760873737364,0.0866338127009288,0,0
"27","concat(move_y(round(round(real(1.9926068174473317)))), move_s(int(1)))",-2.11003001359587,0.249564551079995,20,-5.40708211801574,6.41344429480437,96.7779547251642,80.9346887987386,1,"stairs",37.0507683715043,79.3263146491067,5,-5.40708211801574,6.41344429480437,0.038227253120069,0.0236086485820182,0,0
"28","concat(apply_expr_to_op_func(lambda_op(move_xy(real(-0.27196891544832646), bv_1())), round(int(1))), move_x(real(-1.0619730786608983)))",0.250533952448903,0.434561890569202,20,-7.38509020501019,6.70922125094627,25.7169107355859,115.098299117582,1,"stairs",59.506451199175,81.28498212183,6,-7.38509020501019,6.70922125094627,0.432780499744555,0.38412385890153,0,0
"29","concat(move_ts(real(-2.8649938616704103), round(real(1.2773265359888675))), apply_expr_to_op_func(lambda_op(repeat(apply_expr_to_op_func(lambda_op(move_s(bv_2())), bv_1()), round(apply_expr_to_expr_func(lambda_expr(bv_1()), bv_1())))), int(1)))",1.89097258010289,2.80825676051718,20,-7.86877885301914,8.64985137845313,43.9010053534403,135.959496237352,1,"stairs",34.3131894243626,67.4585910066901,7,-7.86877885301914,8.64985137845313,0.047689784348977,0.0212173959358288,0,0
"30","concat(move_t(real(1.1565343385785287)), move_t(real(1.8994048607688652)))",-0.441143745912727,0.985264260852726,20,-9.84678694001358,8.94562833459503,119.939761598729,78.8945020310526,1,"stairs",81.6562694149402,43.0533509141979,8,-9.84678694001358,8.94562833459503,0.021041302205245,0.0315914605552894,0,0
"31","concat(move_t(real(-2.8518960958613473)), move())",-2.07740175442178,0.989255732597784,20,-10.3304755880225,10.8862584621019,40.8282977936953,87.0907638408476,1,"stairs",153.049532264025,48.6120223956975,9,-10.3304755880225,10.8862584621019,0.026205548903763,0.0301127437017066,0,0
"32","continue(concat(move_ts(real(1.1352400347825273), round(real(1.3423919213745905))), move()))",-2.09249985709503,1.03124043337876,20,-12.308483675017,11.1820354182438,104.933471179367,152.193388645357,1,"stairs",87.9329395278508,66.6867720986603,10,-12.308483675017,11.1820354182438,0.0243698673858746,0.0209231032409824,0,0
"33","concat(move_xy(real(-0.23400896514774383), round(int(1))), move_s(round(arithmetic_type(times(real(0.8505296959042122), real(-0.03518446942425525))))))",3.90927138613108,1.26671878878935,20,-12.7921723230259,13.1226655457506,94.9595202919326,103.653587101185,1,"stairs",80.985446307349,89.7641591589167,11,-12.7921723230259,13.1226655457506,1.41554456282752,1.14688310171829,0,0
"34","concat(move_xy(real(-0.23856350643207042), int(1)), move_s(round(arithmetic_type(plus(real(-5.96936569290462), round(int(5)))))))",3.90147880810163,0.211869403480716,20,-14.7701804100204,13.4184425018925,72.4800658562223,62.0128127097438,1,"stairs",37.7436920735412,92.738147856788,12,-14.7701804100204,13.4184425018925,2.06701947355641,1.22025288000459,0,0
"35","concat(move_xy(real(-0.24033269774913465), real(0.9544619970671202)), move_s(round(real(-0.7676878527939598))))",3.90871797542427,0.317718707695904,20,-15.2538690580293,15.3590726293994,97.1970932213292,104.579265374445,1,"stairs",45.3350628364407,119.038626950221,13,-15.2538690580293,15.3590726293994,2.23123543662225,1.47839134136078,0,0
"36","concat(move_s(int(1)), move_ts(real(-2.079410390243483), int(1)))",-2.8439845636369,2.6582704754025,20,-17.2318771450238,15.6548495855413,69.4626262910438,49.9983665225041,1,"stairs",45.5285555916656,54.9289545581436,14,-17.2318771450238,15.6548495855413,0.033313270329376,0.042402678323986,0,0
"37","concat(move_s(arithmetic_type(mod(round(real(1.8295561237939486)), int(15)))), move_ts(arithmetic_type(divide(apply_expr_to_expr_func(lambda_expr(bv_1()), int(4)), real(2.098512714271458))), round(round(round(round(real(1.1441555852448726)))))))",-2.84795925258675,1.45420026304098,20,-17.7155657930327,17.5954797130482,139.811008557301,176.751437664514,1,"stairs",77.4903588002898,55.5769999264823,15,-17.7155657930327,17.5954797130482,0.0186907598472758,0.018631146186325,0,0
"38","concat(move_y(real(0.966030800765679)), move_ts(real(-2.0905700892773766), int(1)))",-1.19225235187908,0.824037278762834,20,-19.6935738800272,17.8912566691901,141.597001726916,110.813098443726,1,"stairs",52.7454620992681,115.314381329622,16,-19.6935738800272,17.8912566691901,0.0214497680077588,0.0178878979180504,0,0
"39","concat(move(), move_ts(real(1.9122748054606507), int(1)))",-2.8450495850883,0.980977386045471,20,-20.1772625280361,19.8318867966969,102.70346145292,111.138467271576,1,"stairs",28.2464206960032,96.6644416394781,17,-20.1772625280361,19.8318867966969,0.032108612551127,0.0204821139535766,0,0
"40","concat(move_s(arithmetic_type(mod(int(3), round(int(2))))), move_ts(real(5.908268342047133), int(1)))",-2.84765256277769,0.433353806553526,20,-22.1552706150306,20.1276637528388,123.826645853505,108.549023896563,1,"stairs",58.3350651739619,93.8523849982578,18,-22.1552706150306,20.1276637528388,0.0227184924996744,0.0208951890288262,0,0
"41","concat(move(), move_t(real(-2.0970058947424217)))",1.15841200413911,1.00371135402156,20,-22.6389592630395,22.0682938803457,90.3238726439067,133.653948864558,1,"stairs",78.3653278545829,54.4900779882406,19,-22.6389592630395,22.0682938803457,0.0231555721576652,0.0198495803171284,0,0
"42","continue(concat(move_t(real(1.1549706605325052)), move_t(real(-2.091649724249488))))",2.60357526214512,1.00194278014026,20,-24.616967350034,22.3640708364876,129.28189979826,162.849265577751,1,"stairs",44.5775594135265,95.7439615205836,20,-24.616967350034,22.3640708364876,0.0215591318212734,0.0155367905063122,0,0
"43","",NA,NA,20,0,0,NA,NA,1,"stairs_2",NA,NA,0,0,0,NA,NA,0,0
"44","change_angle(round(int(3)))",-1.22104208303535,0.192553718288933,20,0.998106520400169,-0.0615091370014878,26.0633945588515,63.82816604431,1,"stairs_2",101.741111106536,41.1276053569667,1,0.998106520400169,-0.0615091370014878,0.0749993448657042,0.0264137167596799,0,0
"45","move_ts(int(8), arithmetic_type(mod(round(int(5)), round(round(round(real(-1.4318850713817435)))))))",-3.69137420210952,3.63122464189784,20,1.99621304080034,-0.123018274002976,50.8408321483558,58.8075121791141,1,"stairs_2",115.853292409097,94.7494849558514,2,1.99621304080034,-0.123018274002976,0.0303668181966475,0.0187642269244505,0,0
"46","move_t(int(8))",2.32293698954736,0.746534935273113,20,2.11923131480331,1.87319476679736,85.796959261545,61.2618228508845,1,"stairs_2",75.0617900274611,57.3278160219079,3,2.11923131480331,1.87319476679736,0.0765392503900092,0.200997745108547,0,0
"47","concat(move(), map_list_to_op_func(lambda_op(concat(move_t(arithmetic_type(mod(round(real(3.2780809427199933)), round(bv_1())))), change_y(round(arithmetic_type(times(round(real(1.6301172693268042)), bv_1())))))), range()))",-0.0322721182983754,0.70522035954733,20,3.11733783520348,1.81168562979587,31.5320253258051,51.2873556405764,1,"stairs_2",49.5338952336282,67.8973544915319,4,3.11733783520348,1.81168562979587,0.0342900449663304,0.234613049947884,0,0
"48","concat(move(), map_list_to_op_func(lambda_op(concat(move_t(arithmetic_type(mod(int(3), round(bv_1())))), change_y(round(arithmetic_type(divide(real(1.3774419363613302), bv_1())))))), range()))",-0.0882960820633747,0.809326115008045,20,4.11544435560365,1.75017649279439,54.0394374569411,25.8896800987583,1,"stairs_2",43.3871801837305,85.5673926481262,5,4.11544435560365,1.75017649279439,0.121715373712141,0.0826489256652394,0,0
"49","concat(move(), map_list_to_op_func(lambda_op(concat(repeat(move(), round(bv_1())), move_ts(bv_1(), real(1.4866910257317205)))), range()))",3.98179492219529,0.753638198990662,20,4.23846262960663,3.74638953359472,37.6432804823609,119.081042639132,1,"stairs_2",63.7261164468282,53.3416588319637,6,4.23846262960663,3.74638953359472,0.170810702687647,0.189816826356904,0,0
"50","concat(move(), map_list_to_op_func(lambda_op(concat(repeat(move(), round(bv_1())), apply_expr_to_op_func(lambda_op(apply_expr_to_op_func(lambda_op(move_ts(round(int(15)), bv_2())), int(5))), real(-1.7009117691524787)))), range()))",0.0114401803011546,0.756870402263378,20,5.2365691500068,3.68488039659324,49.7535859355889,42.6692392966066,1,"stairs_2",86.508485169933,69.2262458253976,7,5.2365691500068,3.68488039659324,0.0241300186863427,0.038654421168243,0,0
"51","concat(move(), map_list_to_op_func(lambda_op(concat(repeat(move(), round(bv_1())), apply_expr_to_op_func(lambda_op(move_ts(real(-1.0233659873074592), real(-1.570985623657492))), int(11)))), range()))",3.9786287092659,0.7640609400107,20,6.23467567040696,3.62337125959175,91.1682051453128,41.736598797746,1,"stairs_2",66.0665994705002,58.6370583688427,8,6.23467567040696,3.62337125959175,0.0169922169130503,0.0275782526371501,0,0
"52","concat(repeat(move(), round(apply_expr_to_expr_func(lambda_expr(real(1.111367712919561)), int(11)))), map_list_to_op_func(lambda_op(concat(repeat(move(), round(bv_1())), apply_expr_to_op_func(lambda_op(move_ts(bv_2(), real(-1.5797249056095408))), real(-1.048569541985699)))), range()))",-0.0446254128126003,0.768524369105266,20,6.35769394440994,5.61958430039209,103.441719292568,70.8037851217504,1,"stairs_2",71.4952505494851,80.3935252679332,9,6.35769394440994,5.61958430039209,0.071805544501211,0.147231406282835,0,0
"53","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(repeat(apply_expr_to_op_func(lambda_op(move()), bv_1()), round(bv_1())), apply_expr_to_op_func(lambda_op(move_ts(bv_2(), real(-1.5166548776431503))), real(-5.020393055525843))), round(round(bv_1())))), range()))",3.9764870035214,0.773882181202538,20,7.35580046481011,5.5580751633906,45.9140004576029,81.5013398587607,1,"stairs_2",40.6938448003474,51.9835331394525,10,7.35580046481011,5.5580751633906,0.0298785270646314,0.019634560338926,0,0
"54","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(repeat(move(), round(round(bv_1()))), apply_expr_to_op_func(lambda_op(move_ts(real(2.949770825507652), bv_2())), real(-1.5540794365948198))), round(bv_1()))), range()))",-0.0383169213998857,0.801196603554228,20,8.35390698521028,5.49656602638911,80.6141523148274,94.2835141484068,1,"stairs_2",44.3986918942676,83.3338724207352,11,8.35390698521028,5.49656602638911,0.0246031765285809,0.0144046817644038,0,0
"55","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(repeat(move(), round(bv_1())), apply_expr_to_op_func(lambda_op(move_ts(real(-1.0435815609106773), apply_expr_to_expr_func(lambda_expr(bv_3()), real(-1.5256670048498389)))), round(round(int(2))))), round(bv_1()))), range()))",-0.0586761219701795,0.771884846039689,20,8.47692525921325,7.49277906718945,45.6035422745483,110.610087631928,1,"stairs_2",63.0935463145158,60.73447713268,12,8.47692525921325,7.49277906718945,0.0773979481161062,0.176126320542306,0,0
"56","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(move(), apply_expr_to_op_func(lambda_op(move_ts(bv_2(), real(-1.5299983472699836))), real(6.970977531137263))), round(arithmetic_type(divide(round(round(round(int(1)))), round(bv_1())))))), range()))",-0.0403398272507803,0.765253185868284,20,9.47503177961342,7.43126993018796,54.0347448735125,134.885578297225,1,"stairs_2",73.2490356318717,40.0466272864765,13,9.47503177961342,7.43126993018796,0.0203411817941657,0.0163714198175397,0,0
"57","concat(move(), map_list_to_op_func(lambda_op(repeat(repeat(concat(repeat(move(), round(bv_1())), apply_expr_to_op_func(lambda_op(move_ts(bv_2(), real(-1.5550356119454047))), real(-1.03342318224519))), round(bv_1())), round(bv_1()))), range()))",-0.0241380978689657,0.770426460098579,20,10.4731383000136,7.36976079318648,189.593073902192,107.443029187689,1,"stairs_2",124.355423158998,25.4967117478047,14,10.4731383000136,7.36976079318648,0.00859190072559702,0.0233049889769269,0,0
"58","continue(concat(move(), map_list_to_op_func(lambda_op(repeat(concat(apply_expr_to_op_func(lambda_op(move()), bv_1()), apply_expr_to_op_func(lambda_op(move_ts(real(-1.034769421938518), real(-1.5345480082261715))), real(3.04447030483637))), round(round(arithmetic_type(divide(real(1.779807769363591), round(bv_1()))))))), range())))",3.9635615100864,0.769530040699944,20,10.5961565740166,9.36597383398681,114.252726449023,142.251193251213,1,"stairs_2",67.9537191853428,38.6399011168747,15,10.5961565740166,9.36597383398681,0.0126501590403532,0.0188229953304975,0,0
"59","repeat(concat(move(), map_list_to_op_func(lambda_op(repeat(concat(move(), apply_expr_to_op_func(lambda_op(move_ts(arithmetic_type(times(real(1.741397256211414), int(4))), bv_2())), real(-1.5400317870911533))), round(arithmetic_type(divide(apply_expr_to_expr_func(lambda_expr(bv_2()), int(1)), round(bv_1())))))), range())), int(7))",3.95925839631239,0.741688640133058,20,11.5942630944167,9.30446469698532,88.8640523077622,123.672468981724,1,"stairs_2",60.7241308593161,59.3030854014617,16,11.5942630944167,9.30446469698532,0.0181013396836458,0.0145149001757452,0,0
"60","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(move(), apply_expr_to_op_func(lambda_op(move_ts(real(-1.0403566237582038), real(-1.53852977699024))), int(3))), round(round(arithmetic_type(divide(int(1), bv_1())))))), range()))",3.96630739424654,0.767581324314056,20,12.5923696148169,9.24295555998384,87.1930518256226,182.327567803124,1,"stairs_2",73.5357498893008,52.4114728096817,17,12.5923696148169,9.24295555998384,0.0159642946182329,0.0125614020038104,0,0
"61","continue(concat(move(), map_list_to_op_func(lambda_op(repeat(concat(apply_expr_to_op_func(lambda_op(move()), bv_1()), apply_expr_to_op_func(lambda_op(move_ts(real(2.963749017898394), real(-1.5602337928191872))), bv_1())), round(arithmetic_type(divide(real(1.5100558340490835), bv_1()))))), range())))",3.96313682395267,0.769151477703627,20,12.7153878888199,11.2391686007842,140.85136808197,65.7139940529165,1,"stairs_2",25.3405517584449,56.3716736141732,18,12.7153878888199,11.2391686007842,0.0203070070914785,0.0227283575300978,0,0
"62","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(move(), apply_expr_to_op_func(lambda_op(move_ts(real(2.9645250399797463), real(-1.5422678683112396))), bv_1())), round(arithmetic_type(divide(int(1), bv_1()))))), range()))",-0.0389790489187898,0.77820032484364,20,13.71349440922,11.1776594637827,133.167173893108,172.013168054995,1,"stairs_2",59.1388407871977,85.2564498093952,19,13.71349440922,11.1776594637827,0.016049952885042,0.0101597126236338,0,0
"63","concat(move(), map_list_to_op_func(lambda_op(repeat(concat(move(), apply_expr_to_op_func(lambda_op(move_ts(real(-1.0380868788714745), real(-1.5397692103092906))), round(round(int(7))))), round(round(arithmetic_type(divide(bv_1(), int(19))))))), range()))",-0.0404949380449297,0.763162717611753,20,14.7116009296202,11.1161503267812,191.247543422976,113.00486795484,1,"stairs_2",57.1806733514938,78.7109155464863,20,14.7116009296202,11.1161503267812,0.190176072380268,0.455387209514381,0,0
"64","",NA,NA,20,0,0,NA,NA,1,"square_spiral",NA,NA,0,0,0,NA,NA,0,0
"65","move_ts(int(17), real(-0.4116866999205382))",1.51769644158206,2.15937957285997,20,6.12323399573677e-17,1,84.2031558180105,81.8452028971862,1,"square_spiral",53.4506326400772,50.1147311107892,1,6.12323399573677e-17,1,0.014601756411678,0.14710105834811,0,0
"66","map_list_to_op_func(lambda_op(move_t(bv_1())), range())",-2.98765843156035,1.03460870867757,20,-1,1,36.1147059712614,27.4800444300217,1,"square_spiral",101.748818508669,99.6228440086431,2,-1,1,0.0162774000851118,0.0204056861451961,0,0
"67","map_list_to_op_func(lambda_op(move_t(round(bv_1()))), range())",1.57086219116673,1.12625184789881,20,-2,1,15.5546170414496,31.3327209983598,1,"square_spiral",33.0637522881505,52.1398229252672,3,-2,1,0.128607135984831,0.111821347945877,0,0
"68","map_list_to_op_func(lambda_op(repeat(move_t(bv_1()), round(bv_1()))), range())",3.91600716419188,1.10571154519184,20,-2,4.44089209850063e-16,63.093680682607,34.0465461896592,1,"square_spiral",76.5399223755263,81.7010801990942,4,-2,4.44089209850063e-16,0.0208497533605874,0.0200972837184514,0,0
"69","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), arithmetic_type(divide(bv_1(), bv_1()))), round(bv_1()))), range())",2.11411517492361,1.61983080185823,20,-2,-1,61.8490070530315,68.4315423057517,1,"square_spiral",42.0454050035271,65.2561099974196,5,-2,-1,0.0183624785883961,0.0148994033460686,0,0
"70","map_list_to_op_func(lambda_op(repeat(move_t(round(bv_1())), round(bv_1()))), range())",-2.60871570776528,0.977212603939576,20,-1,-1,88.0816103244289,73.8576338828259,1,"square_spiral",45.368631615522,58.1140869592775,6,-1,-1,0.101215554440851,0.0950192118160699,0,0
"71","map_list_to_op_func(lambda_op(repeat(move_t(round(bv_1())), round(apply_expr_to_expr_func(lambda_expr(arithmetic_type(divide(bv_1(), bv_2()))), real(-1.8683012123249487))))), range())",-2.27661772247661,1.03299252501811,20,0,-1,88.9818183498161,51.5091957598756,1,"square_spiral",97.8533936237656,52.9060974802073,7,0,-1,0.0111133573042139,0.0194528564726615,0,0
"72","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), int(1)), round(apply_expr_to_expr_func(lambda_expr(arithmetic_type(minus(arithmetic_type(mod(int(10), round(bv_2()))), round(bv_1())))), bv_1())))), range())",1.19523260675297,1.85986678998238,20,1,-1,86.4408339401581,55.0174735528864,1,"square_spiral",34.3190892556427,58.1159851465638,8,1,-1,0.111242438061247,0.0908126280245324,0,0
"73","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), arithmetic_type(divide(bv_1(), bv_1()))), round(round(round(arithmetic_type(divide(round(bv_1()), real(-1.8883774695112896)))))))), range())",1.07159933518314,0.135182290185141,20,1,-2.22044604925031e-16,76.1420933293196,53.9246258804279,1,"square_spiral",46.564066232325,65.3586410062625,9,1,-2.22044604925031e-16,0.0160861401479587,0.0172069467361766,0,0
"74","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), int(1)), round(arithmetic_type(times(real(-0.5734140218199063), bv_1()))))), range())",1.56640994942658,5.84285426724345,20,1,1,50.2073510647806,144.278258648136,1,"square_spiral",77.3668267099247,44.4771081122375,10,1,1,0.0158215200710989,0.0105527892104767,0,0
"75","map_list_to_op_func(lambda_op(repeat(move_ts(round(bv_1()), round(arithmetic_type(divide(bv_1(), bv_1())))), round(round(arithmetic_type(times(real(-0.5770866471356519), bv_1())))))), range())",-2.98412210222424,2.11403364371757,20,1,2,138.259919079219,96.6989060732782,1,"square_spiral",79.4040009309218,49.1401583501764,11,1,2,0.0090640361721776,0.0131525673819478,0,0
"76","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), int(1)), round(arithmetic_type(divide(bv_1(), real(-1.7194536277437633)))))), range())",-1.90498669802443,1.32573904755252,20,6.66133814775094e-16,2,71.4843879352427,83.6650711486503,1,"square_spiral",74.5735637142319,75.2701517953547,12,6.66133814775094e-16,2,0.0137151395731591,0.0126667668485477,0,0
"77","map_list_to_op_func(lambda_op(repeat(move_ts(round(bv_1()), arithmetic_type(divide(bv_1(), round(bv_1())))), round(arithmetic_type(divide(arithmetic_type(plus(bv_1(), bv_1())), real(-3.890741564774414)))))), range())",-1.89953605694927,0.103943695528602,20,-0.999999999999999,2,106.273506937298,69.7319546732088,1,"square_spiral",67.5887437695991,30.9684064413025,13,-0.999999999999999,2,0.0117916186984094,0.0200783859862487,0,0
"78","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), int(1)), round(arithmetic_type(times(real(-0.5364759675638808), bv_1()))))), range())",-1.91167277402278,0.751378278145516,20,-2,2,61.7989805669624,128.909015214421,1,"square_spiral",51.2450931969562,108.941165170063,14,-2,2,0.0168847114863362,0.0078803251074699,0,0
"79","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), round(arithmetic_type(divide(bv_1(), bv_1())))), round(arithmetic_type(divide(bv_1(), real(-1.776051999361334)))))), range())",-3.69555614265765,1.75916415208391,20,-3,2,139.551373708002,94.7865458962174,1,"square_spiral",26.6527796369889,76.6635557440608,15,-3,2,0.0135264899271515,0.0111636397534265,0,0
"80","map_list_to_op_func(lambda_op(repeat(move_ts(bv_1(), int(1)), round(arithmetic_type(divide(round(bv_1()), real(-1.9586618553211608)))))), range())",-3.64086541832684,0.374208320600631,20,-3,1,85.8881577479262,95.1544447786497,1,"square_spiral",59.8454253347776,32.1597978495486,16,-3,1,0.0122108608373425,0.0165891688129083,0,0
