fn_x,fn_y,noise_x,noise_y,particle,pred_x,pred_y,prev_x,prev_y,score,sd_x,sd_y,seq_id,tpt,true_x,true_y,var_x,var_y,weight
"SquaredExponential(0.494051211808262, 3, 1)","SquaredExponential(0.4110956548094292, 3, 1)",0.0007440201043279,0.0006690773746528,8,20.879263162602378,3.9800228986968285,0.7894736842105265,-0.7894736842105263,9.460868349491069,0.621035420062146,0.46329115354063277,line,4,20.8,4.0,0.0025287088329378,0.002378268065917,0.6065488968525525
"SquaredExponential(0.21833235536144457, 1, 1)","SquaredExponential(0.9930902437500614, 1, 1)",0.0045180648863977,0.0024028292880305,9,20.995379202972906,3.437001185188187,0.7894736842105265,-0.7894736842105263,7.718848444961885,1.4708598329004872,0.7698367046354637,line,4,20.8,4.0,0.0141843245949945,0.0065667429562769,-0.000738783156748
"SquaredExponential(0.3924323345046432, 1, 1)","SquaredExponential(0.9163385184510512, 1, 1)",0.0087878797767654,0.004687883020233,10,21.658160865682255,3.1757857312989044,0.7894736842105265,-0.7894736842105263,7.286050993396182,1.8520618165064322,1.0191709640270992,line,4,20.8,4.0,0.022489357125415,0.0115092460267692,0.7355247182728883
"SquaredExponential(0.3911644533761748, 1, 1)","SquaredExponential(0.30121318650141876, 1, 1)",0.0054918119283032,0.0084718413792455,11,21.401130835553786,3.4985352908709424,0.7894736842105265,-0.7894736842105263,7.381652265299374,1.5267289855545272,1.4380113101741,line,4,20.8,4.0,0.0152823445415093,0.0229127593151095,0.3566551950543359
"SquaredExponential(0.4514033462094091, 3, 1)","SquaredExponential(0.7157706334254582, 2, 1)",0.0010202387227621,0.0023750541960446,12,20.90821563012192,3.5812725900181546,0.7894736842105265,-0.7894736842105263,8.580810347416076,0.7206777981724677,0.7849870422718908,line,4,20.8,4.0,0.0034052450541967,0.006827752426978,0.1744811701250257
"SquaredExponential(0.9497659377655425, 3, 1)","SquaredExponential(0.31697119722599343, 1, 1)",3.848074355238552e-06,0.0010743685676458,13,20.782168570048015,3.981241527075176,0.7894736842105265,-0.7894736842105263,10.9413986868717,0.07791787479908203,0.5854546373897209,line,4,20.8,4.0,3.980524324742607e-05,0.0037978629633366,0.7478164184024338
"SquaredExponential(0.09070896742197145, 1, 1)","SquaredExponential(0.5258460678147063, 3, 1)",0.0059720705300058,0.0096114548664723,14,20.608767457989856,3.13604623492391,0.7894736842105265,-0.7894736842105263,7.047022207137376,1.840769476743991,1.4335742135998841,line,4,20.8,4.0,0.0222159502139838,0.0227715792343327,2.063514131192143
"SquaredExponential(0.9019880272031761, 1, 1)","SquaredExponential(0.9969334667478181, 1, 1)",0.000672617815738,0.0001814246192177,15,21.00956950041487,3.9677247306231394,0.7894736842105265,-0.7894736842105263,9.058161194958243,0.5722721967733961,0.23877741173657802,line,4,20.8,4.0,0.002147194461144,0.0006317413003392,0.5823544366441427
"SquaredExponential(0.11808920842921415, 2, 1)","SquaredExponential(0.8346483571754629, 1, 1)",0.0050477697255439,0.0065815545140107,16,20.716689429225,3.062928485223473,0.7894736842105265,-0.7894736842105263,7.328738676382182,1.6500643790272491,1.1766378045930221,line,4,20.8,4.0,0.0178512183771875,0.0153404600908308,0.3516693276003146
"SquaredExponential(0.9469038800948217, 2, 1)","SquaredExponential(0.2037709761308802, 1, 1)",0.0048477565419932,0.0018106576068047,17,21.91481940956664,4.023671309591908,0.7894736842105265,-0.7894736842105263,8.021388869006817,1.3382286476414191,0.7718671443411328,line,4,20.8,4.0,0.0117415850996946,0.0066014281275715,0.3116716961486589
