"func.type","tpt","emd","model","population"
"triangle_1",12,0.0266994985850009,"gpsl","adult"
"plus",12,0.419683098150577,"gpsl","adult"
"zigzag_1",12,0.167585477640165,"gpsl","adult"
"f_curly_2",12,0.723743185043582,"gpsl","adult"
"zigzag_widening",12,0.798818995962581,"gpsl","adult"
"square_2",12,0.0326571089010557,"gpsl","adult"
"radial_1",12,0.0192496111667156,"gpsl","adult"
"zigzag_2",12,0.282210467750521,"gpsl","adult"
"line",12,0.497293060526302,"gpsl","adult"
"stairs",12,0.835190874165684,"gpsl","adult"
"increasing_lines",12,2.03483881370756,"gpsl","adult"
"sine",12,1.09287390264206,"gpsl","adult"
"spiral_outward",12,0.889111361235704,"gpsl","adult"
"zigzag_3",12,1.36231418714925,"gpsl","adult"
"hexagon",13,0.028308503231131,"gpsl","adult"
"3_pts",13,0.0466494928948793,"gpsl","adult"
"stairs_2",13,0.334799471233698,"gpsl","adult"
"alternating_diff_2",13,0.394549814609182,"gpsl","adult"
"hourglass_1",13,0.0377605260916425,"gpsl","adult"
"square_spiral",13,1.14344743543176,"gpsl","adult"
"alternating_diff_1",13,0.122398227900255,"gpsl","adult"
"triangle_1",13,0.0262858452068007,"gpsl","adult"
"plus",13,0.892813547351203,"gpsl","adult"
"zigzag_1",13,0.213458014525011,"gpsl","adult"
"f_curly_2",13,0.453723464926843,"gpsl","adult"
"zigzag_widening",13,0.853592901387654,"gpsl","adult"
"square_2",13,0.157472055981177,"gpsl","adult"
"radial_1",13,0.0846906062118896,"gpsl","adult"
"zigzag_2",13,0.4165911591636,"gpsl","adult"
"line",13,0.440375539382433,"gpsl","adult"
"stairs",13,0.701172908491886,"gpsl","adult"
"increasing_lines",13,1.00604285148171,"gpsl","adult"
"sine",13,0.801370427173401,"gpsl","adult"
"spiral_outward",13,0.739363425487887,"gpsl","adult"
"zigzag_3",13,1.34819700334888,"gpsl","adult"
"hexagon",14,0.0164890485103346,"gpsl","adult"
"3_pts",14,0.0432181791429321,"gpsl","adult"
"stairs_2",14,0.324363799953979,"gpsl","adult"
"alternating_diff_2",14,0.419405954542058,"gpsl","adult"
"hourglass_1",14,0.0845836018306117,"gpsl","adult"
"square_spiral",14,0.249380491743697,"gpsl","adult"
"alternating_diff_1",14,0.128947064750201,"gpsl","adult"
"triangle_1",14,0.0284038025603984,"gpsl","adult"
"plus",14,0.302330600081425,"gpsl","adult"
"zigzag_1",14,0.19952532421794,"gpsl","adult"
"f_curly_2",14,0.360413439999198,"gpsl","adult"
"zigzag_widening",14,0.94253934058561,"gpsl","adult"
"square_2",14,0.0320282822694656,"gpsl","adult"
"radial_1",14,0.020230587264014,"gpsl","adult"
"zigzag_2",14,0.183562681809372,"gpsl","adult"
"line",14,0.397458059240882,"gpsl","adult"
"stairs",14,0.663184834003312,"gpsl","adult"
"increasing_lines",14,3.35690021025677,"gpsl","adult"
"sine",14,0.858378476573387,"gpsl","adult"
"spiral_outward",14,0.788910865614526,"gpsl","adult"
"zigzag_3",14,0.245949557923781,"gpsl","adult"
"hourglass_1",3,1.37249048874438,"gpsl","child"
"triangle_1",3,0.826289824396309,"gpsl","child"
"alternating_diff_1",3,0.754591248155098,"gpsl","child"
"zigzag_3",3,1.57241000134419,"gpsl","child"
"3_pts",3,0.925755409783947,"gpsl","child"
"zigzag_widening",3,6.00731601361835,"gpsl","child"
"zigzag_1",3,1.40078287251703,"gpsl","child"
"zigzag_2",3,0.696687760432249,"gpsl","child"
"stairs",3,2.24034846110123,"gpsl","child"
"increasing_lines",3,1.21183763459306,"gpsl","child"
"square_2",3,0.639117589382384,"gpsl","child"
"f_curly_2",3,1.12459247186379,"gpsl","child"
"radial_1",3,0.957649804477462,"gpsl","child"
"stairs_2",3,1.51832452664872,"gpsl","child"
"plus",3,0.900207879988492,"gpsl","child"
"sine",3,1.94297956964155,"gpsl","child"
"hexagon",3,0.752171974047847,"gpsl","child"
"spiral_outward",3,1.24948888463275,"gpsl","child"
"square_spiral",3,0.523098690736493,"gpsl","child"
"alternating_diff_2",3,1.22921231803472,"gpsl","child"
"line",3,1.21389988655232,"gpsl","child"
"hourglass_1",4,1.33206551940184,"gpsl","child"
"triangle_1",4,1.12482960532942,"gpsl","child"
"alternating_diff_1",4,1.67265775740289,"gpsl","child"
"zigzag_3",4,1.1458405260005,"gpsl","child"
"3_pts",4,1.17878615462021,"gpsl","child"
"zigzag_widening",4,4.83593765205978,"gpsl","child"
"zigzag_1",4,0.807001044545641,"gpsl","child"
"zigzag_2",4,0.49430258171182,"gpsl","child"
"stairs",4,1.57325712561671,"gpsl","child"
"increasing_lines",4,2.264130483815,"gpsl","child"
"square_2",4,0.511960794491867,"gpsl","child"
"f_curly_2",4,2.06323928118078,"gpsl","child"
"radial_1",4,0.872716714478085,"gpsl","child"
"stairs_2",4,1.48914906603952,"gpsl","child"
"plus",4,1.19541319435858,"gpsl","child"
"sine",4,2.10027840910633,"gpsl","child"
"hexagon",4,1.20882832603028,"gpsl","child"
"spiral_outward",4,1.33180338959725,"gpsl","child"
"square_spiral",4,0.652471060806865,"gpsl","child"
"alternating_diff_2",4,3.03797274430725,"gpsl","child"
"line",4,0.736799227700685,"gpsl","child"
"hourglass_1",5,1.10909020681732,"gpsl","child"
"triangle_1",5,0.646144282524533,"gpsl","child"
"alternating_diff_1",5,2.57989775626103,"gpsl","child"
"zigzag_3",5,0.949347724946944,"gpsl","child"
"3_pts",5,0.611438514696055,"gpsl","child"
"zigzag_widening",5,5.74226288475562,"gpsl","child"
"zigzag_1",5,1.31713849284807,"gpsl","child"
"zigzag_2",5,0.704126668955336,"gpsl","child"
"stairs",5,2.07383603452897,"gpsl","child"
"increasing_lines",5,1.89735677595581,"gpsl","child"
"square_2",5,0.537787407673799,"gpsl","child"
"f_curly_2",5,0.829444979164199,"gpsl","child"
"radial_1",5,0.683297932064516,"gpsl","child"
"stairs_2",5,2.0522210228826,"gpsl","child"
"plus",5,1.67341812367602,"gpsl","child"
"sine",5,1.52995722817251,"gpsl","child"
"hexagon",5,0.642863105581276,"gpsl","child"
"spiral_outward",5,0.635542887203895,"gpsl","child"
"square_spiral",5,0.834111823901181,"gpsl","child"
"alternating_diff_2",5,1.59951249125995,"gpsl","child"
"line",5,0.69291865788923,"gpsl","child"
"hourglass_1",6,1.44046311071568,"gpsl","child"
"triangle_1",6,0.440457331274663,"gpsl","child"
"alternating_diff_1",6,0.838474348340107,"gpsl","child"
"zigzag_3",6,1.7828191139579,"gpsl","child"
"3_pts",6,1.51626214723719,"gpsl","child"
"zigzag_widening",6,3.29377589064669,"gpsl","child"
"zigzag_1",6,0.630837960087853,"gpsl","child"
"zigzag_2",6,1.49985630213859,"gpsl","child"
"stairs",6,2.06667381666643,"gpsl","child"
"increasing_lines",6,2.43416068239661,"gpsl","child"
"square_2",6,0.436643225551097,"gpsl","child"
"f_curly_2",6,0.703529530254174,"gpsl","child"
"radial_1",6,0.807792310862973,"gpsl","child"
"stairs_2",6,2.34364892865063,"gpsl","child"
"plus",6,1.26204050494388,"gpsl","child"
"sine",6,4.28524242384748,"gpsl","child"
"hexagon",6,0.436328207193343,"gpsl","child"
"spiral_outward",6,0.81163970730582,"gpsl","child"
"square_spiral",6,0.951967647319731,"gpsl","child"
"alternating_diff_2",6,2.35297325478879,"gpsl","child"
"line",6,2.30944902604297,"gpsl","child"
"hourglass_1",7,0.570864940075776,"gpsl","child"
"triangle_1",7,0.383280599999161,"gpsl","child"
"alternating_diff_1",7,1.24723076947607,"gpsl","child"
"zigzag_3",7,3.2064530475545,"gpsl","child"
"3_pts",7,0.974210558386452,"gpsl","child"
"zigzag_widening",7,3.24479219113611,"gpsl","child"
"zigzag_1",7,0.848857028566003,"gpsl","child"
"zigzag_2",7,2.15926379881568,"gpsl","child"
"stairs",7,1.81566135751182,"gpsl","child"
"increasing_lines",7,1.93624596160474,"gpsl","child"
"square_2",7,0.972666925731776,"gpsl","child"
"f_curly_2",7,1.95673248528294,"gpsl","child"
"radial_1",7,0.798497447964261,"gpsl","child"
"stairs_2",7,2.84023358683864,"gpsl","child"
"plus",7,1.07732580578716,"gpsl","child"
"sine",7,1.47634778395634,"gpsl","child"
"hexagon",7,0.826209115681475,"gpsl","child"
"spiral_outward",7,1.027487130961,"gpsl","child"
"square_spiral",7,0.900377246862197,"gpsl","child"
"alternating_diff_2",7,2.3391322503626,"gpsl","child"
"line",7,0.88058652087487,"gpsl","child"
"hourglass_1",8,0.891721821739642,"gpsl","child"
"triangle_1",8,0.281453925223545,"gpsl","child"
"alternating_diff_1",8,0.469109357938741,"gpsl","child"
"zigzag_3",8,1.03865111774694,"gpsl","child"
"3_pts",8,0.566436310544558,"gpsl","child"
"zigzag_widening",8,1.78847501107365,"gpsl","child"
"zigzag_1",8,0.411223797124375,"gpsl","child"
"zigzag_2",8,0.484079663384876,"gpsl","child"
"stairs",8,2.45325810158832,"gpsl","child"
"increasing_lines",8,2.50401542744999,"gpsl","child"
"square_2",8,1.56451178699502,"gpsl","child"
"f_curly_2",8,1.34836334182623,"gpsl","child"
"radial_1",8,0.733962354197075,"gpsl","child"
"stairs_2",8,2.14868057942861,"gpsl","child"
"plus",8,0.585799413319789,"gpsl","child"
"sine",8,2.27496144315612,"gpsl","child"
"hexagon",8,0.700377605432076,"gpsl","child"
"spiral_outward",8,0.952129301544206,"gpsl","child"
"square_spiral",8,1.28916393946904,"gpsl","child"
"alternating_diff_2",8,1.46804648817223,"gpsl","child"
"line",8,0.871921881969642,"gpsl","child"
"hourglass_1",9,0.367666982830807,"gpsl","child"
"triangle_1",9,0.363616740529663,"gpsl","child"
"alternating_diff_1",9,0.614698583222028,"gpsl","child"
"zigzag_3",9,0.474615947204905,"gpsl","child"
"3_pts",9,1.22145466967982,"gpsl","child"
"zigzag_widening",9,4.58847327181755,"gpsl","child"
"zigzag_1",9,1.07421843157981,"gpsl","child"
"zigzag_2",9,0.605882377693975,"gpsl","child"
"stairs",9,1.2491571429587,"gpsl","child"
"increasing_lines",9,3.44273654920116,"gpsl","child"
"square_2",9,1.61865795694961,"gpsl","child"
"f_curly_2",9,1.29174145407148,"gpsl","child"
"radial_1",9,0.709973165942253,"gpsl","child"
"stairs_2",9,1.99681473866625,"gpsl","child"
"plus",9,3.84595459714714,"gpsl","child"
"sine",9,2.55515081861692,"gpsl","child"
"hexagon",9,0.48389699522175,"gpsl","child"
"spiral_outward",9,1.53737219997623,"gpsl","child"
"square_spiral",9,0.548392672203875,"gpsl","child"
"alternating_diff_2",9,1.44916791641531,"gpsl","child"
"line",9,1.5239582192004,"gpsl","child"
"hourglass_1",10,0.774482199123008,"gpsl","child"
"triangle_1",10,0.376018585184209,"gpsl","child"
"alternating_diff_1",10,1.09746759491836,"gpsl","child"
"zigzag_3",10,1.21831263575263,"gpsl","child"
"3_pts",10,0.700512282304843,"gpsl","child"
"zigzag_widening",10,2.67037480008032,"gpsl","child"
"zigzag_1",10,1.13500060996079,"gpsl","child"
"zigzag_2",10,1.2429888093149,"gpsl","child"
"stairs",10,1.97763011868409,"gpsl","child"
"increasing_lines",10,3.02300218542618,"gpsl","child"
"square_2",10,0.793893791792466,"gpsl","child"
"f_curly_2",10,1.03256254831364,"gpsl","child"
"radial_1",10,0.731191700442949,"gpsl","child"
"stairs_2",10,1.59568832696095,"gpsl","child"
"plus",10,1.93527123430263,"gpsl","child"
"sine",10,2.31334229568461,"gpsl","child"
"hexagon",10,0.454429254073981,"gpsl","child"
"spiral_outward",10,1.31224950256881,"gpsl","child"
"square_spiral",10,0.790798946293327,"gpsl","child"
"alternating_diff_2",10,0.99254803499964,"gpsl","child"
"line",10,1.12586610828571,"gpsl","child"
"hourglass_1",11,0.699662641559997,"gpsl","child"
"triangle_1",11,0.279306246152177,"gpsl","child"
"alternating_diff_1",11,0.661553594962242,"gpsl","child"
"zigzag_3",11,0.590113881277883,"gpsl","child"
"3_pts",11,0.670652689268049,"gpsl","child"
"zigzag_widening",11,4.40034440188259,"gpsl","child"
"zigzag_1",11,1.10267528436733,"gpsl","child"
"zigzag_2",11,0.609417155926374,"gpsl","child"
"stairs",11,1.25550792443103,"gpsl","child"
"increasing_lines",11,4.62944129884226,"gpsl","child"
"square_2",11,1.2949861864698,"gpsl","child"
"f_curly_2",11,1.17744210438397,"gpsl","child"
"radial_1",11,0.656800878384743,"gpsl","child"
"stairs_2",11,1.20368427529815,"gpsl","child"
"plus",11,1.48426652743938,"gpsl","child"
"sine",11,1.79920396053563,"gpsl","child"
"hexagon",11,0.390941971072733,"gpsl","child"
"spiral_outward",11,1.8355320145211,"gpsl","child"
"square_spiral",11,0.914068533608601,"gpsl","child"
"alternating_diff_2",11,1.35914423356136,"gpsl","child"
"line",11,0.76153287668912,"gpsl","child"
"hourglass_1",12,0.694321269984781,"gpsl","child"
"triangle_1",12,0.36467349914555,"gpsl","child"
"alternating_diff_1",12,0.377862413923974,"gpsl","child"
"zigzag_3",12,1.2016224593563,"gpsl","child"
"3_pts",12,0.793328448707851,"gpsl","child"
"zigzag_widening",12,5.55509546458481,"gpsl","child"
"zigzag_1",12,0.756324623172394,"gpsl","child"
"zigzag_2",12,1.14257114222325,"gpsl","child"
"stairs",12,1.4358009956069,"gpsl","child"
"increasing_lines",12,2.9342493912136,"gpsl","child"
"square_2",12,0.488985530561213,"gpsl","child"
"f_curly_2",12,1.87541928895219,"gpsl","child"
"radial_1",12,0.38639958638163,"gpsl","child"
"stairs_2",12,1.78893841253803,"gpsl","child"
"plus",12,2.32972828002354,"gpsl","child"
"sine",12,2.5604627472592,"gpsl","child"
"hexagon",12,0.29574542034695,"gpsl","child"
"spiral_outward",12,1.83937544526857,"gpsl","child"
"square_spiral",12,0.438331433048613,"gpsl","child"
"alternating_diff_2",12,1.45386799306483,"gpsl","child"
"line",12,1.49999648714561,"gpsl","child"
"hourglass_1",13,0.607937192080424,"gpsl","child"
"triangle_1",13,0.376930134395747,"gpsl","child"
"alternating_diff_1",13,0.738064046737653,"gpsl","child"
"zigzag_3",13,1.24139475255044,"gpsl","child"
"3_pts",13,0.369549139826846,"gpsl","child"
"zigzag_widening",13,3.56633789171091,"gpsl","child"
"zigzag_1",13,0.901330245456749,"gpsl","child"
"zigzag_2",13,1.37351797127471,"gpsl","child"
"stairs",13,1.58556749901743,"gpsl","child"
"increasing_lines",13,1.65254137134953,"gpsl","child"
"square_2",13,0.791171567950473,"gpsl","child"
"f_curly_2",13,1.25318657844835,"gpsl","child"
"radial_1",13,0.787946527625782,"gpsl","child"
"stairs_2",13,1.40027630374475,"gpsl","child"
"plus",13,1.61516437502194,"gpsl","child"
"sine",13,1.83892829750963,"gpsl","child"
"hexagon",13,0.256335069440425,"gpsl","child"
"spiral_outward",13,1.5609706399336,"gpsl","child"
"square_spiral",13,1.1132816514974,"gpsl","child"
"alternating_diff_2",13,1.34943051245141,"gpsl","child"
"line",13,1.04616174242383,"gpsl","child"
"hourglass_1",14,0.726014407215039,"gpsl","child"
"triangle_1",14,0.253474601329734,"gpsl","child"
"alternating_diff_1",14,0.419800641719236,"gpsl","child"
"zigzag_3",14,0.539252081908654,"gpsl","child"
"3_pts",14,0.386432580246425,"gpsl","child"
"zigzag_widening",14,2.20898947068596,"gpsl","child"
"zigzag_1",14,0.682042355959379,"gpsl","child"
"zigzag_2",14,0.477603908103184,"gpsl","child"
"stairs",14,0.95614321689172,"gpsl","child"
"increasing_lines",14,3.60660593738099,"gpsl","child"
"square_2",14,0.658109192003249,"gpsl","child"
"f_curly_2",14,0.881945316691036,"gpsl","child"
"radial_1",14,0.344412802320803,"gpsl","child"
"stairs_2",14,1.35004792029011,"gpsl","child"
"plus",14,0.884018020185283,"gpsl","child"
"sine",14,1.32285027250373,"gpsl","child"
"hexagon",14,0.295098820012679,"gpsl","child"
"spiral_outward",14,1.98347245284179,"gpsl","child"
"square_spiral",14,0.449218374629575,"gpsl","child"
"alternating_diff_2",14,1.20939946299808,"gpsl","child"
"line",14,0.75807297127431,"gpsl","child"
"line",3,2.39183807344995,"gpsl","monkey"
"increasing_lines",3,1.47465868767825,"gpsl","monkey"
"3_pts",3,1.58524092531498,"gpsl","monkey"
"radial_1",3,1.15441923050669,"gpsl","monkey"
"zigzag_widening",3,9.12712365290709,"gpsl","monkey"
"f_curly_2",3,0.843498929778132,"gpsl","monkey"
"square_spiral",3,1.26411106374681,"gpsl","monkey"
"spiral_outward",3,1.90667177303231,"gpsl","monkey"
"hourglass_1",3,1.43919515993294,"gpsl","monkey"
"alternating_diff_1",3,1.63411029931312,"gpsl","monkey"
"zigzag_3",3,1.2560113735954,"gpsl","monkey"
"square_2",3,1.31179842608614,"gpsl","monkey"
"sine",3,2.6781786309859,"gpsl","monkey"
"zigzag_1",3,2.11611256256176,"gpsl","monkey"
"alternating_diff_2",3,1.90605801026475,"gpsl","monkey"
"stairs_2",3,1.53008792962742,"gpsl","monkey"
"hexagon",3,1.27995302285246,"gpsl","monkey"
"stairs",3,2.7005909585812,"gpsl","monkey"
"zigzag_2",3,1.26749332786451,"gpsl","monkey"
"triangle_1",3,0.906691857220627,"gpsl","monkey"
"plus",3,1.15315723867027,"gpsl","monkey"
"line",4,1.28392246564352,"gpsl","monkey"
"increasing_lines",4,2.38809365196603,"gpsl","monkey"
"3_pts",4,1.60856077432709,"gpsl","monkey"
"radial_1",4,0.813229260197842,"gpsl","monkey"
"zigzag_widening",4,8.15137427912088,"gpsl","monkey"
"f_curly_2",4,2.63964171561631,"gpsl","monkey"
"square_spiral",4,1.28007288242165,"gpsl","monkey"
"spiral_outward",4,1.64980665399858,"gpsl","monkey"
"hourglass_1",4,1.64815969695062,"gpsl","monkey"
"alternating_diff_1",4,2.00786386073972,"gpsl","monkey"
"zigzag_3",4,1.16663370056647,"gpsl","monkey"
"square_2",4,1.4769127061949,"gpsl","monkey"
"sine",4,1.91782039279624,"gpsl","monkey"
"zigzag_1",4,0.94549146914289,"gpsl","monkey"
"alternating_diff_2",4,2.78706318619205,"gpsl","monkey"
"stairs_2",4,1.51140826085438,"gpsl","monkey"
"hexagon",4,1.05071801017193,"gpsl","monkey"
"stairs",4,2.39277749245048,"gpsl","monkey"
"zigzag_2",4,1.00559337141241,"gpsl","monkey"
"triangle_1",4,1.43521257184789,"gpsl","monkey"
"plus",4,1.65030279563579,"gpsl","monkey"
"line",5,1.53427909484164,"gpsl","monkey"
"increasing_lines",5,2.22022642702075,"gpsl","monkey"
"3_pts",5,1.08606098826739,"gpsl","monkey"
"radial_1",5,1.0499664048937,"gpsl","monkey"
"zigzag_widening",5,8.29588163429486,"gpsl","monkey"
"f_curly_2",5,1.37280518575533,"gpsl","monkey"
"square_spiral",5,1.11767052430322,"gpsl","monkey"
"spiral_outward",5,1.45472006582524,"gpsl","monkey"
"hourglass_1",5,1.41453704036279,"gpsl","monkey"
"alternating_diff_1",5,2.57037408925139,"gpsl","monkey"
"zigzag_3",5,0.901847690377672,"gpsl","monkey"
"square_2",5,1.51690367909422,"gpsl","monkey"
"sine",5,1.91592721345521,"gpsl","monkey"
"zigzag_1",5,1.65406324351854,"gpsl","monkey"
"alternating_diff_2",5,2.01807484955025,"gpsl","monkey"
"stairs_2",5,1.24496923985822,"gpsl","monkey"
"hexagon",5,1.40909864097113,"gpsl","monkey"
"stairs",5,3.1717665903049,"gpsl","monkey"
"zigzag_2",5,0.822868089541522,"gpsl","monkey"
"triangle_1",5,1.57175779430953,"gpsl","monkey"
"plus",5,1.45219110755597,"gpsl","monkey"
"line",6,1.26137356301884,"gpsl","monkey"
"increasing_lines",6,2.43180691048886,"gpsl","monkey"
"3_pts",6,2.13239004788052,"gpsl","monkey"
"radial_1",6,0.812640365294346,"gpsl","monkey"
"zigzag_widening",6,7.96733970706005,"gpsl","monkey"
"f_curly_2",6,1.59429818979136,"gpsl","monkey"
"square_spiral",6,1.46596447429002,"gpsl","monkey"
"spiral_outward",6,1.65881237520726,"gpsl","monkey"
"hourglass_1",6,2.06119109005266,"gpsl","monkey"
"alternating_diff_1",6,0.888528948927178,"gpsl","monkey"
"zigzag_3",6,2.58134217492784,"gpsl","monkey"
"square_2",6,1.4276235068997,"gpsl","monkey"
"sine",6,5.88045978460906,"gpsl","monkey"
"zigzag_1",6,0.830178433940853,"gpsl","monkey"
"alternating_diff_2",6,2.74705804080845,"gpsl","monkey"
"stairs_2",6,1.28586194313647,"gpsl","monkey"
"hexagon",6,1.32399415880812,"gpsl","monkey"
"stairs",6,2.60978894141079,"gpsl","monkey"
"zigzag_2",6,1.12367036258178,"gpsl","monkey"
"triangle_1",6,1.18527401348625,"gpsl","monkey"
"plus",6,1.51668018087587,"gpsl","monkey"
"line",7,2.83935726090753,"gpsl","monkey"
"increasing_lines",7,1.57269226918936,"gpsl","monkey"
"3_pts",7,1.72168781605626,"gpsl","monkey"
"radial_1",7,0.895164707642098,"gpsl","monkey"
"zigzag_widening",7,9.12114312449187,"gpsl","monkey"
"f_curly_2",7,1.58115572262938,"gpsl","monkey"
"square_spiral",7,1.76250990159841,"gpsl","monkey"
"spiral_outward",7,1.23137281525972,"gpsl","monkey"
"hourglass_1",7,1.85053069181444,"gpsl","monkey"
"alternating_diff_1",7,1.688655394942,"gpsl","monkey"
"zigzag_3",7,2.53478048302622,"gpsl","monkey"
"square_2",7,2.74072365861852,"gpsl","monkey"
"sine",7,2.16169796540235,"gpsl","monkey"
"zigzag_1",7,1.5838137507401,"gpsl","monkey"
"alternating_diff_2",7,2.45699097431542,"gpsl","monkey"
"stairs_2",7,1.49137905387532,"gpsl","monkey"
"hexagon",7,1.36505201529899,"gpsl","monkey"
"stairs",7,2.9372411709792,"gpsl","monkey"
"zigzag_2",7,1.86033370172713,"gpsl","monkey"
"triangle_1",7,1.24366546146021,"gpsl","monkey"
"plus",7,1.60129944998984,"gpsl","monkey"
"line",8,1.69100092330976,"gpsl","monkey"
"increasing_lines",8,2.24809252313352,"gpsl","monkey"
"3_pts",8,1.34430501237652,"gpsl","monkey"
"radial_1",8,0.911094425863625,"gpsl","monkey"
"zigzag_widening",8,8.26823665091199,"gpsl","monkey"
"f_curly_2",8,1.55816463737734,"gpsl","monkey"
"square_spiral",8,1.78407834300032,"gpsl","monkey"
"spiral_outward",8,1.44896121396133,"gpsl","monkey"
"hourglass_1",8,2.00513613897467,"gpsl","monkey"
"alternating_diff_1",8,1.15815736276459,"gpsl","monkey"
"zigzag_3",8,1.14533469001778,"gpsl","monkey"
"square_2",8,1.74104409289604,"gpsl","monkey"
"sine",8,1.93142485432251,"gpsl","monkey"
"zigzag_1",8,0.897229598481259,"gpsl","monkey"
"alternating_diff_2",8,3.82970156592017,"gpsl","monkey"
"stairs_2",8,1.50965508326652,"gpsl","monkey"
"hexagon",8,1.47665020636667,"gpsl","monkey"
"stairs",8,2.35370017562415,"gpsl","monkey"
"zigzag_2",8,0.910181504185278,"gpsl","monkey"
"triangle_1",8,1.54113463101657,"gpsl","monkey"
"plus",8,1.72578680374961,"gpsl","monkey"
"line",9,1.54921977680716,"gpsl","monkey"
"increasing_lines",9,3.28881679444381,"gpsl","monkey"
"3_pts",9,2.28851509634803,"gpsl","monkey"
"radial_1",9,1.61002834594568,"gpsl","monkey"
"zigzag_widening",9,10.0717993157135,"gpsl","monkey"
"f_curly_2",9,1.66816450938605,"gpsl","monkey"
"square_spiral",9,1.50473028263685,"gpsl","monkey"
"spiral_outward",9,1.61706935846945,"gpsl","monkey"
"hourglass_1",9,1.62489869999194,"gpsl","monkey"
"alternating_diff_1",9,1.57590926077652,"gpsl","monkey"
"zigzag_3",9,0.880409524108294,"gpsl","monkey"
"square_2",9,2.19189956786306,"gpsl","monkey"
"sine",9,3.08596106566462,"gpsl","monkey"
"zigzag_1",9,1.53930290050814,"gpsl","monkey"
"alternating_diff_2",9,1.8968372039617,"gpsl","monkey"
"stairs_2",9,2.78657307978226,"gpsl","monkey"
"hexagon",9,1.71521987083185,"gpsl","monkey"
"stairs",9,3.17078170148391,"gpsl","monkey"
"zigzag_2",9,0.786924880251004,"gpsl","monkey"
"triangle_1",9,1.28140305566434,"gpsl","monkey"
"plus",9,3.54416924596088,"gpsl","monkey"
"line",10,2.31666125536022,"gpsl","monkey"
"increasing_lines",10,2.36973043003612,"gpsl","monkey"
"3_pts",10,1.37274768491803,"gpsl","monkey"
"radial_1",10,0.967518389965221,"gpsl","monkey"
"zigzag_widening",10,10.1224774292139,"gpsl","monkey"
"f_curly_2",10,1.66623042722964,"gpsl","monkey"
"square_spiral",10,1.63758014508693,"gpsl","monkey"
"spiral_outward",10,1.78990300763026,"gpsl","monkey"
"hourglass_1",10,2.18177418628039,"gpsl","monkey"
"alternating_diff_1",10,0.864742201922657,"gpsl","monkey"
"zigzag_3",10,1.44106075841853,"gpsl","monkey"
"square_2",10,1.83446119655948,"gpsl","monkey"
"sine",10,3.21173844403754,"gpsl","monkey"
"zigzag_1",10,1.09401363059459,"gpsl","monkey"
"alternating_diff_2",10,1.75821519971562,"gpsl","monkey"
"stairs_2",10,1.75613022873879,"gpsl","monkey"
"hexagon",10,1.96376330022117,"gpsl","monkey"
"stairs",10,2.82834441467652,"gpsl","monkey"
"zigzag_2",10,1.38209417654735,"gpsl","monkey"
"triangle_1",10,1.27093832326098,"gpsl","monkey"
"plus",10,2.26564430507164,"gpsl","monkey"
"line",11,1.56627325706435,"gpsl","monkey"
"increasing_lines",11,4.73906328434361,"gpsl","monkey"
"3_pts",11,1.12308555739509,"gpsl","monkey"
"radial_1",11,1.59246589851816,"gpsl","monkey"
"zigzag_widening",11,10.8862318971563,"gpsl","monkey"
"f_curly_2",11,1.95429648226596,"gpsl","monkey"
"square_spiral",11,1.72334098832956,"gpsl","monkey"
"spiral_outward",11,1.91919650004248,"gpsl","monkey"
"hourglass_1",11,1.93134293982021,"gpsl","monkey"
"alternating_diff_1",11,1.47776260567914,"gpsl","monkey"
"zigzag_3",11,1.41562663529638,"gpsl","monkey"
"square_2",11,1.48768269685494,"gpsl","monkey"
"sine",11,1.37410123748849,"gpsl","monkey"
"zigzag_1",11,1.23528941022856,"gpsl","monkey"
"alternating_diff_2",11,2.28314809700605,"gpsl","monkey"
"stairs_2",11,1.04528368132745,"gpsl","monkey"
"hexagon",11,1.88723656314764,"gpsl","monkey"
"stairs",11,2.36528463564036,"gpsl","monkey"
"zigzag_2",11,1.03388225294577,"gpsl","monkey"
"triangle_1",11,1.40388161214533,"gpsl","monkey"
"plus",11,2.46910453873878,"gpsl","monkey"
"line",12,1.53364025182349,"gpsl","monkey"
"increasing_lines",12,2.19984148966349,"gpsl","monkey"
"3_pts",12,2.43687243844322,"gpsl","monkey"
"radial_1",12,1.05325688142416,"gpsl","monkey"
"zigzag_widening",12,10.7887521475355,"gpsl","monkey"
"f_curly_2",12,2.02994006092547,"gpsl","monkey"
"square_spiral",12,1.86602579127765,"gpsl","monkey"
"spiral_outward",12,1.94107976825223,"gpsl","monkey"
"hourglass_1",12,1.98260011427673,"gpsl","monkey"
"alternating_diff_1",12,1.13836649137344,"gpsl","monkey"
"zigzag_3",12,1.94346983678892,"gpsl","monkey"
"square_2",12,1.74428936149445,"gpsl","monkey"
"sine",12,2.85808873487317,"gpsl","monkey"
"zigzag_1",12,1.0475127599631,"gpsl","monkey"
"alternating_diff_2",12,3.09326198488725,"gpsl","monkey"
"stairs_2",12,2.91792447978555,"gpsl","monkey"
"hexagon",12,1.5205396524765,"gpsl","monkey"
"stairs",12,2.34070614375607,"gpsl","monkey"
"zigzag_2",12,0.694940989413985,"gpsl","monkey"
"triangle_1",12,1.29696086759915,"gpsl","monkey"
"plus",12,2.29405283932506,"gpsl","monkey"
"line",13,1.90559095992219,"gpsl","monkey"
"increasing_lines",13,1.61105107873906,"gpsl","monkey"
"3_pts",13,1.34937948115359,"gpsl","monkey"
