"func.type","tpt","emd","js_div","hellinger","model","population"
"square_spiral",8,1.09002683395546,0.828923033963831,0.869325925535452,"gpnc","adult"
"alternating_diff_1",8,0.906479788268558,0.613573969067,0.713475872155287,"gpnc","adult"
"triangle_1",8,0.0222611691129182,6.23431703390782e-07,0.000657365944631458,"gpnc","adult"
"plus",8,2.14980730620748,0.979988094493889,0.983523119180692,"gpnc","adult"
"zigzag_1",8,0.197770253781641,0.0186989621301755,0.114191767104459,"gpnc","adult"
"f_curly_2",8,1.58299366188813,0.890510477187242,0.915388616268295,"gpnc","adult"
"zigzag_widening",8,0.89616739774317,0.452421530548531,0.616972964312091,"gpnc","adult"
"square_2",8,1.41686624352665,0.946857290184294,0.959820024356529,"gpnc","adult"
"radial_1",8,0.0404933175346359,0.000544114767611068,0.0194218033936967,"gpnc","adult"
"zigzag_2",8,0.47529141020285,0.240513116960702,0.423716160042233,"gpnc","adult"
"line",8,0.632798921226549,0.28543815878046,0.475272053070194,"gpnc","adult"
"stairs",8,0.919557203393724,0.440675032958454,0.606417959512683,"gpnc","adult"
"increasing_lines",8,1.80205970843683,0.8050188066536,0.862105370752843,"gpnc","adult"
"sine",8,0.887299632000466,0.30175844756975,0.497394387163462,"gpnc","adult"
"spiral_outward",8,0.568902222043599,0.223817349080082,0.408780634342207,"gpnc","adult"
"zigzag_3",8,0.633413525959131,0.270767665175053,0.462847727324991,"gpnc","adult"
"hexagon",9,0.0233572233392127,2.7790544996647e-06,0.00138791037650031,"gpnc","adult"
"3_pts",9,0.0913468585562427,0.00934211263334942,0.0842498708362832,"gpnc","adult"
"stairs_2",9,0.769835026548087,0.40305416071903,0.57334000753564,"gpnc","adult"
"alternating_diff_2",9,0.503505504815952,0.145064706160179,0.340456244908963,"gpnc","adult"
"hourglass_1",9,0.0332628315431025,9.3612243059954e-07,0.000805525170846721,"gpnc","adult"
"square_spiral",9,0.894260783782705,0.603513205119736,0.715343433462857,"gpnc","adult"
"alternating_diff_1",9,0.104897341927683,0.000171966762784638,0.0109181046175858,"gpnc","adult"
"triangle_1",9,0.0210829070961538,8.58479393056338e-07,0.00077139659599546,"gpnc","adult"
"plus",9,1.44232448362193,0.899102701721935,0.921263139868541,"gpnc","adult"
"zigzag_1",9,0.483664930211059,0.2264413161757,0.409774077188874,"gpnc","adult"
"f_curly_2",9,0.733981022144508,0.292935636579079,0.490321871770101,"gpnc","adult"
"zigzag_widening",9,0.948139039644355,0.479899441956134,0.628312242682983,"gpnc","adult"
"square_2",9,0.717419419302833,0.522336831698456,0.651853893820506,"gpnc","adult"
"radial_1",9,0.116308056685848,0.0018498948547845,0.0358177341192415,"gpnc","adult"
"zigzag_2",9,0.643855341827527,0.397617434614371,0.56060803256282,"gpnc","adult"
"line",9,0.664100747709114,0.286958950495787,0.484850272878924,"gpnc","adult"
"stairs",9,0.664029776399388,0.282177089582873,0.470122069651493,"gpnc","adult"
"increasing_lines",9,1.81969125650341,0.699766466276855,0.790655342864583,"gpnc","adult"
"sine",9,1.36853454942943,0.575840098671468,0.7057503940535,"gpnc","adult"
"spiral_outward",9,0.74131690598381,0.370757450422197,0.544731736563214,"gpnc","adult"
"zigzag_3",9,1.21374502701109,0.752252607466265,0.817173387852747,"gpnc","adult"
"hexagon",10,0.019493805890466,7.90134403442215e-07,0.000740053750740279,"gpnc","adult"
"3_pts",10,0.0476058408084133,8.99394283817421e-06,0.00249682616295736,"gpnc","adult"
"stairs_2",10,0.83035159256126,0.339513595688204,0.526711058634756,"gpnc","adult"
"alternating_diff_2",10,0.669537840574834,0.176329447210341,0.382418472333053,"gpnc","adult"
"hourglass_1",10,0.0893395890496583,0.00790732025330789,0.0766223448777476,"gpnc","adult"
"square_spiral",10,0.920836834035099,0.62517803103785,0.731290936438422,"gpnc","adult"
"alternating_diff_1",10,0.139030254865953,0.00092030519009034,0.0252629508936914,"gpnc","adult"
"triangle_1",10,0.0331689192896411,2.59633416556403e-06,0.00134150765881699,"gpnc","adult"
"plus",10,2.35142880964491,0.919790076710005,0.94113302785366,"gpnc","adult"
"zigzag_1",10,0.204379761274083,0.0120990626391229,0.0917320546210996,"gpnc","adult"
"f_curly_2",10,0.719628818006098,0.297390576965011,0.492131041692746,"gpnc","adult"
"zigzag_widening",10,1.08855035431,0.609433231968117,0.726317985410509,"gpnc","adult"
"square_2",10,1.31465055226696,0.904598125904812,0.925472477107497,"gpnc","adult"
"radial_1",10,0.0322115137366358,7.59650654186394e-05,0.0072564354883545,"gpnc","adult"
"zigzag_2",10,1.03648945984146,0.748258181612177,0.8151109366613,"gpnc","adult"
"line",10,0.527580040154074,0.198627921369789,0.385803945845844,"gpnc","adult"
"stairs",10,0.818945430748813,0.371366146790474,0.554219296590403,"gpnc","adult"
"increasing_lines",10,3.20814738107861,0.998719713121493,0.996892337516602,"gpnc","adult"
"sine",10,0.817369081516552,0.399114767563188,0.572955056040223,"gpnc","adult"
"spiral_outward",10,0.861357096268047,0.459089328433196,0.614718341281442,"gpnc","adult"
"zigzag_3",10,1.25654383856273,0.776818539982231,0.838031193585381,"gpnc","adult"
"hexagon",11,0.0246074189653804,1.90695093534529e-06,0.00114969490023066,"gpnc","adult"
"3_pts",11,0.0439323211296534,2.02283744320064e-05,0.0037445029450016,"gpnc","adult"
"stairs_2",11,1.11975353901067,0.688218627403813,0.773406331014086,"gpnc","adult"
"alternating_diff_2",11,0.675708381231006,0.135283290712176,0.344309969408828,"gpnc","adult"
"hourglass_1",11,0.0372760333247605,2.83882547047412e-06,0.00140275635092106,"gpnc","adult"
"square_spiral",11,0.858068309806988,0.499407037270579,0.639184477804752,"gpnc","adult"
"alternating_diff_1",11,0.129744671244589,0.00107306517050132,0.0272760911061079,"gpnc","adult"
"triangle_1",11,0.0674176750242815,0.0063388357108424,0.0677445048618245,"gpnc","adult"
"plus",11,2.36174265846405,0.98873772129078,0.990456464358668,"gpnc","adult"
"zigzag_1",11,0.165240577945049,0.0054207737253392,0.0613368698623164,"gpnc","adult"
"f_curly_2",11,0.829588508680382,0.292984098000413,0.500591441578939,"gpnc","adult"
"zigzag_widening",11,0.883192885150493,0.458004469489789,0.6151850249778,"gpnc","adult"
"square_2",11,0.653764889760121,0.477678008413067,0.621773502600907,"gpnc","adult"
"radial_1",11,0.0996538370927075,0.00015090149263974,0.0102274661742261,"gpnc","adult"
"zigzag_2",11,0.556199283091237,0.277207699795605,0.456890096012237,"gpnc","adult"
"line",11,0.523679022956979,0.180766169006951,0.37027739493947,"gpnc","adult"
"stairs",11,0.802201675212247,0.375920248613366,0.557295838453824,"gpnc","adult"
"increasing_lines",11,0.492105126131503,0.168703333120606,0.373596661008858,"gpnc","adult"
"sine",11,1.10256531961387,0.44993107657726,0.617466836770703,"gpnc","adult"
"spiral_outward",11,0.935275507283115,0.482824923215921,0.632531146836022,"gpnc","adult"
"zigzag_3",11,0.385248199948369,0.163323565918599,0.348220072647103,"gpnc","adult"
"hexagon",12,0.0257117246136033,7.43095385564614e-07,0.000717686955377596,"gpnc","adult"
"3_pts",12,0.0898086869642672,0.00785471021271446,0.0764189921104052,"gpnc","adult"
"stairs_2",12,0.750657157805024,0.318049485555358,0.502524034701715,"gpnc","adult"
"alternating_diff_2",12,0.336386863471159,0.0443085680590227,0.185320288188217,"gpnc","adult"
"hourglass_1",12,0.0402306592868689,7.33846326703941e-06,0.00225535910951897,"gpnc","adult"
"square_spiral",12,1.02397733588145,0.738222841314542,0.807699752010933,"gpnc","adult"
"alternating_diff_1",12,0.132905275871204,0.00110731512865685,0.0277081723481661,"gpnc","adult"
"triangle_1",12,0.0266995134327204,3.92435658244907e-06,0.00164929045736298,"gpnc","adult"
"plus",12,1.28045653245788,0.414275834258653,0.580132365085614,"gpnc","adult"
"zigzag_1",12,0.159789491663876,0.00358734524780987,0.0498912434426678,"gpnc","adult"
"f_curly_2",12,0.853734893985381,0.267288995263254,0.479347750801595,"gpnc","adult"
"zigzag_widening",12,0.903254044165708,0.497134963887227,0.640112787575969,"gpnc","adult"
"square_2",12,0.566660002414392,0.309999327132195,0.487055756205963,"gpnc","adult"
"radial_1",12,0.0175144879675197,3.5962519413288e-07,0.000499272683282077,"gpnc","adult"
"zigzag_2",12,0.664621293211965,0.375430366535531,0.542957509251503,"gpnc","adult"
"line",12,0.499239114280459,0.169353570055127,0.362759556573021,"gpnc","adult"
"stairs",12,0.774314751111266,0.357389541333908,0.537979106849068,"gpnc","adult"
"increasing_lines",12,2.0388153715647,0.994698205210857,0.99583533402342,"gpnc","adult"
"sine",12,1.09340668733344,0.458265276061553,0.626123903745576,"gpnc","adult"
"spiral_outward",12,0.901624899462835,0.47924043600907,0.632131110232719,"gpnc","adult"
"zigzag_3",12,0.575637452365396,0.272209329709633,0.460195578738692,"gpnc","adult"
"hexagon",13,0.0282263676120024,3.42157740269186e-06,0.00154001898233556,"gpnc","adult"
"3_pts",13,0.0466495408761481,4.3662923588639e-06,0.00173967991240675,"gpnc","adult"
"stairs_2",13,0.478220702172194,0.194947688584337,0.381257857966169,"gpnc","adult"
"alternating_diff_2",13,0.393792655613444,0.0850017514389447,0.258192486652628,"gpnc","adult"
"hourglass_1",13,0.0376311784954222,8.39179267939227e-06,0.0024117959599842,"gpnc","adult"
"square_spiral",13,0.940856025126698,0.597655728910547,0.690631558484337,"gpnc","adult"
"alternating_diff_1",13,0.121833563922848,0.000327569700479197,0.0150689029308693,"gpnc","adult"
"triangle_1",13,0.0262858210638602,3.35304008323486e-06,0.00152451708885449,"gpnc","adult"
"plus",13,1.25704325667978,0.794546904947562,0.849547640648023,"gpnc","adult"
"zigzag_1",13,0.290989117199564,0.0544522465969753,0.195644659608956,"gpnc","adult"
"f_curly_2",13,0.548360011580541,0.236917390580754,0.421962557529704,"gpnc","adult"
"zigzag_widening",13,0.855403488519641,0.399889141905471,0.575699439745902,"gpnc","adult"
"square_2",13,0.588609768522423,0.345861023972739,0.517494213493527,"gpnc","adult"
"radial_1",13,0.0972311773241075,0.000424913627940239,0.017162779598387,"gpnc","adult"
"zigzag_2",13,0.690349334358916,0.373151338515486,0.54259888050258,"gpnc","adult"
"line",13,0.438589343769816,0.117156076754422,0.297027351265176,"gpnc","adult"
"stairs",13,0.767132771013297,0.352174886254871,0.536662268679923,"gpnc","adult"
"increasing_lines",13,1.48581827528629,0.777474157382736,0.842397403435674,"gpnc","adult"
"sine",13,0.828236958412789,0.314279992696283,0.51104671616025,"gpnc","adult"
"spiral_outward",13,0.757933434421872,0.357286818139742,0.5393021700339,"gpnc","adult"
"zigzag_3",13,1.22587668345149,0.608093549205369,0.723968307669409,"gpnc","adult"
"hexagon",14,0.0164961472872015,5.55667799355067e-07,0.000620612293411438,"gpnc","adult"
"3_pts",14,0.0432181236200918,7.54589400162864e-06,0.00228701200830356,"gpnc","adult"
"stairs_2",14,0.91184504371126,0.544992352631539,0.676626455345142,"gpnc","adult"
"alternating_diff_2",14,0.422051812188037,0.115964666056768,0.29639865811979,"gpnc","adult"
"hourglass_1",14,0.084530095522188,0.00841777601640865,0.0793320969617746,"gpnc","adult"
"square_spiral",14,0.37024212603871,0.146935163478328,0.327215762839426,"gpnc","adult"
"alternating_diff_1",14,0.130256703784855,0.000412223690305035,0.016904792988939,"gpnc","adult"
"triangle_1",14,0.0284037489057058,4.5112413399346e-06,0.00176832070619144,"gpnc","adult"
"plus",14,0.548037454475577,0.184635103191065,0.393537037566575,"gpnc","adult"
"zigzag_1",14,0.22737673966929,0.0166611981629811,0.107720091864703,"gpnc","adult"
"f_curly_2",14,0.353696389221882,0.0343656198395399,0.156189512260785,"gpnc","adult"
"zigzag_widening",14,1.03463257427107,0.486352927311859,0.641998129614691,"gpnc","adult"
"square_2",14,0.0329523106053385,0.000221274832054178,0.0123851638852791,"gpnc","adult"
"radial_1",14,0.0211116006878516,1.11592715025756e-06,0.000879489622749305,"gpnc","adult"
"zigzag_2",14,0.238436894841878,0.0482055898847031,0.186008739453736,"gpnc","adult"
"line",14,0.39417119452301,0.0675257005637295,0.21983401059235,"gpnc","adult"
"stairs",14,0.581616690866634,0.19310396579208,0.388315439315065,"gpnc","adult"
"increasing_lines",14,1.83670863935527,0.832670906519081,0.871250552599278,"gpnc","adult"
"sine",14,0.857755344095094,0.218314648617975,0.42627406346716,"gpnc","adult"
"spiral_outward",14,0.79705238758596,0.365802201102268,0.550430692072852,"gpnc","adult"
"zigzag_3",14,0.547352245382519,0.27892974048175,0.459286620401253,"gpnc","adult"
"hourglass_1",3,1.58314713657333,NA,NA,"gpnc","child"
"triangle_1",3,0.871751180353283,0.488115165211374,0.627638002847761,"gpnc","child"
"alternating_diff_1",3,0.699426730020196,0.278865239165189,0.471870436199941,"gpnc","child"
"zigzag_3",3,4.21586450541941,0.997651699247158,0.998065530667185,"gpnc","child"
"3_pts",3,0.441514523725323,0.119949679909544,0.307108772272349,"gpnc","child"
"zigzag_widening",3,3.09385682921656,0.749889577317896,0.825692614800388,"gpnc","child"
"zigzag_1",3,0.781294652924473,NA,NA,"gpnc","child"
"zigzag_2",3,0.370712395745013,0.104270852774689,0.282760253308557,"gpnc","child"
"stairs",3,2.24895908558375,0.82938469916233,0.870289812538024,"gpnc","child"
"increasing_lines",3,1.20267562209519,0.645848067691253,0.747458274884313,"gpnc","child"
"square_2",3,0.940510602871628,0.517101517289076,0.645386341523383,"gpnc","child"
"f_curly_2",3,0.907826569920837,0.410027036417473,0.581302304569325,"gpnc","child"
"radial_1",3,0.902969835056395,0.305876884489785,0.513947917108608,"gpnc","child"
"stairs_2",3,2.22323452359181,0.723114229872617,0.805873907790951,"gpnc","child"
"plus",3,0.827853111212438,0.255143184215353,0.464595620168926,"gpnc","child"
"sine",3,1.42676084517817,0.644001863214581,0.750182734943281,"gpnc","child"
"hexagon",3,0.555570746791287,0.194084740423431,0.395229362221172,"gpnc","child"
"spiral_outward",3,1.07638042935506,0.582864289716025,0.703044612384871,"gpnc","child"
"square_spiral",3,0.550436037618664,0.14461143762336,0.336226415891218,"gpnc","child"
"alternating_diff_2",3,1.17225915757603,0.586688262545753,0.713605898836616,"gpnc","child"
"line",3,1.66746635399966,0.554661710411511,0.713103075856057,"gpnc","child"
"hourglass_1",4,1.37303859937341,NA,NA,"gpnc","child"
"triangle_1",4,1.07791934818315,0.591712873941466,0.707865231833868,"gpnc","child"
"alternating_diff_1",4,1.67265605044857,0.459667336706191,0.638782726161049,"gpnc","child"
"zigzag_3",4,1.14554701946149,0.189062805529982,0.402592055778002,"gpnc","child"
"3_pts",4,1.1754191147658,0.573042635057688,0.705054808361494,"gpnc","child"
"zigzag_widening",4,5.10524091864326,0.910015318531325,0.930584220424248,"gpnc","child"
"zigzag_1",4,1.04617662119828,NA,NA,"gpnc","child"
"zigzag_2",4,0.493794789867199,0.134019677594637,0.326351555431917,"gpnc","child"
"stairs",4,2.84937192064037,0.956329330860083,0.962448153279077,"gpnc","child"
"increasing_lines",4,2.33613500307726,0.947912088765121,0.958638733599656,"gpnc","child"
"square_2",4,0.511373108770036,0.27810206444816,0.464344917103993,"gpnc","child"
"f_curly_2",4,1.37225419210866,0.810429793221201,0.862590386838135,"gpnc","child"
"radial_1",4,1.12873916150079,0.746463208904001,0.815652403195633,"gpnc","child"
"stairs_2",4,2.85853191047602,0.965166063858622,0.971494055079166,"gpnc","child"
"plus",4,1.52393504701619,0.455641095087322,0.640359711106563,"gpnc","child"
"sine",4,2.11418510287111,0.87047296802786,0.902749067376077,"gpnc","child"
"hexagon",4,1.04187406664359,0.588782858762517,0.712066505379946,"gpnc","child"
"spiral_outward",4,0.521617173625678,0.120361158037107,0.311155831085728,"gpnc","child"
"square_spiral",4,1.13035183346727,0.735469482751748,0.807925096609408,"gpnc","child"
"alternating_diff_2",4,2.62465832515863,0.895560147759622,0.921120432007951,"gpnc","child"
"line",4,0.85766190201497,0.422788154619144,0.587342777187064,"gpnc","child"
"hourglass_1",5,1.37298755435962,NA,NA,"gpnc","child"
"triangle_1",5,0.646144474800866,0.220874261277112,0.426413576238964,"gpnc","child"
"alternating_diff_1",5,2.00554788681789,0.666688663465787,0.772823497189985,"gpnc","child"
"zigzag_3",5,0.954460568818944,0.199560192407803,0.404302028235479,"gpnc","child"
"3_pts",5,0.611438517125166,0.155156994428666,0.375178336949406,"gpnc","child"
"zigzag_widening",5,5.71964111375701,0.902974926397118,0.925334449823485,"gpnc","child"
"zigzag_1",5,1.03578675298467,NA,NA,"gpnc","child"
"zigzag_2",5,0.78044838709323,0.386722298780969,0.559602080903787,"gpnc","child"
"stairs",5,2.01044223726666,0.592768766737158,0.721268161105393,"gpnc","child"
"increasing_lines",5,1.81148399731933,0.849348674016276,0.890045864101114,"gpnc","child"
"square_2",5,0.501806165452442,0.226682637022558,0.410567531318586,"gpnc","child"
"f_curly_2",5,1.18047424654357,0.796314199862072,0.850605402081752,"gpnc","child"
"radial_1",5,0.660534446354227,0.256236759157078,0.453125821988409,"gpnc","child"
"stairs_2",5,2.93301649040373,0.94575195492271,0.957782071312167,"gpnc","child"
"plus",5,1.47418536615161,0.723799551615685,0.801056385246871,"gpnc","child"
"sine",5,1.82597770220174,0.65357664125731,0.765883744861689,"gpnc","child"
"hexagon",5,0.603868060867014,0.318693470245612,0.494850619326124,"gpnc","child"
"spiral_outward",5,0.875845749612761,0.379108061015171,0.566288752253508,"gpnc","child"
"square_spiral",5,0.87524357852738,0.394254074401067,0.57489462780147,"gpnc","child"
"alternating_diff_2",5,1.56953405255047,0.680257801630595,0.778066839765466,"gpnc","child"
"line",5,0.680190370561551,0.210111541924251,0.414117448438061,"gpnc","child"
"hourglass_1",6,1.34510799393706,NA,NA,"gpnc","child"
"triangle_1",6,0.440457070854374,0.181142241933363,0.396933733901024,"gpnc","child"
"alternating_diff_1",6,0.945547688460615,0.339746415976874,0.521233302013282,"gpnc","child"
"zigzag_3",6,1.90770373793844,0.754498743843927,0.830096704543907,"gpnc","child"
"3_pts",6,1.51626236806358,0.673732176576752,0.768427720808103,"gpnc","child"
"zigzag_widening",6,3.41880584203525,0.762021416166004,0.834920118280154,"gpnc","child"
"zigzag_1",6,0.64841583821494,NA,NA,"gpnc","child"
"zigzag_2",6,0.770817652571655,0.343680397250944,0.53913524439393,"gpnc","child"
