"func.type","tpt","emd","js_div","hellinger","model","population"
"zigzag_1",9,0.320303825397252,0.0740277961686752,0.229683459693948,"gpsl","adult"
"f_curly_2",9,0.587333886928845,0.132640957611168,0.336267461863771,"gpsl","adult"
"zigzag_widening",9,0.865977449232337,0.418117581973345,0.58863557517531,"gpsl","adult"
"square_2",9,1.93320800640665,0.993270565401736,0.994556414800073,"gpsl","adult"
"radial_1",9,0.123365880703766,0.00262128489371909,0.0426419190033108,"gpsl","adult"
"zigzag_2",9,0.528108983605819,0.289280199522278,0.471123321569716,"gpsl","adult"
"line",9,0.658831611345238,0.281064878180018,0.479791897931284,"gpsl","adult"
"stairs",9,0.631401217238778,0.209030261499084,0.399747660903735,"gpsl","adult"
"increasing_lines",9,1.62129223842208,0.400958718707201,0.596106399331067,"gpsl","adult"
"sine",9,1.54132200021207,0.655400216427543,0.750438167611691,"gpsl","adult"
"spiral_outward",9,0.710909927186558,0.364917158561272,0.538017455031545,"gpsl","adult"
"zigzag_3",9,0.928663002606833,0.341574459591418,0.54654623842577,"gpsl","adult"
"hexagon",10,0.0198308004302374,1.0520164218677e-06,0.000853933499459324,"gpsl","adult"
"3_pts",10,0.0476058608784583,8.99429616778625e-06,0.00249687520683981,"gpsl","adult"
"stairs_2",10,0.643451465606543,0.197942344841785,0.405516852802698,"gpsl","adult"
"alternating_diff_2",10,0.669165229564604,0.175781902932684,0.381313986508969,"gpsl","adult"
"hourglass_1",10,0.08938124309699,0.00790751348325066,0.076623313076359,"gpsl","adult"
"square_spiral",10,0.643741279681752,0.367539398356114,0.543324989062536,"gpsl","adult"
"alternating_diff_1",10,0.140397852971155,0.000219931212702213,0.0123476173839997,"gpsl","adult"
"triangle_1",10,0.0331689610353316,2.59575811179659e-06,0.00134135882909295,"gpsl","adult"
"plus",10,2.29991391605169,0.884825278534471,0.928305004351722,"gpsl","adult"
"zigzag_1",10,0.183023948893586,0.00752692762956199,0.0723081653011341,"gpsl","adult"
"f_curly_2",10,0.541204978269499,0.13119177260239,0.337441698220489,"gpsl","adult"
"zigzag_widening",10,1.05810767227555,0.57829698704906,0.704724305110351,"gpsl","adult"
"square_2",10,0.314780996071237,0.135401570326516,0.313960667478163,"gpsl","adult"
"radial_1",10,0.0266856808456643,0.000119332839398514,0.00909493099753401,"gpsl","adult"
"zigzag_2",10,0.575805338211591,0.335180076757383,0.507548183912052,"gpsl","adult"
"line",10,0.533793195619446,0.20002890478396,0.387219123360485,"gpsl","adult"
"stairs",10,0.896149414860826,0.414400489514544,0.588782211186155,"gpsl","adult"
"increasing_lines",10,1.820904865569,0.902692750962854,0.925530690491855,"gpsl","adult"
"sine",10,0.773838159765701,0.385678026808197,0.561029531873063,"gpsl","adult"
"spiral_outward",10,0.789352877962276,0.406352937807305,0.574854932619222,"gpsl","adult"
"zigzag_3",10,1.29896931211864,0.831973926925884,0.876025491301297,"gpsl","adult"
"hexagon",11,0.025077534242374,2.18209487412786e-06,0.0012298430039118,"gpsl","adult"
"3_pts",11,0.043932135334537,2.02278109934773e-05,0.00374445079496728,"gpsl","adult"
"stairs_2",11,0.414550742862912,0.0798884847149555,0.249567684551148,"gpsl","adult"
"alternating_diff_2",11,0.67413906620553,0.134845441206156,0.343792780303636,"gpsl","adult"
"hourglass_1",11,0.0372709687087707,2.76215732308337e-06,0.0013836845700368,"gpsl","adult"
"square_spiral",11,0.854606074526924,0.320902177430534,0.527284614622622,"gpsl","adult"
"alternating_diff_1",11,0.130458203817885,0.00123524011997798,0.0292656576169694,"gpsl","adult"
"triangle_1",11,0.0674177073919263,0.00633884488816875,0.0677445538887928,"gpsl","adult"
"plus",11,0.565088200752257,0.292247218127352,0.48231817708769,"gpsl","adult"
"zigzag_1",11,0.188518120081865,0.00925372105457609,0.080174850853827,"gpsl","adult"
"f_curly_2",11,0.71560941643916,0.185707824153464,0.413149560263178,"gpsl","adult"
"zigzag_widening",11,0.895884111200909,0.505681882393271,0.649576206673273,"gpsl","adult"
"square_2",11,1.27675315799585,0.903693710719354,0.926428862430731,"gpsl","adult"
"radial_1",11,0.108415766577252,0.000294311267889933,0.0142834895808708,"gpsl","adult"
"zigzag_2",11,0.719698574179049,0.361997642307077,0.526781223236863,"gpsl","adult"
"line",11,0.528500140163638,0.181291320011845,0.370858794797531,"gpsl","adult"
"stairs",11,0.762869304905114,0.307019227919096,0.5016592613082,"gpsl","adult"
"increasing_lines",11,3.45473449514485,0.99999999938688,0.999998295253117,"gpsl","adult"
"sine",11,1.1512066891639,0.455693367866374,0.622094812416661,"gpsl","adult"
"spiral_outward",11,0.906781623808931,0.455926960545827,0.614297707786034,"gpsl","adult"
"zigzag_3",11,0.456355118275431,0.184638597462066,0.373116114614888,"gpsl","adult"
"hexagon",12,0.0260829275915093,8.88887604044191e-07,0.000784939538855233,"gpsl","adult"
"3_pts",12,0.089808826388228,0.00785468145129854,0.0764188469393963,"gpsl","adult"
"stairs_2",12,0.567593114372335,0.119259897774908,0.312910673444313,"gpsl","adult"
"alternating_diff_2",12,0.336397969264214,0.0442815844854824,0.185218039828221,"gpsl","adult"
"hourglass_1",12,0.0403334980872328,7.22724214056684e-06,0.00223820277830958,"gpsl","adult"
"square_spiral",12,0.91767019926875,0.650716472929488,0.747564659552716,"gpsl","adult"
"alternating_diff_1",12,0.135505644237129,0.00148120777984885,0.032048989167836,"gpsl","adult"
"triangle_1",12,0.0266994985850009,3.92431194643391e-06,0.00164928107773313,"gpsl","adult"
"plus",12,0.419683098150577,0.081442350647811,0.26924259851382,"gpsl","adult"
"zigzag_1",12,0.167585477640165,0.0048088659695314,0.0577746347041477,"gpsl","adult"
"f_curly_2",12,0.723743185043582,0.172871232730262,0.392809877980833,"gpsl","adult"
"zigzag_widening",12,0.798818995962581,0.404848359295505,0.570491305771025,"gpsl","adult"
"square_2",12,0.0326571089010557,0.000479095664163598,0.0182537531349148,"gpsl","adult"
"radial_1",12,0.0192496111667156,9.78554489085149e-07,0.000823579060054062,"gpsl","adult"
"zigzag_2",12,0.282210467750521,0.0331705849787318,0.152341282075024,"gpsl","adult"
"line",12,0.497293060526302,0.166326119098027,0.359453291772478,"gpsl","adult"
"stairs",12,0.835190874165684,0.391738044490532,0.566306172921695,"gpsl","adult"
"increasing_lines",12,2.03483881370756,0.994579493034499,0.994253041611566,"gpsl","adult"
"sine",12,1.09287390264206,0.456758867041786,0.625288442094627,"gpsl","adult"
"spiral_outward",12,0.889111361235704,0.461782331792917,0.620466163133207,"gpsl","adult"
"zigzag_3",12,1.36231418714925,0.850393955039535,0.881964691450838,"gpsl","adult"
"hexagon",13,0.028308503231131,2.68589441879926e-06,0.00136444905078437,"gpsl","adult"
"3_pts",13,0.0466494928948793,4.36598103289173e-06,0.00173961788979781,"gpsl","adult"
"stairs_2",13,0.334799471233698,0.0685106238119731,0.221968811682168,"gpsl","adult"
"alternating_diff_2",13,0.394549814609182,0.0853977652133335,0.258717707820131,"gpsl","adult"
"hourglass_1",13,0.0377605260916425,8.71278037453898e-06,0.00245748903975692,"gpsl","adult"
"square_spiral",13,1.14344743543176,0.753273715486326,0.800181717096721,"gpsl","adult"
"alternating_diff_1",13,0.122398227900255,0.00032583017217835,0.0150288509423065,"gpsl","adult"
"triangle_1",13,0.0262858452068007,3.35304890845338e-06,0.00152451909512205,"gpsl","adult"
"plus",13,0.892813547351203,0.3229341779163,0.527402874917889,"gpsl","adult"
"zigzag_1",13,0.213458014525011,0.018817699596007,0.114488835151564,"gpsl","adult"
"f_curly_2",13,0.453723464926843,0.136935822572269,0.31588803719476,"gpsl","adult"
"zigzag_widening",13,0.853592901387654,0.400561219560221,0.576325472054443,"gpsl","adult"
"square_2",13,0.157472055981177,0.0278293667385539,0.155969645012068,"gpsl","adult"
"radial_1",13,0.0846906062118896,0.000123296917299006,0.00924476577897933,"gpsl","adult"
"zigzag_2",13,0.4165911591636,0.120597832252486,0.303018563552075,"gpsl","adult"
"line",13,0.440375539382433,0.114697986800644,0.293744605664932,"gpsl","adult"
"stairs",13,0.701172908491886,0.274332316500525,0.470325257273981,"gpsl","adult"
"increasing_lines",13,1.00604285148171,0.686829713616032,0.768682059836101,"gpsl","adult"
"sine",13,0.801370427173401,0.294258068667808,0.493371387396921,"gpsl","adult"
"spiral_outward",13,0.739363425487887,0.329760374083321,0.518316296755756,"gpsl","adult"
"zigzag_3",13,1.34819700334888,0.766736617161265,0.830772020891639,"gpsl","adult"
"hexagon",14,0.0164890485103346,5.53427631983703e-07,0.000619360034616605,"gpsl","adult"
"3_pts",14,0.0432181791429321,7.54605318221549e-06,0.00228703613046686,"gpsl","adult"
"stairs_2",14,0.324363799953979,0.0747029559924382,0.236790585922724,"gpsl","adult"
"alternating_diff_2",14,0.419405954542058,0.11339721532782,0.2931495655589,"gpsl","adult"
"hourglass_1",14,0.0845836018306117,0.00841214795399381,0.0793043314232102,"gpsl","adult"
"square_spiral",14,0.249380491743697,0.0472121199111766,0.185900700229783,"gpsl","adult"
"alternating_diff_1",14,0.128947064750201,0.000252870135865212,0.0132397636402178,"gpsl","adult"
"triangle_1",14,0.0284038025603984,4.51132247990748e-06,0.00176833660880412,"gpsl","adult"
"plus",14,0.302330600081425,0.0452038867509825,0.195520182636781,"gpsl","adult"
"zigzag_1",14,0.19952532421794,0.0134091813831158,0.0965819165819754,"gpsl","adult"
"f_curly_2",14,0.360413439999198,0.0615986905072699,0.215386055796489,"gpsl","adult"
"zigzag_widening",14,0.94253934058561,0.409687475692903,0.585314739895761,"gpsl","adult"
"square_2",14,0.0320282822694656,8.55201032817789e-06,0.00243471001188607,"gpsl","adult"
"radial_1",14,0.020230587264014,7.65560198363832e-07,0.000728454532148706,"gpsl","adult"
"zigzag_2",14,0.183562681809372,0.00109419863574979,0.0275451676722319,"gpsl","adult"
"line",14,0.397458059240882,0.06873036937094,0.221803000682165,"gpsl","adult"
"stairs",14,0.663184834003312,0.247707180826749,0.442495443031293,"gpsl","adult"
"increasing_lines",14,3.35690021025677,0.7493762345118,0.824783059011809,"gpsl","adult"
"sine",14,0.858378476573387,0.218530332922546,0.426377211054133,"gpsl","adult"
"spiral_outward",14,0.788910865614526,0.359990235362665,0.546184151699052,"gpsl","adult"
"zigzag_3",14,0.245949557923781,0.0194748645686822,0.116671725909823,"gpsl","adult"
"hourglass_1",3,1.37249048874438,NA,NA,"gpsl","child"
"triangle_1",3,0.826289824396309,0.40573571526952,0.573573505511429,"gpsl","child"
"alternating_diff_1",3,0.754591248155098,0.3431517842919,0.529256016769977,"gpsl","child"
"zigzag_3",3,1.57241000134419,0.458389114245731,0.633688194292493,"gpsl","child"
"3_pts",3,0.925755409783947,0.525208806575089,0.669351944220753,"gpsl","child"
"zigzag_widening",3,6.00731601361835,0.999985172435211,0.999968028773515,"gpsl","child"
"zigzag_1",3,1.40078287251703,NA,NA,"gpsl","child"
"zigzag_2",3,0.696687760432249,0.397152784741112,0.566028087475554,"gpsl","child"
"stairs",3,2.24034846110123,0.835621838440162,0.876679928493803,"gpsl","child"
"increasing_lines",3,1.21183763459306,0.636213455469467,0.731506317622876,"gpsl","child"
"square_2",3,0.639117589382384,0.335686447532953,0.522936365556004,"gpsl","child"
"f_curly_2",3,1.12459247186379,0.483365063959177,0.642821373224357,"gpsl","child"
"radial_1",3,0.957649804477462,0.423455085279166,0.603059436618037,"gpsl","child"
"stairs_2",3,1.51832452664872,0.344307101646522,0.549168285596347,"gpsl","child"
"plus",3,0.900207879988492,0.284149358660279,0.496354979048981,"gpsl","child"
"sine",3,1.94297956964155,0.794267590245025,0.854975781977171,"gpsl","child"
"hexagon",3,0.752171974047847,0.347176697749664,0.523549901430161,"gpsl","child"
"spiral_outward",3,1.24948888463275,0.81033995997346,0.855680363367386,"gpsl","child"
"square_spiral",3,0.523098690736493,0.124472331946458,0.310449260540383,"gpsl","child"
"alternating_diff_2",3,1.22921231803472,0.607696941893804,0.728461112661504,"gpsl","child"
"line",3,1.21389988655232,0.48246256060961,0.640795350136506,"gpsl","child"
"hourglass_1",4,1.33206551940184,NA,NA,"gpsl","child"
"triangle_1",4,1.12482960532942,0.56195317574541,0.689611781011958,"gpsl","child"
"alternating_diff_1",4,1.67265775740289,0.459667877268617,0.638783119540579,"gpsl","child"
"zigzag_3",4,1.1458405260005,0.188783047896696,0.40203626173624,"gpsl","child"
"3_pts",4,1.17878615462021,0.572693897459815,0.704692518785337,"gpsl","child"
"zigzag_widening",4,4.83593765205978,0.836424010974183,0.885236341830205,"gpsl","child"
"zigzag_1",4,0.807001044545641,NA,NA,"gpsl","child"
"zigzag_2",4,0.49430258171182,0.125649859448543,0.315955828813736,"gpsl","child"
"stairs",4,1.57325712561671,0.545180623401069,0.696895074232331,"gpsl","child"
"increasing_lines",4,2.264130483815,0.93851002880493,0.951625009077673,"gpsl","child"
"square_2",4,0.511960794491867,0.193607653502517,0.377248963899451,"gpsl","child"
"f_curly_2",4,2.06323928118078,0.749344144657682,0.820340892120302,"gpsl","child"
"radial_1",4,0.872716714478085,0.490978672122223,0.640774561106351,"gpsl","child"
"stairs_2",4,1.48914906603952,0.568329859167374,0.702268447830989,"gpsl","child"
"plus",4,1.19541319435858,0.387115164351173,0.57503671430925,"gpsl","child"
"sine",4,2.10027840910633,0.850807068603087,0.891242514596112,"gpsl","child"
"hexagon",4,1.20882832603028,0.561472609015339,0.699656936513421,"gpsl","child"
"spiral_outward",4,1.33180338959725,0.616024015589902,0.73795305026429,"gpsl","child"
"square_spiral",4,0.652471060806865,0.297496207257504,0.477765691108726,"gpsl","child"
"alternating_diff_2",4,3.03797274430725,0.963086098094038,0.968864695499422,"gpsl","child"
"line",4,0.736799227700685,0.262990738676344,0.456407609758023,"gpsl","child"
"hourglass_1",5,1.10909020681732,NA,NA,"gpsl","child"
"triangle_1",5,0.646144282524533,0.220871925815352,0.426410330380214,"gpsl","child"
"alternating_diff_1",5,2.57989775626103,0.93030783619717,0.946702047840637,"gpsl","child"
"zigzag_3",5,0.949347724946944,0.192812651442355,0.397058547575666,"gpsl","child"
"3_pts",5,0.611438514696055,0.155163805585405,0.375185680077956,"gpsl","child"
"zigzag_widening",5,5.74226288475562,0.891993003168916,0.916783716142293,"gpsl","child"
"zigzag_1",5,1.31713849284807,NA,NA,"gpsl","child"
"zigzag_2",5,0.704126668955336,0.333436396254717,0.514752472288936,"gpsl","child"
"stairs",5,2.07383603452897,0.617111070918775,0.738797732240341,"gpsl","child"
"increasing_lines",5,1.89735677595581,0.876121060865591,0.907394895592197,"gpsl","child"
"square_2",5,0.537787407673799,0.262019559202529,0.453379536638716,"gpsl","child"
"f_curly_2",5,0.829444979164199,0.527852788916589,0.66256638276438,"gpsl","child"
"radial_1",5,0.683297932064516,0.274151703068874,0.470406897566159,"gpsl","child"
"stairs_2",5,2.0522210228826,0.323084822493397,0.523197014138103,"gpsl","child"
"plus",5,1.67341812367602,0.70464837221715,0.780585231012348,"gpsl","child"
"sine",5,1.52995722817251,0.819324252184091,0.862551819037147,"gpsl","child"
"hexagon",5,0.642863105581276,0.328662446622708,0.510658061156036,"gpsl","child"
"spiral_outward",5,0.635542887203895,0.268081232899369,0.461270775259368,"gpsl","child"
"square_spiral",5,0.834111823901181,0.331133486088025,0.530411530209273,"gpsl","child"
"alternating_diff_2",5,1.59951249125995,0.826729670828787,0.874590088311714,"gpsl","child"
"line",5,0.69291865788923,0.196478331222282,0.396518551576752,"gpsl","child"
"hourglass_1",6,1.44046311071568,NA,NA,"gpsl","child"
"triangle_1",6,0.440457331274663,0.181142435379738,0.39693407159995,"gpsl","child"
"alternating_diff_1",6,0.838474348340107,0.292289035548188,0.492321612839292,"gpsl","child"
"zigzag_3",6,1.7828191139579,0.970535900459282,0.976149342676685,"gpsl","child"
"3_pts",6,1.51626214723719,0.673732073810612,0.768427660810388,"gpsl","child"
"zigzag_widening",6,3.29377589064669,0.755621285228509,0.826226727779728,"gpsl","child"
"zigzag_1",6,0.630837960087853,NA,NA,"gpsl","child"
"zigzag_2",6,1.49985630213859,0.864275474404771,0.898380222898135,"gpsl","child"
"stairs",6,2.06667381666643,0.658024876760535,0.765652677531684,"gpsl","child"
"increasing_lines",6,2.43416068239661,0.962498979499813,0.96863747269118,"gpsl","child"
"square_2",6,0.436643225551097,0.188841818067372,0.377949350522941,"gpsl","child"
"f_curly_2",6,0.703529530254174,0.377667854498106,0.546676429152354,"gpsl","child"
"radial_1",6,0.807792310862973,0.362408640213962,0.549898846994145,"gpsl","child"
"stairs_2",6,2.34364892865063,0.584180221593174,0.707972755205633,"gpsl","child"
"plus",6,1.26204050494388,0.841984036803044,0.883567439065536,"gpsl","child"
"sine",6,4.28524242384748,0.944762511179309,0.960248457478153,"gpsl","child"
"hexagon",6,0.436328207193343,0.176437946706935,0.374136666755987,"gpsl","child"
"spiral_outward",6,0.81163970730582,0.445727600225001,0.606905215687729,"gpsl","child"
"square_spiral",6,0.951967647319731,0.406887626113903,0.572186125644746,"gpsl","child"
"alternating_diff_2",6,2.35297325478879,0.864875266619366,0.901339321204376,"gpsl","child"
"line",6,2.30944902604297,0.277251095099148,0.474818222188744,"gpsl","child"
"hourglass_1",7,0.570864940075776,NA,NA,"gpsl","child"
"triangle_1",7,0.383280599999161,0.0735713236428377,0.245801845654752,"gpsl","child"
"alternating_diff_1",7,1.24723076947607,0.543112046365638,0.692240039560239,"gpsl","child"
"zigzag_3",7,3.2064530475545,0.999485628791098,0.999508759425169,"gpsl","child"
"3_pts",7,0.974210558386452,0.230468141637238,0.458668112857079,"gpsl","child"
"zigzag_widening",7,3.24479219113611,0.723061473697446,0.808913516614858,"gpsl","child"
"zigzag_1",7,0.848857028566003,NA,NA,"gpsl","child"
"zigzag_2",7,2.15926379881568,0.923768882493541,0.938724032473785,"gpsl","child"
"stairs",7,1.81566135751182,0.608482731018916,0.734952591740199,"gpsl","child"
"increasing_lines",7,1.93624596160474,0.672440019056662,0.772909708799223,"gpsl","child"
"square_2",7,0.972666925731776,0.61852809946916,0.722711115487236,"gpsl","child"
"f_curly_2",7,1.95673248528294,0.926650236135107,0.942751229324871,"gpsl","child"
"radial_1",7,0.798497447964261,0.35576180886342,0.535965633353653,"gpsl","child"
"stairs_2",7,2.84023358683864,0.922618283339599,0.940943827990548,"gpsl","child"
"plus",7,1.07732580578716,0.386147093942653,0.572236193481987,"gpsl","child"
"sine",7,1.47634778395634,0.445356219992109,0.620941994159292,"gpsl","child"
"hexagon",7,0.826209115681475,0.448676895604202,0.610980588365728,"gpsl","child"
"spiral_outward",7,1.027487130961,0.666634874215403,0.759834418923487,"gpsl","child"
"square_spiral",7,0.900377246862197,0.557035479585471,0.684998268455885,"gpsl","child"
"alternating_diff_2",7,2.3391322503626,0.910042464633061,0.930056214736376,"gpsl","child"
"line",7,0.88058652087487,0.263704088732198,0.470758560168614,"gpsl","child"
"hourglass_1",8,0.891721821739642,NA,NA,"gpsl","child"
"triangle_1",8,0.281453925223545,0.0746878126063188,0.243994148174871,"gpsl","child"
"alternating_diff_1",8,0.469109357938741,0.103263732993695,0.273835979252543,"gpsl","child"
"zigzag_3",8,1.03865111774694,0.222228279804921,0.44382213861587,"gpsl","child"
"3_pts",8,0.566436310544558,0.144511973856422,0.352331334412276,"gpsl","child"
"zigzag_widening",8,1.78847501107365,0.520154567423047,0.670697354168982,"gpsl","child"
"zigzag_1",8,0.411223797124375,NA,NA,"gpsl","child"
"zigzag_2",8,0.484079663384876,0.159754749210907,0.342249104297286,"gpsl","child"
"stairs",8,2.45325810158832,0.826975403060646,0.87269301223077,"gpsl","child"
"increasing_lines",8,2.50401542744999,0.887267400480645,0.915826562146401,"gpsl","child"
"square_2",8,1.56451178699502,0.947839401140486,0.956521541428559,"gpsl","child"
"f_curly_2",8,1.34836334182623,0.605719539921822,0.72742300172758,"gpsl","child"
"radial_1",8,0.733962354197075,0.268876966825104,0.479162319905156,"gpsl","child"
"stairs_2",8,2.14868057942861,0.371356904593476,0.57324414692333,"gpsl","child"
"plus",8,0.585799413319789,0.163861848523357,0.366812647322429,"gpsl","child"
"sine",8,2.27496144315612,0.622217766364121,0.73944937960296,"gpsl","child"
"hexagon",8,0.700377605432076,0.294798797970105,0.494316241948527,"gpsl","child"
"spiral_outward",8,0.952129301544206,0.534671135412464,0.664786739294964,"gpsl","child"
"square_spiral",8,1.28916393946904,0.779447681858821,0.836373415803963,"gpsl","child"
"alternating_diff_2",8,1.46804648817223,0.64036541773717,0.750467184938597,"gpsl","child"
"line",8,0.871921881969642,0.362483081664694,0.545860446837149,"gpsl","child"
"hourglass_1",9,0.367666982830807,NA,NA,"gpsl","child"
"triangle_1",9,0.363616740529663,0.100379218249028,0.30381310852361,"gpsl","child"
"alternating_diff_1",9,0.614698583222028,0.235157451943457,0.431437821421074,"gpsl","child"
"zigzag_3",9,0.474615947204905,0.119504157026204,0.30207511328905,"gpsl","child"
"3_pts",9,1.22145466967982,0.40209524228375,0.600471445528819,"gpsl","child"
"zigzag_widening",9,4.58847327181755,0.654072380359196,0.764620277014187,"gpsl","child"
"zigzag_1",9,1.07421843157981,NA,NA,"gpsl","child"
"zigzag_2",9,0.605882377693975,0.203419507727904,0.404603338759849,"gpsl","child"
"stairs",9,1.2491571429587,0.48292117014589,0.642571249181901,"gpsl","child"
"increasing_lines",9,3.44273654920116,0.728035763928756,0.81268303629589,"gpsl","child"
"square_2",9,1.61865795694961,0.921080438133636,0.939949528710806,"gpsl","child"
"f_curly_2",9,1.29174145407148,0.462180083273094,0.621452394422462,"gpsl","child"
"radial_1",9,0.709973165942253,0.272092731498672,0.465603372146244,"gpsl","child"
"stairs_2",9,1.99681473866625,0.644239932237123,0.760176038132057,"gpsl","child"
"plus",9,3.84595459714714,1,0.999999999943916,"gpsl","child"
"sine",9,2.55515081861692,0.716961850572438,0.7874832755125,"gpsl","child"
"hexagon",9,0.48389699522175,0.211446443327769,0.404848343097223,"gpsl","child"
"spiral_outward",9,1.53737219997623,0.812636944948043,0.862059224816483,"gpsl","child"
"square_spiral",9,0.548392672203875,0.223728119260642,0.419207115544585,"gpsl","child"
"alternating_diff_2",9,1.44916791641531,0.660247437637257,0.765483851430883,"gpsl","child"
"line",9,1.5239582192004,0.338537084174777,0.53758437705028,"gpsl","child"
"hourglass_1",10,0.774482199123008,NA,NA,"gpsl","child"
"triangle_1",10,0.376018585184209,0.102232058199559,0.308964435784467,"gpsl","child"
"alternating_diff_1",10,1.09746759491836,0.21013910438616,0.407974684090387,"gpsl","child"
"zigzag_3",10,1.21831263575263,0.595818430588822,0.722457422562297,"gpsl","child"
"3_pts",10,0.700512282304843,0.22142400606941,0.444001673710968,"gpsl","child"
"zigzag_widening",10,2.67037480008032,0.676592847827299,0.777900400185069,"gpsl","child"
"zigzag_1",10,1.13500060996079,NA,NA,"gpsl","child"
"zigzag_2",10,1.2429888093149,0.582933016827683,0.716241097214078,"gpsl","child"
"stairs",10,1.97763011868409,0.508826353279569,0.673498373813186,"gpsl","child"
"increasing_lines",10,3.02300218542618,0.998348614586218,0.998537635386675,"gpsl","child"
"square_2",10,0.793893791792466,0.484515131616357,0.634428403259935,"gpsl","child"
"f_curly_2",10,1.03256254831364,0.373770404746526,0.559817762709122,"gpsl","child"
"radial_1",10,0.731191700442949,0.272135965302184,0.475265692882759,"gpsl","child"
"stairs_2",10,1.59568832696095,0.59319548070628,0.720892021635406,"gpsl","child"
"plus",10,1.93527123430263,0.982563894744869,0.985236469631859,"gpsl","child"
"sine",10,2.31334229568461,0.684472954977137,0.785818812199177,"gpsl","child"
"hexagon",10,0.454429254073981,0.192416566322475,0.394655457167113,"gpsl","child"
"spiral_outward",10,1.31224950256881,0.746795276917129,0.813960648257076,"gpsl","child"
"square_spiral",10,0.790798946293327,0.485003347058662,0.63360423568512,"gpsl","child"
"alternating_diff_2",10,0.99254803499964,0.463557236989326,0.625374595652582,"gpsl","child"
"line",10,1.12586610828571,0.397716956113776,0.580423084099754,"gpsl","child"
"hourglass_1",11,0.699662641559997,NA,NA,"gpsl","child"
"triangle_1",11,0.279306246152177,0.0509240085239766,0.20162359145604,"gpsl","child"
"alternating_diff_1",11,0.661553594962242,0.224288717384077,0.427843849104946,"gpsl","child"
"zigzag_3",11,0.590113881277883,0.183820500643506,0.38649010253648,"gpsl","child"
"3_pts",11,0.670652689268049,0.146949577919361,0.369049718436508,"gpsl","child"
"zigzag_widening",11,4.40034440188259,0.710467070932211,0.799977446865116,"gpsl","child"
"zigzag_1",11,1.10267528436733,NA,NA,"gpsl","child"
"zigzag_2",11,0.609417155926374,0.200760921237709,0.394131350126581,"gpsl","child"
"stairs",11,1.25550792443103,0.558273715059615,0.690061393109209,"gpsl","child"
"increasing_lines",11,4.62944129884226,0.999999999611768,0.999999308243119,"gpsl","child"
"square_2",11,1.2949861864698,0.897446579004225,0.920536891467851,"gpsl","child"
"f_curly_2",11,1.17744210438397,0.588035489639561,0.714457177201358,"gpsl","child"
"radial_1",11,0.656800878384743,0.191465747035972,0.398732984726724,"gpsl","child"
"stairs_2",11,1.20368427529815,0.342032787036028,0.550502578465885,"gpsl","child"
"plus",11,1.48426652743938,0.718126922000968,0.797043397827245,"gpsl","child"
"sine",11,1.79920396053563,0.572919164368998,0.704054260459204,"gpsl","child"
"hexagon",11,0.390941971072733,0.116387197218068,0.308569350507728,"gpsl","child"
"spiral_outward",11,1.8355320145211,0.785090652203393,0.842141705483145,"gpsl","child"
"square_spiral",11,0.914068533608601,0.450328331944762,0.607384905733277,"gpsl","child"
"alternating_diff_2",11,1.35914423356136,0.542755172616089,0.689322329504866,"gpsl","child"
"line",11,0.76153287668912,0.306479818354125,0.495384501710722,"gpsl","child"
"hourglass_1",12,0.694321269984781,NA,NA,"gpsl","child"
"triangle_1",12,0.36467349914555,0.125156890899941,0.336581712302351,"gpsl","child"
"alternating_diff_1",12,0.377862413923974,0.0593097171800974,0.206966474113413,"gpsl","child"
"zigzag_3",12,1.2016224593563,0.796628687337797,0.846141812184953,"gpsl","child"
"3_pts",12,0.793328448707851,0.295300602405356,0.50663550626149,"gpsl","child"
"zigzag_widening",12,5.55509546458481,0.801428740890463,0.852474893426604,"gpsl","child"
"zigzag_1",12,0.756324623172394,NA,NA,"gpsl","child"
"zigzag_2",12,1.14257114222325,0.277539623129898,0.488296968796756,"gpsl","child"
"stairs",12,1.4358009956069,0.400379670359998,0.585451695238701,"gpsl","child"
"increasing_lines",12,2.9342493912136,0.988057296453699,0.989157139386405,"gpsl","child"
"square_2",12,0.488985530561213,0.234637933816144,0.432917371475658,"gpsl","child"
"f_curly_2",12,1.87541928895219,0.72933160050837,0.811932491692584,"gpsl","child"
"radial_1",12,0.38639958638163,0.0813426660845406,0.242707077896014,"gpsl","child"
"stairs_2",12,1.78893841253803,0.756557757586238,0.827836702406905,"gpsl","child"
"plus",12,2.32972828002354,0.988309960695304,0.990636755296518,"gpsl","child"
"sine",12,2.5604627472592,0.942445780081353,0.954122308432205,"gpsl","child"
"hexagon",12,0.29574542034695,0.0770400608252554,0.251641336325112,"gpsl","child"
"spiral_outward",12,1.83937544526857,0.857530370746849,0.893188179330712,"gpsl","child"
"square_spiral",12,0.438331433048613,0.109225575403899,0.298570328984895,"gpsl","child"
"alternating_diff_2",12,1.45386799306483,0.513345300539373,0.670781628612664,"gpsl","child"
"line",12,1.49999648714561,0.470623472195873,0.634497924714688,"gpsl","child"
"hourglass_1",13,0.607937192080424,NA,NA,"gpsl","child"
"triangle_1",13,0.376930134395747,0.099218854978865,0.304441901971843,"gpsl","child"
"alternating_diff_1",13,0.738064046737653,0.271820208019175,0.474762541615637,"gpsl","child"
"zigzag_3",13,1.24139475255044,0.555914093272572,0.688045032457092,"gpsl","child"
"3_pts",13,0.369549139826846,0.0766428829812842,0.261977186784572,"gpsl","child"
