"","seq_id","tpt","true_x","true_y","in_kids"
"390","f_curly_2",18,-5.37330464009352,-4.98717451246051,TRUE
"391","hourglass_1",18,0,1,TRUE
"392","increasing_lines",18,3,5,TRUE
"393","zigzag_1",18,-7.01938337347998,-1.26141669018022,TRUE
"394","zigzag_2",18,-6.72266229102036,1.50150363591707,TRUE
"395","zigzag_3",18,-10.8560174669397,6.79314984064835,TRUE
"396","stairs",18,-22.1552706150306,20.1276637528388,TRUE
"397","stairs_2",18,12.7153878888199,11.2391686007842,TRUE
"398","alternating_diff_1",18,9,1,TRUE
"399","alternating_diff_2",18,18,0,TRUE
"400","sine",19,19,0.449631628988857,TRUE
"401","line",19,19,19,FALSE
"402","spiral_outward",19,-2.77817810742171,-1.01027550805509,TRUE
"403","triangle_1",19,1,5.28825285348458e-16,TRUE
"404","square_2",19,2,3,TRUE
"405","hexagon",19,1,-3.84341254843885e-15,TRUE
"406","radial_1",19,-0.313478060555454,-0.949595443096896,TRUE
"407","plus",19,-0.0355709503422216,0.999367153498528,TRUE
"408","zigzag_widening",19,-18.6225262340096,-7.94993815470434,TRUE
"409","3_pts",19,1,0,TRUE
"410","square_spiral",19,-3,-2,TRUE
"411","f_curly_2",19,-4.56305136293796,-5.73236968962842,TRUE
"412","hourglass_1",19,1,1,TRUE
"413","increasing_lines",19,4,5,TRUE
"414","zigzag_1",19,-7.32294627601286,-0.308605290056455,TRUE
"415","zigzag_2",19,-6.89475739375574,2.48658397559221,TRUE
"416","zigzag_3",19,-11.8493429144676,6.67780446669083,TRUE
"417","stairs",19,-22.6389592630395,22.0682938803457,TRUE
"418","stairs_2",19,13.71349440922,11.1776594637827,TRUE
"419","alternating_diff_1",19,9,0,TRUE
"420","alternating_diff_2",19,19,-2,TRUE
"421","sine",20,20,2.73883575218288,TRUE
"422","line",20,20,20,FALSE
"423","spiral_outward",20,-0.250000000000003,-2.84710442146907,TRUE
"424","triangle_1",20,0.500000000000003,0.866025403784441,TRUE
"425","square_2",20,1,3,TRUE
"426","hexagon",20,1.5,0.866025403784434,TRUE
"427","radial_1",20,0,0,TRUE
"428","plus",20,-0.0711419006844431,1.99873430699706,TRUE
"429","zigzag_widening",20,-11.1135026448239,-17.3634690935738,TRUE
"430","3_pts",20,2,0,TRUE
"431","square_spiral",20,-2,-2,TRUE
"432","f_curly_2",20,-4.00879718813653,-5.13235175009777,TRUE
"433","hourglass_1",20,0,0,TRUE
"434","increasing_lines",20,5,5,TRUE
"435","zigzag_1",20,-7.62650917854574,0.644206110067312,TRUE
"436","zigzag_2",20,-7.06685249649112,3.47166431526736,TRUE
"437","zigzag_3",20,-12.8426683619956,6.5624590927333,TRUE
"438","stairs",20,-24.616967350034,22.3640708364876,TRUE
"439","stairs_2",20,14.7116009296202,11.1161503267812,TRUE
"440","alternating_diff_1",20,10,0,TRUE
"441","alternating_diff_2",20,20,0,TRUE
