"r_id","monkey_name","func_id","game_n","min_distance","max_distance","correct_distance","Current_time","screen_w","screen_h","n","x_curr","y_curr","x_next","y_next","x_pred","y_pred","correct","RT","total_correct","guess_number","func.type","mode","min_x","min_y","max_x","max_y"
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:26:51 2024",1536,864,6,19.5,5,18.2,6,16.4689466589384,3.98392467540752,0,21.3547561168671,1,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:26:53 2024",1536,864,7,18.2,6,16.9,7,15.5471286656541,7.18602928365836,1,0.128907680511475,2,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:26:58 2024",1536,864,8,16.9,7,15.6,8,15.1832531419892,8.05933054045404,1,3.6917097568512,3,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:00 2024",1536,864,9,15.6,8,14.3,9,13.0485167364887,8.44746443236323,1,0.994549989700317,4,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:02 2024",1536,864,10,14.3,9,13,10,12.4177991621362,10.4366506283978,1,0.867275476455688,5,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:05 2024",1536,864,11,13,10,11.7,11,12.6361244763351,11.3342102534378,1,1.20065426826477,6,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:07 2024",1536,864,12,11.7,11,10.4,12,9.4340198680843,11.3099518851935,1,1.28333234786987,7,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:11 2024",1536,864,13,10.4,12,9.1,13,9.19143618564105,10.89755962504,0,1.53067111968994,7,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
19112659,"Monkey 1","line",17,0.6,2000,1.60105230412542,"Thu Apr 11 11:27:12 2024",1536,864,14,9.1,13,7.8,14,8.73052718899889,14.560573229933,1,0.0848395824432373,8,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:37 2024",1536,864,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:38 2024",1536,864,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:39 2024",1536,864,3,23.4,2,22.1,3,22.5335387200195,3.64430751998698,1,0.0853500366210937,1,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:42 2024",1536,864,4,22.1,3,20.8,4,20.9324864158941,2.52842258074805,1,1.74565148353577,2,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:46 2024",1536,864,5,20.8,4,19.5,5,20.2775104732974,3.42598220578806,0,1.04029703140259,2,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:47 2024",1536,864,6,19.5,5,18.2,6,17.8759320171092,5.87607739846483,1,0.124382257461548,3,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:50 2024",1536,864,7,18.2,6,16.9,7,17.1966977062681,5.51220187479997,1,1.20740699768066,4,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:52 2024",1536,864,8,16.9,7,15.6,8,15.1104780372562,8.88411506076107,1,1.24319863319397,5,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:54 2024",1536,864,9,15.6,8,14.3,9,16.8570805508476,8.13210564518701,0,0.0846393108367919,5,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:56 2024",1536,864,10,14.3,9,13,10,13.6549759425968,9.58760773984648,1,0.0425267219543457,6,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:58 2024",1536,864,11,13,10,11.7,11,14.5040188311481,9.22373221618162,0,0.252731800079346,6,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:59 2024",1536,864,12,11.7,11,10.4,12,11.1563640134313,11.4312437264151,1,0.0870642662048339,7,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:35:03 2024",1536,864,13,10.4,12,9.1,13,12.3450240574032,12.619903770387,0,1.08443188667297,7,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
26888753,"Monkey 2","line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:35:05 2024",1536,864,14,9.1,13,7.8,14,7.66315898624861,16.0403336928368,0,0.24904727935791,7,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
28788807,"Monkey 1","line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:15 2024",1536,864,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
28788807,"Monkey 1","line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:17 2024",1536,864,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
28788807,"Monkey 1","line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:19 2024",1536,864,3,23.4,2,22.1,3,20.6899027334509,3.81411609769725,0,0.0427258014678955,0,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
28788807,"Monkey 1","line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:21 2024",1536,864,4,22.1,3,20.8,4,21.2478452030703,1.94622174288427,0,0.251225709915161,0,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
28788807,"Monkey 1","line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:23 2024",1536,864,5,20.8,4,19.5,5,21.296361939559,4.88148430044753,0,0.0427756309509277,0,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
