"response_x","response_y","rt","true_x","true_y","tpt","trial_idx","correct","seq_id","subject_id","acceptance_dist","prev_pt_buffer","min_x","max_x","min_y","max_y","prev_x","prev_y"
NA,NA,NA,0,0,0,0,NA,"hexagon","4lj0bpd5w5",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,0,1,0,NA,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,0,0
NA,NA,NA,1.5,0.866025403784439,2,0,NA,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,0
0.956446212815154,1.70663549847457,1684.20000004768,1,1.73205080756888,3,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.5,0.866025403784439
-0.050559646720518,1.67651139156539,4868,2.22044604925031e-16,1.73205080756888,4,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,1.73205080756888
-0.40344204194242,0.88467772423819,227.099999964237,-0.5,0.866025403784439,5,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,2.22044604925031e-16,1.73205080756888
0.00108167940951676,-0.00613515150490507,102.099999964237,-8.88178419700125e-16,0,6,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-0.5,0.866025403784439
1.00378409510102,0.00677518002760347,2546.10000002384,0.999999999999999,-1.1331077795296e-15,7,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-8.88178419700125e-16,0
1.45994914258299,0.845946729640664,109.299999952316,1.5,0.866025403784437,8,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,0.999999999999999,-1.1331077795296e-15
0.986570319724341,1.71524238616291,711.300000011921,1,1.73205080756888,9,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.5,0.866025403784437
-0.0204355398113312,1.69802861078623,115.699999988079,1.33226762955019e-15,1.73205080756888,10,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,1.73205080756888
-0.528241913423337,0.850250173484834,111.399999976158,-0.499999999999999,0.866025403784438,11,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.33226762955019e-15,1.73205080756888
-0.011828652122992,0.0153820677159426,694.300000011921,2.16493489801906e-15,-6.66133814775094e-16,12,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-0.499999999999999,0.866025403784438
0.986570319724341,-0.00183170766073548,565.599999964237,1,6.20364304966215e-16,13,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,2.16493489801906e-15,-6.66133814775094e-16
1.47716291795967,0.858857061173173,137.900000035763,1.5,0.86602540378444,14,0,1,"hexagon","4lj0bpd5w5",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,6.20364304966215e-16
NA,NA,NA,0,0,0,1,NA,"3_pts","4lj0bpd5w5",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,1,0,1,1,NA,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
NA,NA,NA,2,0,2,1,NA,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
2.97071210084636,0.00430286484900932,1421.40000003576,0,0,3,1,0,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
1.08605729698019,-0.0301200539430666,4392.39999997616,1,0,4,1,1,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
1.97244745587615,-0.0387257836410857,513.200000047684,2,0,5,1,1,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
-0.049899023158325,-0.0559372430371239,2939.19999998808,0,0,6,1,1,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
0.98278854060396,0.0473315133391048,212.800000011921,1,0,7,1,1,"3_pts","4lj0bpd5w5",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
