fn_x,fn_y,noise_x,noise_y,particle,pred_x,pred_y,prev_x,prev_y,score,sd_x,sd_y,seq_id,tpt,true_x,true_y,var_x,var_y,weight
,,,,0,1026.5054931640625,484.138427734375,1135.1999999999948,486.5310707919623,1.0,193.92083740234375,98.08023071289062,zigzag_1,0,1090.9918006050866,400.9828625287488,37605.29117882624,9619.731656693853,1.0
,,,,0,1024.59130859375,356.5914001464844,1090.9918006050866,400.9828625287488,1.0,67.16767883300781,77.17591094970703,zigzag_1,1,1046.7836012101789,315.43465426553496,4511.497079814086,5956.12123091711,1.0
,,,,0,974.86767578125,288.1748352050781,1046.7836012101789,315.43465426553496,1.0,71.3349838256836,91.96075439453124,zigzag_1,2,1017.5518006050878,407.18629002299895,5088.67991741054,8456.780348811297,1.0
,,,,0,951.310302734375,465.3456726074219,1017.5518006050878,407.18629002299895,1.0,85.0905532836914,77.88378143310547,zigzag_1,3,988.3199999999968,498.9379257804629,7240.402258124726,6065.883410319744,1.0
,,,,0,920.15380859375,537.9327392578125,988.3199999999968,498.9379257804629,1.0,94.21336364746094,98.50657653808594,zigzag_1,4,944.1118006050888,413.38971751724927,8876.157889768714,9703.545621253783,1.0
,,,,0,888.9750366210938,369.7589416503906,944.1118006050888,413.38971751724927,1.0,69.17878723144531,85.19713592529297,zigzag_1,5,899.9036012101808,327.84150925403554,4785.704602813581,7258.551969872846,1.0
,,,,0,842.7797241210938,303.1939697265625,899.9036012101808,327.84150925403554,1.0,74.4061508178711,99.69465637207033,zigzag_1,6,870.6718006050899,419.59314501149953,5536.275279531779,9939.024509145183,1.0
,,,,0,825.0056762695312,466.4895629882813,870.6718006050899,419.59314501149953,1.0,92.41877746582033,95.5913314819336,zigzag_1,7,841.4399999999989,511.34478076896346,8541.230428276818,9137.702654488909,1.0
,,,,0,800.725341796875,531.21435546875,841.4399999999989,511.34478076896346,1.0,104.0837860107422,122.54088592529295,zigzag_1,8,797.2318006050909,425.79657250574985,10833.434510329975,15016.26872335566,1.0
,,,,0,757.4068603515625,379.5244445800781,797.2318006050909,425.79657250574985,1.0,71.65733337402344,88.26817321777344,zigzag_1,9,753.0236012101827,340.2483642425361,5134.773426275933,7791.270403202856,1.0
,,,,0,717.2089233398438,312.2947082519531,753.0236012101827,340.2483642425361,1.0,75.55286407470703,99.03814697265624,zigzag_1,10,723.7918006050918,432.0000000000001,5708.235269891156,9808.554555777457,1.0
,,,,0,705.4567260742188,468.9446105957031,723.7918006050918,432.0000000000001,1.0,97.51725769042967,110.51995849609376,zigzag_1,11,694.560000000001,523.751635757464,9509.615547461664,12214.661225978289,1.0
,,,,0,690.2818603515625,529.295166015625,694.560000000001,523.751635757464,1.0,109.04330444335938,138.25445556640625,zigzag_1,12,650.3518006050929,438.2034274942504,11890.442243927158,19114.2944839634,1.0
,,,,0,627.7049560546875,387.5849609375,650.3518006050929,438.2034274942504,1.0,70.56329345703125,81.4154052734375,zigzag_1,13,606.1436012101849,352.6552192310367,4979.178383503109,6628.468215838075,1.0
,,,,0,995.332275390625,300.45660400390625,1135.2000000000062,98.40542295933768,1.0,290.86334228515625,216.7543182373047,stairs,0,1120.7700770104348,156.30040024780098,84601.48388529196,46982.434474518755,1.0
,,,,0,1086.2520751953125,219.5280303955078,1120.7700770104348,156.30040024780098,1.0,74.9000473022461,53.38161087036133,stairs,1,1061.7600000000048,165.12433836747016,5610.017085878702,2849.5963791146787,1.0
,,,,0,980.4420166015624,179.8569793701172,1061.7600000000048,165.12433836747016,1.0,27.639869689941406,32.304229736328125,stairs,2,1047.3300770104338,223.01931565593344,763.9623964769416,1043.5632588574663,1.0
,,,,0,1003.2606201171876,285.8610534667969,1047.3300770104338,223.01931565593344,1.0,67.11083221435547,50.00590515136719,stairs,3,988.3200000000036,231.84325377560265,4503.863800503372,2500.5905500075314,1.0
,,,,0,907.730712890625,249.37449645996097,988.3200000000036,231.84325377560265,1.0,22.504119873046875,28.074115753173828,stairs,4,973.8900770104324,289.7382310640659,506.4354112604633,788.1559753226029,1.0
,,,,0,935.037353515625,344.1790466308594,973.8900770104324,289.7382310640659,1.0,62.440093994140625,47.95246505737305,stairs,5,914.8800000000024,298.5621691837351,3898.765337997116,2299.438905078583,1.0
,,,,0,840.5359497070312,314.3325500488281,914.8800000000024,298.5621691837351,1.0,20.3953800201416,25.635770797729492,stairs,6,900.4500770104312,356.4571464721984,415.97152616599124,657.1927443937202,1.0
,,,,0,870.5045166015625,401.9896240234375,900.4500770104312,356.4571464721984,1.0,61.71413040161133,48.688812255859375,stairs,7,841.4400000000012,365.2810845918676,3808.6338912270876,2370.600438886322,1.0
,,,,0,773.2364501953125,376.10986328125,841.4400000000012,365.2810845918676,1.0,19.841567993164062,24.41704750061035,stairs,8,827.0100770104302,423.17606188033096,393.68782042735256,596.1922086470622,1.0
,,,,0,802.8554077148438,461.4784240722656,827.0100770104302,423.17606188033096,1.0,63.696571350097656,52.93463134765625,stairs,9,768.0,432.0000000000001,4057.2532017580816,2802.0751959122717,1.0
,,,,0,703.7535400390625,437.9258117675781,768.0,432.0000000000001,1.0,19.97906494140625,23.784473419189453,stairs,10,753.5700770104288,489.8949772884634,399.1630359329283,565.7011758281296,1.0
,,,,0,735.1317749023438,522.5340576171875,753.5700770104288,489.8949772884634,1.0,66.60892486572266,58.05144500732422,stairs,11,694.5599999999988,498.7189154081324,4436.748871767486,3369.970267438388,1.0
