"degree","particle","pred_x","pred_y","prev_x","prev_y","score","sd_x","sd_y","seq_id","terms","tpt","true_x","true_y","weight","weights_x","weights_y"
1,2,23.9934287005334,2.66643254538437,1.45048133524568,-1.45048133524568,-32.7032453441303,1.62649547185527,3.56255064114801,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-2177.83256485811,"[0.24263426226478166, -0.6734053863727362, 0.3069649591320559, 0.19709005250200268]","[-0.4441163401769034, 0.2551505727869626, -0.636029471326119, -0.36239182775007595]"
1,3,26.3955480707737,1.82497177282379,1.45048133524568,-1.45048133524568,-27.6525037444317,5.44784043686849,12.6202045439231,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-23737304.6422426,"[0.2362588490388754, -1.1889147913121032, 0.2637127772822411, 0.4458239975657955]","[0.38046488107162807, 0.605312585661064, 0.07057471507389394, 0.6024326206127888]"
1,4,24.2162831545069,0.352875556979611,1.45048133524568,-1.45048133524568,-35.9273128033775,1.51494053116922,3.57503078795255,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-22.554980565683,"[-0.2596307544022518, 0.5090742557088589, 1.7339090060722406, 0.08259328096019045]","[-1.12985749775399, -0.46428276127266965, -0.21461076845832208, 0.5140622075313777]"
1,5,24.594712310979,2.48968108551205,1.45048133524568,-1.45048133524568,-30.00737563579,2.36645705201988,4.37512215346664,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-14.4843339735274,"[1.1788500649958906, 0.7769378910505486, -0.49535850976620605, -1.3742215563429023]","[-0.2902875220348027, -0.10634350867906806, -0.19267211511871946, 0.5191762895319422]"
1,6,25.5897256090024,3.34318109681171,1.45048133524568,-1.45048133524568,-30.6381919442416,10.9876543941893,3.49947188777962,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-88.2697854253354,"[0.15099194233237412, -2.062986227939043, 2.825766256057539, 3.7106577268538414]","[-0.652393517411194, -0.496554229122413, -0.03868746484405685, 0.7083815222923162]"
1,7,24.6683171600824,-0.980744317869776,1.45048133524568,-1.45048133524568,-31.4211960906878,8.45170743854969,9.07959495458897,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-1357.72196621357,"[2.1935301531397, -2.4600976552042857, -2.506947324090392, 0.44349695388402677]","[-0.518084587199572, 3.303604120909203, 0.3325698321062242, -1.9971783795199285]"
1,8,14.5671625153532,3.25505223673364,1.45048133524568,-1.45048133524568,-26.2810734903861,41.6423999420717,5.0171264299775,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-179.002451900757,"[-0.646383719408007, 0.0716152501589142, 0.6859878750479537, 0.03296194661463657]","[-0.24128546207398657, 0.8534500334494981, -1.0356037400280982, -1.2372287492591727]"
1,9,22.0119658366826,1.93597856842954,1.45048133524568,-1.45048133524568,-29.9961157541335,1.42467779864858,1.00831284506594,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-15762.1219959447,"[-1.4651918658394154, -0.3717223477407564, 0.5650130370628585, -0.7992567780541039]","[0.0984527509889115, 0.3117987553328126, 0.05967543534513718, 0.6742941901413237]"
1,10,23.0012070282357,1.41222231589466,1.45048133524568,-1.45048133524568,-32.693003901758,1.73667479096792,3.34253475008296,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-3.78182708362701,"[-1.5172355262167805, 0.3368617017450155, 1.257299505937316, -0.9287889263223125]","[-1.4261201564968895, -0.7542457714608205, -1.1965383410151516, -0.44649455820331974]"
1,11,23.5597098321618,3.61379720676969,1.45048133524568,-1.45048133524568,-29.261523267715,3.22128553401006,61.1417192059772,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-90.5233963959618,"[-0.951051564560012, -0.44443715505709575, -0.09962096352254182, -1.149539764377467]","[0.9077437241039348, -0.7288589249323236, -1.9581711536288189, 0.10050467580262734]"
1,12,22.9885220848414,1.31095931527622,1.45048133524568,-1.45048133524568,-30.1102009474419,1.66653209590017,2.37334512463215,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-449.064961392351,"[-0.20997274749852107, -1.6979438785184309, -1.2736470092961014, -0.5439635094004717]","[-0.4760914021984288, -0.2031618927630654, -0.5795315709615585, 0.24712043341736847]"
1,13,144.891972558246,54.2027777755803,1.45048133524568,-1.45048133524568,-Inf,Inf,Inf,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,NA,"[3.9061993865570948, -1.330500946614756, 0.698190223653758, -6.206296124447852]","[-9.791777563936504, -0.6005379125260869, -1.0614064373288206, -11.484944893694589]"
1,14,23.5430834717534,2.1328085715324,1.45048133524568,-1.45048133524568,-30.8330984355943,2.14950083617488,3.82125835825083,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-121.937823203728,"[-0.30083931149487936, -0.42479711232691264, 0.6258021337282685, -0.05487682445394119]","[-0.25814643127650894, 1.0721347965304056, -0.8326724193148538, -1.1450347364893763]"
1,15,24.4342391314591,1.7660633488781,1.45048133524568,-1.45048133524568,-30.8653829343036,1.22054449992796,0.905731193943912,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-635.067844490047,"[0.8715763240111728, 1.1851137829116971, 0.52368570913931, -0.9832034060354524]","[-0.3684301668262586, -0.7498331874439236, -0.13237959873764177, 1.2110494614371072]"
1,16,22.5641943092059,2.91291692195044,1.45048133524568,-1.45048133524568,-30.3795768814066,8.11204551352654,2.50466419975383,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-342.726701079078,"[-0.16376012229310397, -0.2273683570474789, 0.5684723585763212, -0.12743273072329483]","[0.6989583202716136, -0.3162555232311805, -0.6233046160842526, 0.91163827007708]"
1,17,23.369645293842,3.6303550390748,1.45048133524568,-1.45048133524568,-32.1207258107353,4.19195492170972,1.50502206391906,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-115899.977193029,"[-1.097081180946612, -2.2213542987667125, 1.8799627148770646, 2.329262440779876]","[2.093370285239652, 0.802194653130183, -0.7010201886216485, 0.6136560437029641]"
1,18,13.2903998497847,2.66387033619577,1.45048133524568,-1.45048133524568,-30.2361490470313,14.7706031719666,8.60324760140748,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-409.722486379172,"[1.146800848395704, 0.031059464366068375, -0.1600540902008244, 0.5444532254559656]","[-0.44617452081760056, 1.0323455476318963, -0.42469829322590574, -0.8995478947544602]"
1,19,23.6411621831028,1.69659383866989,1.45048133524568,-1.45048133524568,-29.6284804004217,1.81484516936744,0.892755066212774,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-6263.58446173281,"[0.25608325757164263, 0.01612910878007827, 1.7314547580338295, 0.930671189263089]","[-0.2179552981564378, -0.3502484737275762, -0.7706759905005751, 0.3333875211163277]"
1,20,24.0147054146839,5.49836051452617,1.45048133524568,-1.45048133524568,-28.3688918156114,2.69336663337401,11.9341551540392,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",2,23.4,2,-251.912979188544,"[-0.5402435966680176, 0.23493854506532383, 0.8326819597619753, -0.678450836706416]","[-0.17107945266428767, 0.4412803139807266, 1.1328832143469372, 1.0173205790758368]"
1,1,22.2421157414059,3.63484896637704,1.28931674244061,-1.28931674244061,-30.4153574498286,1.68554023741619,1.7718096600057,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-151.318752848893,"[0.32304955972806493, -0.747540927135449, -0.07024950900486687, 0.036880158566632126]","[0.16278668454859663, 0.16138549313961345, -0.9555805775501057, -0.18358973144874272]"
1,2,22.4187229848856,2.93093952792887,1.28931674244061,-1.28931674244061,-24.9906280164965,3.74665356015074,2.08600402990024,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-2176.04681666164,"[0.05532778144335353, -1.6984063218354009, -0.7345933622064131, 0.09513317715661544]","[0.3596018869323984, 0.30051414977886937, -0.4095185538285921, 0.425890573278615]"
1,3,21.6244062888029,2.47290807899981,1.28931674244061,-1.28931674244061,-30.1021957620524,2.37627518595768,1.7694588140116,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-23737306.0284356,"[-0.6218840229184902, -0.36424448248313984, 0.5021253207919207, -0.41904578147426264]","[-0.5584247373654455, 0.06683824582269385, 1.5709954100340073, 1.8935782189898858]"
1,4,23.4835702128696,2.68068671554467,1.28931674244061,-1.28931674244061,-25.0951238288654,2.47074684292588,1.55106527366089,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-22.4392947278985,"[0.6031197912158968, 0.5317803248641211, 0.24613576190785227, -0.7773154580666964]","[-0.07993225083023123, -0.3817170141164662, -1.399257630296349, -0.15493861391530078]"
1,5,22.3770609761015,3.44173282255678,1.28931674244061,-1.28931674244061,-32.7313906685829,0.698915327223082,0.899921184508358,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-13.7948184330012,"[0.19572704489300077, -0.573037390768961, 2.008684910141646, 1.7241304652850187]","[0.42249274755872374, 0.3683021356278675, -0.33820865075734713, 0.4150211110426336]"
1,6,22.712828785113,2.04229342476211,1.28931674244061,-1.28931674244061,-26.6886379807187,1.3183443359768,2.76022124610672,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-88.4748397593953,"[0.21673900051746928, 0.337073597703898, -0.024542683468115965, -1.0611184559723874]","[-0.2613568386579753, 0.41762265662276893, -0.10248068527344291, 0.2559062710142962]"
1,7,21.786715391747,3.75723362034989,1.28931674244061,-1.28931674244061,-32.8028013631602,1.36946913875868,2.03870138601635,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-1358.32326728422,"[-0.029153137817283042, -0.06991879029110966, 2.236399111608234, 1.3541930485123346]","[0.9579589504706477, -0.827368264817958, -0.42385084226025166, 1.8135158506953044]"
1,8,24.2117790103044,2.7392967067636,1.28931674244061,-1.28931674244061,-30.452000404575,2.04545833737276,2.81751454233686,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-180.487272059836,"[1.186508431029365, 1.381542762388417, 0.9425981748895258, -0.5616365751632263]","[-0.07937991865226139, 0.21873729501830189, 1.5308856314600594, 2.031217710883591]"
1,9,23.1344376716944,2.47452546922308,1.28931674244061,-1.28931674244061,-27.99903536329,2.14184269206519,2.20065891851012,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-15763.0202252303,"[0.04238280464453913, -1.309100841710859, -0.2284319729392999, 0.13089506484399718]","[-0.0018983706754796686, 0.1182632240244165, 0.9410298591335552, 1.6583327683975433]"
1,10,22.3452327705662,2.38782793684038,1.28931674244061,-1.28931674244061,-27.454624509369,0.823339542979827,1.00182125086596,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-1.55913548904552,"[0.060739084440063304, -0.07589906447734011, 0.5331905875094849, -0.22812320813175677]","[-0.41102555799955826, -0.6721808679215648, -0.2752285870558241, 0.9691110344256051]"
1,11,23.4876274320023,1.90273896458335,1.28931674244061,-1.28931674244061,-27.2870043980534,4.76269695881041,2.41299153987609,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-91.4068081345883,"[0.9728843445304913, -1.6691558937286408, -1.4998210807683932, -0.07954571856286198]","[-0.8654804542232513, 0.4282425145356558, 2.656240689426661, 2.4177742873644057]"
1,12,22.6080042691511,1.90463615788504,1.28931674244061,-1.28931674244061,-24.8076562668592,2.18952995451694,2.00266323589553,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,-446.778607325018,"[0.11829577939322079, -0.053712555853407604, 0.4258022628197091, -0.3318409361603144]","[-1.2104350299570505, 0.8436889602480719, 1.038932284181262, 0.25255983386581166]"
1,13,134.186489075114,43.1787014066884,1.28931674244061,-1.28931674244061,-Inf,Inf,Inf,"line","[[0, 0, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]",3,22.1,3,NA,"[3.9061993865570948, -1.330500946614756, 0.698190223653758, -6.206296124447852]","[-9.791777563936504, -0.6005379125260869, -1.0614064373288206, -11.484944893694589]"
