Unnamed: 0,func.name,tpt,model_pred_x,model_pred_y,model_std_x,model_std_y,model_posterior,model_particle,pred_x,pred_y,rt,true_x,true_y,trial_idx,correct,subj_id,acceptance_dist,prev_pt_buffer,min_x,max_x,min_y,max_y,prev_x,prev_y,id,r_id,range_x,range_y,range_xy,p_lapse,sd_motor,sd_prev,p_rand0,p_rand,p_prev,lik_x,lik_y,weighted_lik_x,weighted_lik_y,p_data_x,p_data_y,LL
192363,hexagon,13,0.393691435217454,0.0547707208989624,0.100383817998238,0.0223912464624572,3.1965284836629e-09,140,0.589734009205053,0.219831502785154,365.300000071526,0.587820118733407,0.222891092427008,1,1.0,jr2opktjtb,0.268292827159945,0.100609810184979,0,1,0,0.750000000000001,0.393691435217454,0.222891092427007,1814,jr2opktjtb,5.15122228147094,3.86341671110321,5.15122228147094,0.1108989152005497,0.006016608179007977,0.0633681728616434,0.0,0.0,0.1108989152005497,0.5932619971587497,1.6990666199218008e-10,1.896378872192682e-09,5.431114846220882e-19,9.30631376714758,4.003131123260862,3.617769905226343
536663,square_spiral,6,0.375730010891239,0.0436133623766386,0.0588233803617559,0.181205365407274,1.23712644138113e-06,140,0.520537185960811,0.186244107586924,278.0,0.52071166485146,0.188595016336859,13,1.0,bnkjjr0y06,0.359240855036898,0.134715320638837,0,1,0,0.75,0.375730010891239,0.188595016336859,3217,bnkjjr0y06,6.89742441670844,5.17306831253133,6.89742441670844,0.1776374721023718,0.00548910390292124,0.06698535888445646,0.0,0.0,0.1776374721023718,0.33488986602542253,1.6148313993597458,4.143011082106344e-07,1.9977506225204327e-06,1.5826149728663041,5.786916388174166,2.2146780993485975
332723,plus,8,0.386443203484416,0.513094562938612,0.0043845625595063,0.0681378834551465,9.89890902457785e-130,140,0.475130671120928,0.554740445770286,212.099999904633,0.479223950913121,0.568635132476662,14,1.0,cfv5hmqdm2,0.536246077965827,0.201092279237185,0,1,0,0.750000000000001,0.482678808188134,0.471570790718687,5994,cfv5hmqdm2,10.2959246969439,7.72194352270791,10.2959246969439,0.23598840827182008,0.0055607717554072575,0.06631747950891266,0.019932118226697552,0.004703748853804088,0.231284659418016,4.912962335789299e-33,4.847277920295542,4.863296720315577e-162,4.798276314985049e-129,5.856956199464201,2.573869992246108,2.7130406485924907
701923,zigzag_1,6,0.615703745324662,0.361869305476003,0.0213899999555938,0.015307274411806,1.71008574222682e-05,140,0.610407585865619,0.280421446848162,438.200000047684,0.60979061061084,0.291865970418794,20,1.0,nwkn1dm9nn,0.68493841956189,0.256851907335709,0,1,0,0.750000000000003,0.644700076116706,0.359420004881399,6232,nwkn1dm9nn,13.1508176555882,9.86311324169122,13.1508176555882,0.2684281857440478,1e-05,0.0565971179202225,0.02366244074112601,0.006351666038416497,0.26207651970563134,18.08784733137164,1.8545576671484686e-05,0.0003093176982895408,3.171452624728029e-10,9.662683061325842,1.8773223536106447,2.8981178408754475
331743,plus,8,0.386443203484416,0.513094562938612,0.0043845625595063,0.0681378834551465,9.89890902457785e-130,140,0.477660838416797,0.584391403035892,248.300000071526,0.479223950913121,0.568635132476662,5,1.0,u7eacnuhw8,0.536246077965827,0.201092279237185,0,1,0,0.750000000000001,0.482678808188134,0.471570790718687,3549,u7eacnuhw8,10.2959246969439,7.72194352270791,10.2959246969439,0.12783990643174023,0.006427304806058348,0.06849075532506453,0.0,0.0,0.12783990643174023,7.284598954689333e-29,3.38802198629312,7.210958233300461e-158,3.3537721415585134e-129,6.432436008704217,1.5179332899765354,2.2787030490128934
192503,hexagon,13,0.393691435217454,0.0547707208989624,0.100383817998238,0.0223912464624572,3.1965284836629e-09,140,0.59173478630943,0.225065471077553,625.09999999404,0.587820118733407,0.222891092427008,4,1.0,gphp8blehl,0.268292827159945,0.100609810184979,0,1,0,0.750000000000001,0.393691435217454,0.222891092427007,1964,gphp8blehl,5.15122228147094,3.86341671110321,5.15122228147094,0.21169773717812485,0.00507758661329927,0.08019492036677234,0.09303951811100705,0.019696255452243357,0.1920014817258815,0.5697336037792887,1.9675938815941317e-11,1.8211696925804092e-09,6.289469886796489e-20,8.161602621628132,3.929715105726083,3.4680074804732737
195723,hexagon,14,0.733416631370372,0.138830906662985,0.100383817998238,0.0223912464624572,2.00742011433033e-09,140,0.681797717201355,0.388523389873025,127.0,0.684884460491384,0.391011463955053,6,1.0,4nkrou6g2j,0.268292827159945,0.100609810184979,0,1,0,0.750000000000001,0.587820118733407,0.222891092427008,3270,4nkrou6g2j,5.15122228147094,3.86341671110321,5.15122228147094,0.1727187064049318,0.00538408254146517,0.06481606013617569,0.0,0.0,0.1727187064049318,3.4783216299260733,5.149406161906248e-25,6.982452804023859e-09,1.0337021506267148e-33,5.3030883947116925,3.299288949945839,2.861996342370501
126423,f_curly_2,6,0.758470199986437,0.486709014529186,0.0053102936766705,0.0779337323722091,1.86942079575968e-276,140,0.791044202468298,0.442110829551719,1119.39999999851,0.617547330147846,0.550010866556685,14,0.0,p8rr2wy859,0.577601305251165,0.216600489469187,0,1,0,0.749999999999999,0.698955677568687,0.484980860603813,4207,p8rr2wy859,11.0899450608224,8.31745879561677,11.0899450608224,0.07809908698914372,0.004347809916928147,0.003272350692891023,0.0,0.0,0.07809908698914372,0.0007460812631306564,4.341294825476262,1.3947398286230987e-279,8.115706827269213e-276,3.6612711971815806,3.2340432543159126,2.4715435446766363
536803,square_spiral,6,0.375730010891239,0.0436133623766386,0.0588233803617559,0.181205365407274,1.23712644138113e-06,140,0.381684424719299,0.0608698236922046,1759.79999999702,0.52071166485146,0.188595016336859,7,0.0,pzrazuao7z,0.359240855036898,0.134715320638837,0,1,0,0.75,0.375730010891239,0.188595016336859,3442,pzrazuao7z,6.89742441670844,5.17306831253133,6.89742441670844,0.2761160817267452,0.0036347502080406493,0.06806628205254238,0.0,0.0,0.2761160817267452,6.734665405834049,2.1912056322343063,8.33163264741208e-06,2.7107984261403165e-06,6.7755976759717145,1.5899623836899428,2.3770379386260463
794463,zigzag_3,6,0.580303672078176,0.270675739129072,0.0113404588803733,0.0080993824923697,0.0206007443003402,140,0.598789802989519,0.319596171467844,908.0,0.600126811572619,0.295707442022228,6,1.0,0jul01nsqf,1.15340279082964,0.432526046561114,0,1,0,0.750000000000002,0.605335374971331,0.250852599634629,712,0jul01nsqf,22.145333583929,16.6090001879468,22.145333583929,0.32782052694925856,1e-05,0.05714194991921277,0.0,0.0,0.32782052694925856,9.316812784931328,5.895744059841155e-07,0.19193327787651077,1.2145671583703728e-08,6.5508101906697815,1.1629268603771468,2.03052871803308
