Unnamed: 0,func.name,tpt,model_pred_x,model_pred_y,model_std_x,model_std_y,model_posterior,model_particle,pred_x,pred_y,rt,true_x,true_y,trial_idx,correct,subj_id,acceptance_dist,prev_pt_buffer,min_x,max_x,min_y,max_y,prev_x,prev_y,id,r_id,min_bound_x,min_bound_y,max_bound_x,max_bound_y,range_x,range_y,range_xy,p_lapse,sd_motor,sd_prev,p_rand0,p_rand,p_prev,lik_x,lik_y,weighted_lik_x,weighted_lik_y,p_data_x,p_data_y,LL
1,3_pts,3,0.63682023585678,0.339790678286361,0.121366033346538,0.025183353386568,1,0,0.691311612364244,0.34155101437984,1421.40000003576,0.402922597226616,0.341133303435813,1,0,4lj0bpd5w5,0.536513460860874,0.201192547822828,0,1,0,0.682266606871627,0.597077402773385,0.341133303435813,19,4lj0bpd5w5,-4.1505292242644,-3.51403409743202,6.15052922426439,3.51403409743202,10.3010584485288,7.02806819486404,10.3010584485288,0.22098155159532368,0.01088469347216745,0.06582239101367822,0.0,0.0,0.22098155159532368,2.9624337555094353,14.51147317239532,2.9624337555094353,14.51147317239532,2.7884380196986815,12.64402325115135,3.562666222748192
3358,square_spiral,14,0.43210958670256,0.576132408092242,0.121431737971409,0.030346569026612,1,0,0.386450065497279,0.617465752187012,968.700000047684,0.375730010891239,0.623539978217521,10,1,cfv5hmqdm2,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5730,cfv5hmqdm2,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.23895687058852694,0.027004294295114317,0.062148197452277405,0.022512314839501918,0.0053794723037510345,0.23357739828477592,2.9980708372233154,5.85234433391394,2.9980708372233154,5.85234433391394,2.432407653327156,5.954097165956441,2.6729611525708687
3365,stairs,3,0.66824866012617,0.135930421967661,0.0197135924757916,0.0237859643420056,1,0,0.67027677720886,0.1437588348874,1856.5,0.712194196898857,0.176109527499312,18,0,p4j9zv8tlc,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1744,p4j9zv8tlc,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.31315822036499963,0.006522073500143961,0.04981050473905913,0.0,0.0,0.31315822036499963,19.12131127830716,15.380529488651053,19.12131127830716,15.380529488651053,14.54781192075827,12.983435059671082,5.241114917621655
3364,stairs,3,0.66824866012617,0.135930421967661,0.0197135924757916,0.0237859643420056,1,0,0.660641930588168,0.203036402173097,556.800000011921,0.712194196898857,0.176109527499312,15,0,0jul01nsqf,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1714,0jul01nsqf,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.24675597932248278,0.013242973340880657,0.061055937339695734,0.0,0.0,0.24675597932248278,15.958499584518776,0.7023804248585391,15.958499584518776,0.7023804248585391,12.968283588893241,1.323487022955475,2.842776590095297
3363,stairs,3,0.66824866012617,0.135930421967661,0.0197135924757916,0.0237859643420056,1,0,0.667084377610694,0.136909072377808,3815.5,0.712194196898857,0.176109527499312,18,0,4lj0bpd5w5,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1204,4lj0bpd5w5,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.22098155159532368,0.01088469347216745,0.06582239101367822,0.0,0.0,0.22098155159532368,17.69219917074093,15.240497544614653,17.69219917074093,15.240497544614653,14.709107388532109,13.205425248038267,5.269094600975681
3362,stairs,3,0.66824866012617,0.135930421967661,0.0197135924757916,0.0237859643420056,1,0,0.682938765509211,0.197160382562075,2193.69999999925,0.712194196898857,0.176109527499312,8,1,lw2cc8c6k7,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,679,lw2cc8c6k7,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.3128920148658593,0.015274814013114105,0.07983397444930906,0.0,0.0,0.3128920148658593,13.448979074473126,1.351511655903337,13.448979074473126,1.351511655903337,10.614365360845218,2.030758624875569,3.0706177364317386
3361,stairs,3,0.66824866012617,0.135930421967661,0.0197135924757916,0.0237859643420056,1,0,0.722501835328665,0.186025094953919,2288.5,0.712194196898857,0.176109527499312,4,1,2erutzn4hb,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,454,2erutzn4hb,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.2919889808961496,1e-05,0.06555930116484218,0.0,0.0,0.2919889808961496,0.4586656101388838,1.8257239227975923,0.4586656101388838,1.8257239227975923,2.1013110485061404,2.5322097887500803,1.6716538145483861
3360,square_spiral,14,0.43210958670256,0.576132408092242,0.121431737971409,0.030346569026612,1,0,0.367091070924099,0.598097311191061,582.400000095367,0.375730010891239,0.623539978217521,18,1,jr2opktjtb,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5865,jr2opktjtb,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.20271848678899856,0.005122673301739173,0.05108254595542906,0.0,0.0,0.20271848678899856,2.844780855547022,10.048241648998834,2.844780855547022,10.048241648998834,2.28529725690021,9.409777183907755,3.0682453810996613
3359,square_spiral,14,0.43210958670256,0.576132408092242,0.121431737971409,0.030346569026612,1,0,0.377720605256201,0.611644240674833,208.0,0.375730010891239,0.623539978217521,12,1,nwkn1dm9nn,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5835,nwkn1dm9nn,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.24287145573014324,0.007756902050099767,0.07456142968818844,0.0,0.0,0.24287145573014324,2.966936352297604,6.69784066471796,2.966936352297604,6.69784066471796,2.452959649177259,6.354180754391226,2.7464082983414166
3357,square_spiral,14,0.43210958670256,0.576132408092242,0.121431737971409,0.030346569026612,1,0,0.392079903698583,0.631181916371607,426.10000000149,0.375730010891239,0.623539978217521,10,1,p797xgr11w,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5580,p797xgr11w,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.16587219278099188,0.017367336102168097,0.053896847201662705,0.0,0.0,0.16587219278099188,3.0835929435004146,3.303776830773696,3.0835929435004146,3.303776830773696,2.6432729860519686,3.9712716225427283,2.351104268081821
