Unnamed: 0,func.name,tpt,model_pred_x,model_pred_y,model_std_x,model_std_y,model_posterior,model_particle,X.1,X,func_scale,pred_x,pred_y,rt,true_x,true_y,trial_idx,correct,subj_id,acceptance_dist,prev_pt_buffer,min_x,max_x,min_y,max_y,prev_x,prev_y,id,r_id,range_x,range_y,range_xy,p_lapse,sd_motor,sd_prev,p_rand0,p_rand,p_prev,lik_x,lik_y,weighted_lik_x,weighted_lik_y,p_data_x,p_data_y,LL
61,3_pts,3,0.622076132495162,0.382039178772933,0.120067147017602,0.0380665250694551,1.0,0.0,19,18,149.110890659918,0.691311612364244,0.375417710944027,1421.40000003576,0.402922597226616,0.375,1,0.0,4lj0bpd5w5,0.536513460860874,0.201192547822828,0,1,0,0.750000000000001,0.597077402773385,0.375,19,4lj0bpd5w5,10.3010584485288,7.7257938363966,10.3010584485288,0.225051799018477,0.021115426539733223,0.06984476228692164,0.0,0.0,0.225051799018477,2.785053270107161,9.059207178756434,2.785053270107161,9.059207178756434,2.6756162954730915,8.305853742833358,3.10114028108041
4198,square_spiral,14,0.367768359909867,0.593555399742509,0.0402936955682837,0.0272674524563441,1.0,0.0,5730,5729,222.691820482899,0.386450065497279,0.617465752187012,968.700000047684,0.375730010891239,0.623539978217521,10,1.0,cfv5hmqdm2,0.359240855036898,0.134715320638837,0,1,0,0.75,0.52071166485146,0.623539978217521,5730,cfv5hmqdm2,6.89742441670844,5.17306831253133,6.89742441670844,0.1622034191352171,0.04504008905138871,0.003910730753343737,0.02828366676431476,0.004587707454852956,0.15761571168036415,6.293359525366885,6.834719889212602,6.293359525366885,6.834719889212602,5.277142799516566,10.544884934108788,4.019025716775946
4265,stairs,3,0.659375342714386,0.166666573924797,0.0218261112357991,0.0255093717706089,1.0,0.0,1744,1743,36.1850941777514,0.67027677720886,0.168399470111931,1856.5,0.712194196898857,0.200750162723844,18,0.0,p4j9zv8tlc,2.21085509981036,0.829070662428886,0,1,0,0.749999999999998,0.723588936014035,0.155032790374874,1744,p4j9zv8tlc,42.448417916359,31.8363134372692,42.448417916359,0.1616832384511046,0.030448403563498934,0.004327272070161736,0.0,0.0,0.1616832384511046,10.20749406423979,10.03381822633715,10.20749406423979,10.03381822633715,8.557113366691194,8.537828889876003,4.291269656890847
4264,stairs,3,0.659375342714386,0.166666573924797,0.0218261112357991,0.0255093717706089,1.0,0.0,1714,1713,36.1850941777514,0.660641930588168,0.227677037397629,556.800000011921,0.712194196898857,0.200750162723844,15,0.0,0jul01nsqf,2.21085509981036,0.829070662428886,0,1,0,0.749999999999998,0.723588936014035,0.155032790374874,1714,0jul01nsqf,42.448417916359,31.8363134372692,42.448417916359,0.1527264567433372,0.0363326092322086,0.0040895515549374106,0.023565090750991634,0.0035990128132341393,0.14912744393010308,9.408276641219459,3.495091388887025,9.408276641219459,3.495091388887025,7.974982897845728,2.966097148607737,3.163556501459368
4263,stairs,3,0.659375342714386,0.166666573924797,0.0218261112357991,0.0255093717706089,1.0,0.0,1204,1203,36.1850941777514,0.667084377610694,0.161549707602339,3815.5,0.712194196898857,0.200750162723844,18,0.0,4lj0bpd5w5,2.21085509981036,0.829070662428886,0,1,0,0.749999999999998,0.723588936014035,0.155032790374874,1204,4lj0bpd5w5,42.448417916359,31.8363134372692,42.448417916359,0.225051799018477,0.021115426539733223,0.06984476228692164,0.0,0.0,0.225051799018477,12.720231682694898,11.904288086664453,12.720231682694898,11.904288086664453,10.784220810795045,10.505083639091625,4.729943325840489
4262,stairs,3,0.659375342714386,0.166666573924797,0.0218261112357991,0.0255093717706089,1.0,0.0,679,678,36.1850941777514,0.682938765509211,0.221801017786607,2193.69999999925,0.712194196898857,0.200750162723844,8,1.0,lw2cc8c6k7,2.21085509981036,0.829070662428886,0,1,0,0.749999999999998,0.723588936014035,0.155032790374874,679,lw2cc8c6k7,42.448417916359,31.8363134372692,42.448417916359,0.2512911320490272,0.030920377270452045,0.0741372121975584,0.0,0.0,0.2512911320490272,8.683634719751891,3.864748774143586,8.683634719751891,3.864748774143586,7.665015980900567,3.7949887423015696,3.3703480416278824
4261,stairs,3,0.659375342714386,0.166666573924797,0.0218261112357991,0.0255093717706089,1.0,0.0,454,453,36.1850941777514,0.722501835328665,0.21066573017845,2288.5,0.712194196898857,0.200750162723844,4,1.0,2erutzn4hb,2.21085509981036,0.829070662428886,0,1,0,0.749999999999998,0.723588936014035,0.155032790374874,454,2erutzn4hb,42.448417916359,31.8363134372692,42.448417916359,0.1713476552998018,0.02790201394418293,0.05132733866306416,0.0,0.0,0.1713476552998018,2.301715826568907,5.3607930758844935,2.301715826568907,5.3607930758844935,3.238824994350986,5.182407001954569,2.8204802285008164
4200,square_spiral,14,0.367768359909867,0.593555399742509,0.0402936955682837,0.0272674524563441,1.0,0.0,5865,5864,222.691820482899,0.367091070924099,0.598097311191061,582.400000095367,0.375730010891239,0.623539978217521,18,1.0,jr2opktjtb,0.359240855036898,0.134715320638837,0,1,0,0.75,0.52071166485146,0.623539978217521,5865,jr2opktjtb,6.89742441670844,5.17306831253133,6.89742441670844,0.1251419559268119,0.03051776396966335,0.004799756276120843,0.029449638803427918,0.0036853854011991063,0.1214565705256128,7.891921932642889,9.688304889858658,7.891921932642889,9.688304889858658,6.907996770768507,8.480813302777394,4.070486046373036
4199,square_spiral,14,0.367768359909867,0.593555399742509,0.0402936955682837,0.0272674524563441,1.0,0.0,5835,5834,222.691820482899,0.377720605256201,0.611644240674833,208.0,0.375730010891239,0.623539978217521,12,1.0,nwkn1dm9nn,0.359240855036898,0.134715320638837,0,1,0,0.75,0.52071166485146,0.623539978217521,5835,nwkn1dm9nn,6.89742441670844,5.17306831253133,6.89742441670844,0.2000355492223255,0.02350723475410435,0.06574858052340006,0.0,0.0,0.2000355492223255,8.359496668850602,9.767209965949018,8.359496668850602,9.767209965949018,6.8013415698929816,9.007470971025098,4.115174223292046
4197,square_spiral,14,0.367768359909867,0.593555399742509,0.0402936955682837,0.0272674524563441,1.0,0.0,5580,5579,222.691820482899,0.392079903698583,0.631181916371607,426.10000000149,0.375730010891239,0.623539978217521,10,1.0,p797xgr11w,0.359240855036898,0.134715320638837,0,1,0,0.75,0.52071166485146,0.623539978217521,5580,p797xgr11w,6.89742441670844,5.17306831253133,6.89742441670844,0.08623990714099397,0.031097745095896544,0.005237752271713284,0.0,0.0,0.08623990714099397,6.993006254682269,6.377012036537827,6.993006254682269,6.377012036537827,6.389930044094463,8.092899005144934,3.9457103317639755
