"","X","func_scale","response_x","response_y","rt","true_x","true_y","tpt","trial_idx","correct","seq_id","subject_id","age","school","shapes_basic","shapes_advanced","acceptance_dist","prev_pt_buffer","min_x","max_x","min_y","max_y","prev_x","prev_y"
"550",669,72.4980878160786,0.21149011572108,-0.0854740926203084,846,3,3,9,3,0,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,2,3
"551",670,72.4980878160786,3.75313747643205,2.84252149767045,1124,0,4,10,3,0,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,3,3
"552",671,72.4980878160786,0.351753377531416,4.57827936257335,378.000000000466,1,4,11,3,1,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,0,4
"553",672,72.4980878160786,1.92971507289769,4.73607553210998,2672,2,4,12,3,1,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,1,4
"554",673,72.4980878160786,2.73622882830712,4.98153624027806,827,3,4,13,3,1,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,2,4
"555",674,72.4980878160786,3.19208442919071,5.41985893343536,943,4,4,14,3,0,"increasing_lines","4y7vcg4e3f",4.2,"preschool","yes","yes",1.1034773800235,0.413804017508812,-8.92671618155893,12.2600495148923,-4.61170380283586,11.2783704695025,3,4
"556",675,126.048659197836,NA,NA,NA,0,0,0,4,NA,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"557",676,126.048659197836,NA,NA,NA,-0.172095102735381,0.985080339675145,1,4,NA,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,0,0
"558",677,126.048659197836,NA,NA,NA,-0.344190205470762,1.97016067935029,2,4,NA,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-0.172095102735381,0.985080339675145
"559",678,126.048659197836,-0.391568034198237,2.32400676586592,1769,-0.516285308206144,2.95524101902543,3,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-0.344190205470762,1.97016067935029
"560",679,126.048659197836,-0.512578662198672,3.28200757086936,642,-1.0911526822508,2.13699441667441,4,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-0.516285308206144,2.95524101902543
"561",680,126.048659197836,-1.14788445920096,1.76937472086392,562,-1.66602005629546,1.31874781432338,5,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-1.0911526822508,2.13699441667441
"562",681,126.048659197836,0.909296216806439,2.2635014518657,2015,-2.24088743034012,0.500501211972356,6,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-1.66602005629546,1.31874781432338
"563",682,126.048659197836,-2.52942246220592,0.0449732718577258,165,-2.4129825330755,1.4855815516475,7,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-2.24088743034012,0.500501211972356
"564",683,126.048659197836,-2.13613792120451,1.91055378686443,694,-2.58507763581088,2.47066189132264,8,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-2.4129825330755,1.4855815516475
"565",684,126.048659197836,-2.04537995020418,2.00131175786476,932,-2.75717273854626,3.45574223099779,9,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-2.58507763581088,2.47066189132264
"566",685,126.048659197836,-1.69243228520291,2.65678599286712,778,-3.33204011259092,2.63749562864676,10,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-2.75717273854626,3.45574223099779
"567",686,126.048659197836,-1.55125321920241,3.35259710386962,765,-3.90690748663558,1.81924902629574,11,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-3.33204011259092,2.63749562864676
"568",687,126.048659197836,-1.4100741532019,3.86689227287147,782,-4.48177486068024,1.00100242394471,12,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-3.90690748663558,1.81924902629574
"569",688,126.048659197836,0.23365354380401,0.0550574908577621,12886,-4.65386996341562,1.98608276361986,13,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-4.48177486068024,1.00100242394471
"570",689,126.048659197836,-4.37483453921256,2.11223816686516,332,-4.825965066151,2.971163103295,14,4,0,"zigzag_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.634675533314782,0.238003324993043,-9.5400030242155,2.64576721542831,-2.44740448036998,6.69192319936287,-4.65386996341562,1.98608276361986
"571",690,138.503842135905,NA,NA,NA,1,0,0,5,NA,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"572",691,138.503842135905,NA,NA,NA,0.0653223623952687,0.698984619355586,1,5,NA,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,1,0
"573",692,138.503842135905,NA,NA,NA,-1.30114361554693,0.0984721441039566,2,5,NA,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,0.0653223623952687,0.698984619355586
"574",693,138.503842135905,0.993765154018348,-0.336942061624224,3550,-1.57055935733956,-1.32156131874234,3,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-1.30114361554693,0.0984721441039566
"575",694,138.503842135905,1.13142584245954,-0.327764682394811,43.9999999995343,-0.716337814536774,-1.95892427466314,4,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-1.57055935733956,-1.32156131874234
"576",695,138.503842135905,-0.419551247311214,-1.75025846295379,635.000000000466,-0.250550581775501,-1.28317921654756,5,5,1,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-0.716337814536774,-1.95892427466314
"577",696,138.503842135905,-0.0891655950523553,-0.887584815388989,890,-1.15336468216497,-0.562000023225261,6,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-0.250550581775501,-1.28317921654756
"578",697,138.503842135905,0.80104019020068,-0.300232544706573,2052,-2.53084568360575,-1.12527604624581,7,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-1.15336468216497,-0.562000023225261
"579",698,138.503842135905,-2.60376750391145,-0.795811023094862,1267,-2.83907152907645,-2.54402111088937,8,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-2.53084568360575,-1.12527604624581
"580",699,138.503842135905,-2.95250791462913,-3.24617127734807,661,-1.99831034992825,-3.21780799751126,9,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-2.83907152907645,-2.54402111088937
"581",700,138.503842135905,-1.52083675484074,-3.09933320967746,104,-1.50220172082142,-2.5663218973512,10,5,1,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-1.99831034992825,-3.21780799751126
"582",701,138.503842135905,-1.17209634412306,-2.06228935675382,2024.99999999953,-2.37243342890271,-1.82401755719137,11,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-1.50220172082142,-2.5663218973512
"583",702,138.503842135905,0.975410395559523,-0.107507580888905,2487.99999999953,-3.75968791285882,-2.34971215984288,12,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-2.37243342890271,-1.82401755719137
"584",703,138.503842135905,-4.16392197291162,-2.23665956211266,909,-4.10665974582884,-3.76588184681811,13,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-3.75968791285882,-2.34971215984288
"585",704,138.503842135905,-4.30158266135281,-4.29239250950112,333,-3.28056003678854,-4.47562600546816,14,5,0,"f_curly_2","4y7vcg4e3f",4.2,"preschool","yes","yes",0.577601305251165,0.216600489469187,-8.00193064596212,3.08801441486025,-6.6615903161942,1.65586847942257,-4.10665974582884,-3.76588184681811
"586",720,69.3599847651281,NA,NA,NA,0,0,0,1,NA,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"587",721,69.3599847651281,NA,NA,NA,-0.993325447527948,-0.115345373957524,1,1,NA,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,0,0
"588",722,69.3599847651281,NA,NA,NA,-1.9866508950559,-0.230690747915048,2,1,NA,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-0.993325447527948,-0.115345373957524
"589",723,69.3599847651281,-3.0126108685364,-0.163974281375665,10813,-2.97997634258385,-0.346036121872572,3,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-1.9866508950559,-0.230690747915048
"590",724,69.3599847651281,-3.98389742923504,-0.512171350305366,1590,-3.97330179011179,-0.461381495830096,4,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-2.97997634258385,-0.346036121872572
"591",725,69.3599847651281,-4.71694389013967,-0.787063773144605,175.000000000116,-4.08864716406932,0.531943951697852,5,1,0,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-3.97330179011179,-0.461381495830096
"592",726,69.3599847651281,-3.98389742923504,1.37542328652407,1373,-4.20399253802684,1.5252693992258,6,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.08864716406932,0.531943951697852
"593",727,69.3599847651281,-4.18548520598381,1.96186045524778,1102,-4.31933791198437,2.51859484675375,7,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.20399253802684,1.5252693992258
"594",728,69.3599847651281,-4.82690085927537,3.2446917618309,209,-4.43468328594189,3.5119202942817,8,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.31933791198437,2.51859484675375
"595",729,69.3599847651281,-4.6253130825266,4.06936903034861,190.999999999884,-5.42800873346984,3.39657492032417,9,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.43468328594189,3.5119202942817
"596",730,69.3599847651281,-5.2117502512503,4.10602135339384,2510,-6.42133418099779,3.28122954636665,10,1,0,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-5.42800873346984,3.39657492032417
"597",731,69.3599847651281,-7.15432337264759,3.29967024639874,361,-7.41465962852574,3.16588417240913,11,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-6.42133418099779,3.28122954636665
"598",732,69.3599847651281,-8.03397912573315,2.84151620833334,1031,-8.40798507605369,3.0505387984516,12,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-7.41465962852574,3.16588417240913
"599",733,69.3599847651281,-8.85865639425087,2.56662378549411,273.000000000116,-8.52333045001121,4.04386424597955,13,1,0,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-8.40798507605369,3.0505387984516
"600",734,69.3599847651281,-8.34552387161762,4.47254458384616,1136,-8.63867582396873,5.0371896935075,14,1,1,"zigzag_3","tf7w16snck",4.4,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-8.52333045001121,4.04386424597955
"601",735,298.181657880505,NA,NA,NA,0,0,0,2,NA,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"602",736,298.181657880505,NA,NA,NA,1,0,1,2,NA,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,0,0
"603",737,298.181657880505,NA,NA,NA,1.5,0.866025403784439,2,2,NA,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,0
"604",738,298.181657880505,1.5792409358064,0.975401475963638,13009,1,1.73205080756888,3,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.5,0.866025403784439
"605",739,298.181657880505,0.990968282013792,1.92601598172996,553,2.22044604925031e-16,1.73205080756888,4,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,1.73205080756888
"606",740,298.181657880505,-0.18131418025409,1.68303379864171,362,-0.5,0.866025403784439,5,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,2.22044604925031e-16,1.73205080756888
"607",741,298.181657880505,-0.547918877545137,0.698316530336684,9624.00000000012,-8.88178419700125e-16,0,6,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-0.5,0.866025403784439
"608",742,298.181657880505,-0.117371500494024,-0.175566759717555,9916.99999999988,0.999999999999999,-1.1331077795296e-15,7,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-8.88178419700125e-16,0
"609",743,298.181657880505,1.08048803367788,0.161198020352127,2481,1.5,0.866025403784437,8,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,0.999999999999999,-1.1331077795296e-15
"610",744,298.181657880505,1.511035410729,1.06492122762773,405,1,1.73205080756888,9,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.5,0.866025403784437
"611",745,298.181657880505,0.863082922493659,1.78534208625781,24320,1.33226762955019e-15,1.73205080756888,10,2,0,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,1.73205080756888
"612",746,298.181657880505,-0.479713352467733,0.962612940011625,3881,-0.499999999999999,0.866025403784438,11,2,1,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1.33226762955019e-15,1.73205080756888
"613",747,298.181657880505,-0.0321145941472691,0.0461011967840081,2671,2.16493489801906e-15,-6.66133814775094e-16,12,2,1,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,-0.499999999999999,0.866025403784438
"614",748,298.181657880505,0.905711375667037,-0.0221043282933959,331,1,6.20364304966215e-16,13,2,1,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,2.16493489801906e-15,-6.66133814775094e-16
"615",749,298.181657880505,1.49398402945965,0.873093188347532,318,1.5,0.86602540378444,14,2,1,"hexagon","tf7w16snck",4.4,"preschool","yes","yes",0.268292827159945,0.100609810184979,-2.02799209311642,3.12323018835452,-1.1481615616514,2.71525514945181,1,6.20364304966215e-16
"616",750,44.5383640965798,NA,NA,NA,0,0,0,3,NA,"sine","tf7w16snck",4.4,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"617",751,44.5383640965798,NA,NA,NA,1,2.52441295442369,1,3,NA,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,0,0
"618",752,44.5383640965798,NA,NA,NA,2,2.72789228047704,2,3,NA,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,1,2.52441295442369
"619",753,44.5383640965798,3.09353213177697,3.13942815389033,6501.00000000012,3,0.423360024179602,3,3,0,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,2,2.72789228047704
"620",754,44.5383640965798,3.00791365589926,-1.76936446309847,539,4,-2.27040748592378,4,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,3,0.423360024179602
"621",755,44.5383640965798,3.77847993879867,-3.76712890024507,556.999999999884,5,-2.87677282398942,5,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,4,-2.27040748592378
"622",756,44.5383640965798,6.60388964276314,-2.71116769775329,545,6,-0.838246494596778,6,3,0,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,5,-2.87677282398942
"623",757,44.5383640965798,5.89040234378222,0.171320990129662,143.000000000116,7,1.97095979615637,7,3,0,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,6,-0.838246494596778
"624",758,44.5383640965798,7.20321897390712,3.4248230734827,4981.99999999988,8,2.96807473987015,8,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,7,1.97095979615637
"625",759,44.5383640965798,7.85962728896958,4.53786325989295,606,9,1.23635545572527,9,3,0,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,8,2.96807473987015
"626",760,44.5383640965798,8.68727255578746,0.114242006211187,1052,10,-1.63206333266811,10,3,0,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,9,1.23635545572527
"627",761,44.5383640965798,10.2569446135455,-3.22487855301956,10266,11,-2.99997061965211,11,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,10,-1.63206333266811
"628",762,44.5383640965798,12.2547090506921,-2.99656261734566,1209.00000000012,12,-1.6097187540013,12,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,11,-2.99997061965211
"629",763,44.5383640965798,11.997853623059,-0.22823189729966,352,13,1.26050111047992,13,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,12,-1.6097187540013
"630",764,44.5383640965798,13.1679727933877,2.11200644335779,943,14,2.97182206708461,14,3,1,"sine","tf7w16snck",4.4,"preschool","yes","yes",1.79620427518449,0.673576603194183,-7.2435610417711,27.2435610417711,-12.7900676549826,13.075273907674,13,1.26050111047992
"631",765,149.185240297642,NA,NA,NA,0,0,0,4,NA,"plus","tf7w16snck",4.4,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"632",766,149.185240297642,NA,NA,NA,0.0355709503422215,-0.999367153498528,1,4,NA,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0,0
"633",767,149.185240297642,NA,NA,NA,0.071141900684443,-1.99873430699706,2,4,NA,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0.0355709503422215,-0.999367153498528
"634",768,149.185240297642,0.236516609129555,-2.26126370201571,3606,0,0,3,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0.071141900684443,-1.99873430699706
"635",769,149.185240297642,0.338760151303774,-0.0459869549076233,3099.00000000012,0.999367153498528,0.0355709503422214,4,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0,0
"636",770,149.185240297642,1.48047970558255,0.0306957017230411,1071,1.99873430699706,0.0711419006844429,5,4,1,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0.999367153498528,0.0355709503422214
"637",771,149.185240297642,2.46031365141882,0.022175406541856,535,0,0,6,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,1.99873430699706,0.0711419006844429
"638",772,149.185240297642,-0.206538740292062,-0.0715478404511782,167,-0.0355709503422214,0.999367153498528,7,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0,0
"639",773,149.185240297642,-0.112815493299028,1.40246322589381,631.999999999884,-0.0711419006844428,1.99873430699706,8,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,-0.0355709503422214,0.999367153498528
"640",774,149.185240297642,-0.070214017393103,2.39081746691127,1749,0,0,9,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,-0.0711419006844428,1.99873430699706
"641",775,149.185240297642,0.22799631394837,-0.293075515161986,6279.99999999988,-0.999367153498528,-0.0355709503422213,10,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0,0
"642",776,149.185240297642,-1.5442250837381,-0.182311677806582,5928,-1.99873430699706,-0.0711419006844426,11,4,1,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,-0.999367153498528,-0.0355709503422213
"643",777,149.185240297642,-2.22584869823289,-0.122669611538288,3805,0,0,12,4,0,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,-1.99873430699706,-0.0711419006844426
"644",778,149.185240297642,-0.104295198117843,-0.974699129656781,2405,0.0355709503422217,-0.999367153498528,13,4,1,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0,0
"645",779,149.185240297642,0.0149889344187466,-1.93749248513068,175.999999999884,0.0711419006844434,-1.99873430699706,14,4,1,"plus","tf7w16snck",4.4,"preschool","yes","yes",0.536246077965827,0.201092279237185,-5.00519561225786,5.29072908468601,-3.85589019701935,3.86605332568856,0.0355709503422217,-0.999367153498528
"646",780,36.1850941777514,NA,NA,NA,0,0,0,5,NA,"stairs","tf7w16snck",4.4,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"647",781,36.1850941777514,NA,NA,NA,-0.483688648008949,1.94063012750686,1,5,NA,"stairs","tf7w16snck",4.4,"preschool","yes","yes",2.21085509981036,0.829070662428886,-33.1769022905807,9.27151562577831,-4.34448959292318,27.491823844346,0,0
