"","X","func_scale","response_x","response_y","rt","true_x","true_y","tpt","trial_idx","correct","seq_id","subject_id","age","school","shapes_basic","shapes_advanced","acceptance_dist","prev_pt_buffer","min_x","max_x","min_y","max_y","prev_x","prev_y"
"1",15,211.940652222154,NA,NA,NA,0,0,0,1,NA,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"2",16,211.940652222154,NA,NA,NA,1,0,1,1,NA,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,0
"3",17,211.940652222154,NA,NA,NA,0,1,2,1,NA,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,0
"4",18,211.940652222154,-0.465389557195744,1.42982162447682,2063,1,1,3,1,0,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,1
"5",19,211.940652222154,1.43580032689228,1.03998773657234,3147,0,0,4,1,0,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,1
"6",20,211.940652222154,-0.0935480025791588,-0.5193478150456,2412,1,0,5,1,0,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,0
"7",21,211.940652222154,0.548178551355915,0.536202404511157,1822,0,1,6,1,0,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,0
"8",22,211.940652222154,1.05196388341709,0.926036292415641,796.000000000058,1,1,7,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,1
"9",23,211.940652222154,0.0383957748654358,-0.00356759412582086,751.000000000058,0,0,8,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,1
"10",24,211.940652222154,0.9080252171139,-0.0215599274137199,256,1,0,9,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,0
"11",25,211.940652222154,-0.141527558013557,1.02799284771374,465.000000000058,0,1,10,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,0
"12",26,211.940652222154,1.17791021643239,0.94402862570354,575.000000000058,1,1,11,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,1
"13",27,211.940652222154,0.0204034415775363,0.0264196280206779,1233.99999999988,0,0,12,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,1
"14",28,211.940652222154,0.944009883689699,-0.075536927277418,223.000000000058,1,0,13,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,0,0
"15",29,211.940652222154,-0.345440668609749,1.08196984757743,620.999999999942,0,1,14,1,1,"hourglass_1","8l625wb2dh",5.1,"preschool","yes","yes",0.377464158769053,0.141549059538395,-3.14746544799244,4.09984640037339,-2.24155146694671,3.19393241932766,1,0
"16",30,298.221781319834,NA,NA,NA,0,0,0,2,NA,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"17",31,298.221781319834,NA,NA,NA,1,0,1,2,NA,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0,0
"18",32,298.221781319834,NA,NA,NA,0.5,0.866025403784439,2,2,NA,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,1,0
"19",33,298.221781319834,0.25706382788874,1.07722205390677,1253,-2.22044604925031e-16,3.33066907387547e-16,3,2,0,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0.5,0.866025403784439
"20",34,298.221781319834,1.03705956443325,-0.12473858929297,909,1,8.81375475580763e-17,4,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,-2.22044604925031e-16,3.33066907387547e-16
"21",35,298.221781319834,0.51706240673691,0.881157551824544,106,0.500000000000001,0.866025403784439,5,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,1,8.81375475580763e-17
"22",36,298.221781319834,-0.01572156631262,-0.00965725111427096,205.000000000116,-7.7715611723761e-16,1.4432899320127e-15,6,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0.500000000000001,0.866025403784439
"23",37,298.221781319834,0.951814128745327,0.0329654667296915,564,0.999999999999999,-8.22925627046488e-16,7,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,-7.7715611723761e-16,1.4432899320127e-15
"24",38,298.221781319834,0.504275591383722,0.915255726099714,552.000000000116,0.500000000000002,0.866025403784439,8,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0.999999999999999,-8.22925627046488e-16
"25",39,298.221781319834,-0.109491545569337,0.0244409231608991,498,2.22044604925031e-16,1.66533453693773e-15,9,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0.500000000000002,0.866025403784439
"26",40,298.221781319834,0.913453682685761,-0.0181817946830634,164.999999999884,1,9.30546457449323e-16,10,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,2.22044604925031e-16,1.66533453693773e-15
"27",41,298.221781319834,0.423292427480194,0.864108464686959,816,0.5,0.866025403784439,11,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,1,9.30546457449323e-16
"28",42,298.221781319834,-0.0114592945282235,-0.0181817946830634,175,1.16573417585641e-15,0,12,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,0.5,0.866025403784439
"29",43,298.221781319834,0.985912303020498,-0.0181817946830634,136,1,2.57299623948262e-15,13,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,1.16573417585641e-15,0
"30",44,298.221781319834,0.495751047814929,0.945091628590488,301,0.499999999999998,0.866025403784439,14,2,1,"triangle_1","8l625wb2dh",5.1,"preschool","yes","yes",0.268256730430439,0.100596273911414,-2.07526461213221,3.07526461213221,-1.64277332450434,2.22012359369397,1,2.57299623948262e-15
"31",45,89.0767281931597,NA,NA,NA,0,0,0,3,NA,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"32",46,89.0767281931597,NA,NA,NA,0,1,1,3,NA,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,0,0
"33",47,89.0767281931597,NA,NA,NA,1,1,2,3,NA,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,0,1
"34",48,89.0767281931597,1.02327590820087,-0.137319415020748,1116,1,0,3,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,1,1
"35",49,89.0767281931597,-0.189652500066704,0.0339175367346742,560,2,0,4,3,0,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,1,0
"36",50,89.0767281931597,2.13631609461112,-1.03631341173672,1389,2,1,5,3,0,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,2,0
"37",51,89.0767281931597,2.5786782199793,1.34673416685958,208,3,1,6,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,2,1
"38",52,89.0767281931597,3.09238907524557,-0.351365604715027,968,3,0,7,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,3,1
"39",53,89.0767281931597,3.77733688226726,-0.32282611275579,767,4,0,8,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,3,0
"40",54,89.0767281931597,3.84868561216535,1.1326879771653,730,4,1,9,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,4,0
"41",55,89.0767281931597,4.74767960888132,1.28965518294111,884,5,1,10,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,4,1
"42",56,89.0767281931597,4.91891656063674,0.262233472408571,467,5,0,11,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,5,1
"43",57,89.0767281931597,6.21746344478203,0.0767267746735296,57,6,0,12,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,5,0
"44",58,89.0767281931597,5.83218030333233,1.11841823118568,373,6,1,13,3,1,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,6,0
"45",59,89.0767281931597,6.9594902357222,0.0481872827142933,173.999999999884,7,1,14,3,0,"alternating_diff_1","8l625wb2dh",5.1,"preschool","yes","yes",0.898102137592243,0.336788301597091,-3.85987575898078,13.3836852827903,-5.99014491447367,6.94252586685463,6,1
"46",60,69.3599847651281,NA,NA,NA,0,0,0,4,NA,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"47",61,69.3599847651281,NA,NA,NA,-0.993325447527948,-0.115345373957524,1,4,NA,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,0,0
"48",62,69.3599847651281,NA,NA,NA,-1.9866508950559,-0.230690747915048,2,4,NA,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-0.993325447527948,-0.115345373957524
"49",63,69.3599847651281,-3.08591551462686,-0.493845188782751,1374,-2.97997634258385,-0.346036121872572,3,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-1.9866508950559,-0.230690747915048
"50",64,69.3599847651281,-4.24046369055166,-0.567149834873215,151,-3.97330179011179,-0.461381495830096,4,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-2.97997634258385,-0.346036121872572
"51",65,69.3599847651281,-5.2117502512503,-0.695432965531526,126,-4.08864716406932,0.531943951697852,5,4,0,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-3.97330179011179,-0.461381495830096
"52",66,69.3599847651281,-4.36874682120997,1.70529419393116,223.999999999884,-4.20399253802684,1.5252693992258,6,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.08864716406932,0.531943951697852
"53",67,69.3599847651281,-4.55200843643613,2.60327610853934,193,-4.31933791198437,2.51859484675375,7,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.20399253802684,1.5252693992258
"54",68,69.3599847651281,-4.60698692100398,3.57456266923798,391,-4.43468328594189,3.5119202942817,8,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.31933791198437,2.51859484675375
"55",69,69.3599847651281,-3.45243874507918,4.19765216100692,294,-5.42800873346984,3.39657492032417,9,4,0,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-4.43468328594189,3.5119202942817
"56",70,69.3599847651281,-6.43960307326557,3.28134408487613,552,-6.42133418099779,3.28122954636665,10,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-5.42800873346984,3.39657492032417
"57",71,69.3599847651281,-7.33758498787375,3.44627953857967,96,-7.41465962852574,3.16588417240913,11,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-6.42133418099779,3.28122954636665
"58",72,69.3599847651281,-8.95028720186395,3.2446917618309,858,-8.40798507605369,3.0505387984516,12,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-7.41465962852574,3.16588417240913
"59",73,69.3599847651281,-9.77496447038166,2.58494994701672,166,-8.52333045001121,4.04386424597955,13,4,0,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-8.40798507605369,3.0505387984516
"60",74,69.3599847651281,-8.45548084075332,5.33387417540911,439.000000000116,-8.63867582396873,5.0371896935075,14,4,1,"zigzag_3","8l625wb2dh",5.1,"preschool","yes","yes",1.15340279082964,0.432526046561114,-17.4940009729622,4.65133261096681,-5.02327054760679,11.58572964034,-8.52333045001121,4.04386424597955
"61",75,149.110890659918,NA,NA,NA,0,0,0,5,NA,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA
"62",76,149.110890659918,NA,NA,NA,1,0,1,5,NA,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
"63",77,149.110890659918,NA,NA,NA,2,0,2,5,NA,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
"64",78,149.110890659918,2.04002095459133,0.579722241075192,1716,0,0,3,5,0,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
"65",79,149.110890659918,1.07674753131778,0.153495062635569,516,1,0,4,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
"66",80,149.110890659918,1.98887369317857,0.0171023655348903,179,2,0,5,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
"67",81,149.110890659918,0.846584854960387,-0.0340448958778641,569,0,0,6,5,0,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
"68",82,149.110890659918,0.88920757280435,-0.0681430701530341,1320,1,0,7,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
"69",83,149.110890659918,1.93772643176582,0.281363216167456,160.999999999884,2,0,8,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
"70",84,149.110890659918,0.070851390200275,-0.0340448958778641,420,0,0,9,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
"71",85,149.110890659918,0.923305747079519,0.110872344791607,664,1,0,10,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
"72",86,149.110890659918,2.08264367243529,0.196117780479532,194,2,0,11,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
"73",87,149.110890659918,1.00855118276744,0.0341514526724751,753.000000000116,0,0,12,5,0,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,2,0
"74",88,149.110890659918,0.923305747079519,-0.0169958087402793,918,1,0,13,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,0,0
"75",89,149.110890659918,2.05707004172891,0.0682496269476451,176.000000000116,2,0,14,5,1,"3_pts","8l625wb2dh",5.1,"preschool","yes","yes",0.536513460860874,0.201192547822828,-4.1505292242644,6.15052922426439,-3.8628969181983,3.8628969181983,1,0
"76",105,24.8430238823309,NA,NA,NA,0,0,0,1,NA,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"77",106,24.8430238823309,NA,NA,NA,-2.44315781172409,1.13180382885532,1,1,NA,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,0,0
"78",107,24.8430238823309,NA,NA,NA,-1.11135026448239,-1.73634690935738,2,1,NA,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-2.44315781172409,1.13180382885532
"79",108,24.8430238823309,-0.0466928446810755,-0.593596427490187,1329,-4.24086541420026,0.12272138623758,3,1,0,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-1.11135026448239,-1.73634690935738
"80",109,24.8430238823309,-4.75390605201806,2.47632522946872,2301,-2.22270052896478,-3.47269381871476,4,1,0,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-4.24086541420026,0.12272138623758
"81",110,24.8430238823309,-4.95856749581532,-2.28205333881759,2186.00000000012,-6.03857301667643,-0.886361056380159,5,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-2.22270052896478,-3.47269381871476
"82",111,24.8430238823309,-0.814173258920796,-5.81246324432033,1880.99999999988,-3.33405079344717,-5.20904072807214,6,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-6.03857301667643,-0.886361056380159
"83",112,24.8430238823309,-6.2377015195482,-4.89148674723265,1110.99999999988,-7.8362806191526,-1.8954434989979,7,1,0,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-3.33405079344717,-5.20904072807214
"84",113,24.8430238823309,-5.06089821771395,-6.37528221476279,2577,-4.44540105792956,-6.94538763742952,8,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-7.8362806191526,-1.8954434989979
"85",114,24.8430238823309,-10.3820957564427,-0.798257871287447,943,-9.63398822162877,-2.90452594161564,9,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-4.44540105792956,-6.94538763742952
"86",115,24.8430238823309,-3.57710275018381,-10.0080228421642,800,-5.55675132241195,-8.6817345467869,10,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-9.63398822162877,-2.90452594161564
"87",116,24.8430238823309,-11.3030722535304,-0.951753954135395,526.000000000116,-11.4316958241049,-3.91360838423338,11,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-5.55675132241195,-8.6817345467869
"88",117,24.8430238823309,-3.57710275018381,-11.1336607830491,959.999999999884,-6.66810158689434,-10.4180814561443,12,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-11.4316958241049,-3.91360838423338
"89",118,24.8430238823309,-13.196190608655,-2.23088797786827,26,-13.2294034265811,-4.92269082685112,13,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-6.66810158689434,-10.4180814561443
"90",119,24.8430238823309,-6.2377015195482,-13.0779444991231,1058,-7.77945185137673,-12.1544283655017,14,1,1,"zigzag_widening","uo2uok3t88",6.1,"1st grade","yes","no",3.22021990474752,1.20758246428032,-38.8404294082047,22.9877927629476,-29.3565238686536,17.0146427597107,-13.2294034265811,-4.92269082685112
"91",120,116.798821200847,NA,NA,NA,0,0,0,2,NA,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",NA,NA,NA,NA,NA,NA,NA,NA
"92",121,116.798821200847,NA,NA,NA,-0.459088015321693,-0.888390789117035,1,2,NA,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,0,0
"93",122,116.798821200847,NA,NA,NA,-0.918176030643386,-1.77678157823407,2,2,NA,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-0.459088015321693,-0.888390789117035
"94",123,116.798821200847,-0.916266238720581,-2.80733869236988,1618,-1.22173893317627,-0.823970178110304,3,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-0.918176030643386,-1.77678157823407
"95",124,116.798821200847,-1.47129081703488,0.272503575531054,1445,-1.52530183570915,0.128841222013462,4,2,1,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-1.22173893317627,-0.823970178110304
"96",125,116.798821200847,-1.71071318415086,0.947239337403343,197,-1.98438985103084,-0.759549567103573,5,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-1.52530183570915,0.128841222013462
"97",126,116.798821200847,-2.20044075325171,-0.521943369899222,1702.99999999988,-2.44347786635253,-1.64794035622061,6,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-1.98438985103084,-0.759549567103573
"98",127,116.798821200847,-3.54991227699629,0.479277438040304,3723.99999999988,-2.74704076888542,-0.695128956096842,7,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-2.44347786635253,-1.64794035622061
"99",128,116.798821200847,-3.37578691909376,-0.576357544243761,2148,-3.0506036714183,0.257682444026925,8,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-2.74704076888542,-0.695128956096842
"100",129,116.798821200847,-3.74580330463663,-1.68640670087237,1638,-3.50969168673999,-0.63070834509011,9,2,0,"zigzag_1","uo2uok3t88",6.1,"1st grade","yes","no",0.68493841956189,0.256851907335709,-10.4627229945855,2.68809466100275,-5.48621651306949,4.37689672862173,-3.0506036714183,0.257682444026925
