"","X.1","X","r_id","monkey_name","func_id","game_n","min_distance","max_distance","correct_distance","Current_time","screen_w","screen_h","width","height","level","n","x_curr","y_curr","x_next","y_next","x_pred","y_pred","correct","attempt_number","dist_from_prev","dist_from_true","RT","total_correct","guess_number","func.type","mode","min_x","min_y","max_x","max_y"
"12",12,515,33163470,"BP24","example_line",43,0.6,2000,1.60105230412542,"Tue Feb  6 13:17:44 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,11.0835889086984,9.95148326351135,0,1,50,89,0.126081705093384,5,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"13",13,516,33163470,"BP24","example_line",43,0.6,2000,1.60105230412542,"Tue Feb  6 13:17:46 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,7.54186714502699,12.9110041893189,1,1,124,64,0.12568736076355,6,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"14",14,517,33163470,"BP24","example_line",43,0.6,2000,1.60105230412542,"Tue Feb  6 13:17:49 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,13.5336841013751,11.7708608818357,0,1,190,254,1.40442705154419,6,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"15",15,980,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:37 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"16",16,981,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:38 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"17",17,982,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:39 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,22.5335387200195,3.64430751998698,1,1,77,32,0.0853500366210937,1,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"18",18,983,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:42 2024",1536,864,1536,864,NA,4,22.1,3,20.8,4,20.9324864158941,2.52842258074805,1,1,52,61,1.74565148353577,2,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"19",19,984,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:46 2024",1536,864,1536,864,NA,5,20.8,4,19.5,5,20.2775104732974,3.42598220578806,0,1,32,72,1.04029703140259,2,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"20",20,985,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:47 2024",1536,864,1536,864,NA,6,19.5,5,18.2,6,17.8759320171092,5.87607739846483,1,1,76,14,0.124382257461548,3,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"21",21,986,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:50 2024",1536,864,1536,864,NA,7,18.2,6,16.9,7,17.1966977062681,5.51220187479997,1,1,46,63,1.20740699768066,4,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"22",22,987,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:52 2024",1536,864,1536,864,NA,8,16.9,7,15.6,8,15.1104780372562,8.88411506076107,1,1,107,42,1.24319863319397,5,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"23",23,988,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:54 2024",1536,864,1536,864,NA,9,15.6,8,14.3,9,16.8570805508476,8.13210564518701,0,1,52,111,0.0846393108367919,5,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"24",24,989,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:56 2024",1536,864,1536,864,NA,10,14.3,9,13,10,13.6549759425968,9.58760773984648,1,1,36,32,0.0425267219543457,6,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"25",25,990,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:58 2024",1536,864,1536,864,NA,11,13,10,11.7,11,14.5040188311481,9.22373221618162,0,1,70,137,0.252731800079346,6,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"26",26,991,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:34:59 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,11.1563640134313,11.4312437264151,1,1,29,39,0.0870642662048339,7,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"27",27,992,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:35:03 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,12.3450240574032,12.619903770387,0,1,84,135,1.08443188667297,7,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"28",28,993,26888753,"BP24","example_line",5,0.6,2000,1.60105230412542,"Tue Jan 23 12:35:05 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,7.66315898624861,16.0403336928368,0,1,139,84,0.24904727935791,7,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"29",29,1162,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:15 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"30",30,1163,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:17 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"31",31,1164,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:19 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,20.6899027334509,3.81411609769725,0,1,134,67,0.0427258014678955,0,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"32",32,1165,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:21 2024",1536,864,1536,864,NA,4,22.1,3,20.8,4,21.2478452030703,1.94622174288427,0,1,56,87,0.251225709915161,0,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"33",33,1166,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:23 2024",1536,864,1536,864,NA,5,20.8,4,19.5,5,21.296361939559,4.88148430044753,0,1,42,74,0.0427756309509277,0,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"34",34,1167,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:25 2024",1536,864,1536,864,NA,6,19.5,5,18.2,6,18.0214822265752,5.3423932970897,1,1,63,28,0.0841529369354248,1,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"35",35,1168,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:28 2024",1536,864,1536,864,NA,7,18.2,6,16.9,7,18.2398075407741,5.29387656060105,0,1,29,89,1.66005611419678,1,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"36",36,1169,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:30 2024",1536,864,1536,864,NA,8,16.9,7,15.6,8,14.8921527230573,7.69545501678917,1,1,88,32,0.125110864639282,2,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"37",37,1170,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:33 2024",1536,864,1536,864,NA,9,15.6,8,14.3,9,15.1832531419892,9.58760773984648,1,1,68,44,1.74375462532043,3,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"38",38,1171,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:37 2024",1536,864,1536,864,NA,10,14.3,9,13,10,12.1994738479373,8.37468932763026,0,1,90,75,2.10653162002563,3,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"39",39,1172,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:02:39 2024",1536,864,1536,864,NA,11,13,10,11.7,11,11.059330540454,11.0916265709946,1,1,92,27,0.167431831359863,4,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"40",40,1173,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:04:32 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,7.97851777342483,12.3045449832108,0,1,163,101,111.270300388336,4,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"41",41,1174,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:04:33 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,8.87607739846484,11.6495690406141,1,1,64,56,0.0835046768188476,5,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"42",42,1175,28788807,"BP22","example_line",52,0.6,2000,1.60105230412542,"Wed Jan 31 11:04:36 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,8.80330229373186,14.1481809697795,1,1,49,42,1.07915377616882,6,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"43",43,1232,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 10:59:59 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"44",44,1233,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:01 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"45",45,1234,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:03 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,21.5874623584909,4.80870919571456,0,1,138,77,0.126642227172852,0,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"46",46,1235,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:05 2024",1536,864,1536,864,NA,4,22.1,3,20.8,4,21.1265533618487,1.33976253677615,0,1,79,110,0.0843381881713867,0,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"47",47,1236,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:07 2024",1536,864,1536,864,NA,5,20.8,4,19.5,5,18.603683064439,5.3423932970897,1,1,106,40,0.20956826210022,1,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"48",48,1237,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:09 2024",1536,864,1536,864,NA,6,19.5,5,18.2,6,18.6521998009276,4.76019245922591,1,1,36,54,1.32653880119324,2,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"49",49,1238,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:13 2024",1536,864,1536,864,NA,7,18.2,6,16.9,7,14.9649278277903,5.39091003357834,0,1,136,104,1.23976612091064,2,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"50",50,1239,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:14 2024",1536,864,1536,864,NA,8,16.9,7,15.6,8,15.0377029325233,8.54449790534053,1,1,100,32,0.126348733901978,3,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"51",51,1240,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:18 2024",1536,864,1536,864,NA,9,15.6,8,14.3,9,11.9326317972497,7.96229706747674,0,1,151,107,1.8260440826416,3,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"52",52,1241,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:21 2024",1536,864,1536,864,NA,10,14.3,9,13,10,12.3935407938919,11.5040188311481,0,1,130,67,0.461029767990112,3,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"53",53,1242,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:23 2024",1536,864,1536,864,NA,11,13,10,11.7,11,9.67660355052754,13.3961715542054,0,1,196,129,0.126422166824341,3,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"54",54,1243,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:25 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,8.87607739846484,11.1401433074833,0,1,117,72,0.169185876846313,3,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"55",55,1244,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:26 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,9.2399529221297,13.6872719731373,1,1,84,29,0.0429263114929199,4,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"56",56,1245,24020622,"BP22","example_line",30,0.6,2000,1.60105230412542,"Thu Feb 15 11:00:57 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,9.16717781739673,14.1966977062681,1,1,49,57,28.9200441837311,5,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"57",57,2870,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:46:53 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"58",58,2871,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:46:55 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"59",59,2872,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:00 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,21.9028211456671,1.80067153341832,1,1,62,50,3.72386765480042,1,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"60",60,2873,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:03 2024",1536,864,1536,864,NA,4,22.1,3,20.8,4,20.6656443652065,4.73593409098158,1,1,93,31,1.91208577156067,2,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"61",61,2874,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:06 2024",1536,864,1536,864,NA,5,20.8,4,19.5,5,18.2398075407741,4.12947488487347,1,1,106,63,1.36939311027527,3,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"62",62,2875,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:08 2024",1536,864,1536,864,NA,6,19.5,5,18.2,6,18.38535775024,5.36665166533402,1,1,48,27,0.872492551803589,4,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"63",63,2876,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:11 2024",1536,864,1536,864,NA,7,18.2,6,16.9,7,18.0214822265752,7.40435459785728,1,1,58,49,1.78370642662048,5,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"64",64,2877,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:14 2024",1536,864,1536,864,NA,8,16.9,7,15.6,8,15.8139707163416,7.96229706747674,1,1,60,9,1.70334649085999,6,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"65",65,2878,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:17 2024",1536,864,1536,864,NA,9,15.6,8,14.3,9,14.8193776183243,7.38009622961295,0,1,41,70,1.36887383460999,6,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"66",66,2879,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:19 2024",1536,864,1536,864,NA,10,14.3,9,13,10,13.2911004189319,11.2856935169492,1,1,103,54,0.210001945495605,7,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"67",67,2880,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:21 2024",1536,864,1536,864,NA,11,13,10,11.7,11,12.0054069019827,9.83019142228973,1,1,42,50,0.870094060897827,8,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"68",68,2881,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:23 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,9.16717781739673,11.3342102534378,1,1,105,58,1.15835165977478,9,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"69",69,2882,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:26 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,8.99736923968646,14.0268891285579,1,1,102,43,1.24400019645691,10,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"70",70,2883,7605778,"BP22","example_line",4,0.6,2000,1.60105230412542,"Thu Feb  8 11:47:29 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,8.82756066197619,11.5282771993924,0,1,62,110,1.11973142623901,10,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"71",71,4551,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:36:56 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"72",72,4552,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:36:57 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"73",73,4553,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:36:58 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,23.5281318180368,3.52301567876536,1,1,63,63,0.0833239555358886,1,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"74",74,4554,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:01 2024",1536,864,1536,864,NA,4,22.1,3,20.8,4,21.2721035713147,3.30469036456644,1,1,36,35,1.78381109237671,2,2,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"75",75,4555,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:04 2024",1536,864,1536,864,NA,5,20.8,4,19.5,5,17.8759320171092,3.78985772945293,0,1,121,83,0.832239866256714,2,3,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"76",76,4556,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:06 2024",1536,864,1536,864,NA,6,19.5,5,18.2,6,19.2586590070357,6.1429194491524,1,1,48,44,0.333153486251831,3,4,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"77",77,4557,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:09 2024",1536,864,1536,864,NA,7,18.2,6,16.9,7,17.2937311792454,5.75478555724321,1,1,39,54,1.48999404907227,4,5,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"78",78,4558,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:12 2024",1536,864,1536,864,NA,8,16.9,7,15.6,8,14.6738274088584,7.11325417892538,1,1,92,53,1.36903309822083,5,6,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"79",79,4559,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:15 2024",1536,864,1536,864,NA,9,15.6,8,14.3,9,13.5336841013751,6.99196233770376,0,1,95,89,1.20218992233276,5,7,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"80",80,4560,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:17 2024",1536,864,1536,864,NA,10,14.3,9,13,10,15.3773200879438,8.85985669251675,0,1,45,109,0.333809375762939,5,8,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"81",81,4561,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:19 2024",1536,864,1536,864,NA,11,13,10,11.7,11,14.7708608818357,12.7169372433643,0,1,134,145,0.0425319671630859,5,9,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"82",82,4562,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:21 2024",1536,864,1536,864,NA,12,11.7,11,10.4,12,11.956890165494,11.6980857771027,1,1,31,65,0.374285459518433,6,10,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"83",83,4563,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:24 2024",1536,864,1536,864,NA,13,10.4,12,9.1,13,12.0781820067157,12.2317698784779,0,1,70,127,0.499771356582642,6,11,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"84",84,4564,3070767,"BP24","example_line",26,0.6,2000,1.60105230412542,"Tue Feb 20 12:37:36 2024",1536,864,1536,864,NA,14,9.1,13,7.8,14,8.1483263511351,13.2506213447395,1,1,41,34,10.6881775856018,7,12,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"85",85,4621,7672409,"BP24","example_line",5,0.6,2000,1.60105230412542,"Thu Feb  8 12:52:30 2024",1536,864,1536,864,NA,1,26,0,24.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"86",86,4622,7672409,"BP24","example_line",5,0.6,2000,1.60105230412542,"Thu Feb  8 12:52:31 2024",1536,864,1536,864,NA,2,24.7,1,23.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
"87",87,4623,7672409,"BP24","example_line",5,0.6,2000,1.60105230412542,"Thu Feb  8 12:52:32 2024",1536,864,1536,864,NA,3,23.4,2,22.1,3,21.3933954125363,3.30469036456644,1,1,99,32,0.124037742614746,1,1,"line","test",-5.63042681164121,-0.479615081548184,31.6304268116412,20.4796150815482
