Unnamed: 0,func.name,tpt,model_pred_x,model_pred_y,model_std_x,model_std_y,model_posterior,model_particle,pred_x,pred_y,rt,true_x,true_y,trial_idx,correct,subj_id,acceptance_dist,prev_pt_buffer,min_x,max_x,min_y,max_y,prev_x,prev_y,id,r_id,min_bound_x,min_bound_y,max_bound_x,max_bound_y,range_x,range_y,range_xy,p_lapse,sd_motor,sd_prev,p_rand0,p_rand,p_prev,lik_x,lik_y,weighted_lik_x,weighted_lik_y,p_data_x,p_data_y,LL
1,3_pts,3,0.58445645731374,0.342378907928848,0.119019427551935,0.06807910663147,1,0,0.691311612364244,0.34155101437984,1421.40000003576,0.402922597226616,0.341133303435813,1,0,4lj0bpd5w5,0.536513460860874,0.201192547822828,0,1,0,0.682266606871627,0.597077402773385,0.341133303435813,19,4lj0bpd5w5,-4.1505292242644,-3.51403409743202,6.15052922426439,3.51403409743202,10.3010584485288,7.02806819486404,10.3010584485288,0.2466380637355314,0.019140425072425585,0.03930852685144222,0.0,0.0,0.2466380637355314,2.2342480362701482,5.64087713631945,2.2342480362701482,5.64087713631945,1.8246240472012827,6.752610764719302,2.511303174342448
3358,square_spiral,14,0.450287777888556,0.486663795228117,0.214388563944142,0.169482844712997,1,0,0.386450065497279,0.617465752187012,968.700000047684,0.375730010891239,0.623539978217521,10,1,cfv5hmqdm2,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5730,cfv5hmqdm2,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.31903556658556337,0.030831353973701337,0.0447214192043621,0.0,0.0,0.31903556658556337,1.7636001420411842,1.735874061932169,1.7636001420411842,1.735874061932169,1.2323592295231405,4.001929130055703,1.59570693238757
3365,stairs,3,0.699347467582412,0.21233527333076,0.178346233533018,0.125380028045247,1,0,0.67027677720886,0.1437588348874,1856.5,0.712194196898857,0.176109527499312,18,0,p4j9zv8tlc,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1744,p4j9zv8tlc,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.5252727548779391,0.03606782113886628,0.04972228917859723,0.0,0.0,0.5252727548779391,2.1647066502691645,2.6633093306050597,2.1647066502691645,2.6633093306050597,3.399615899797525,5.3292567870933585,2.8968742434780905
3364,stairs,3,0.699347467582412,0.21233527333076,0.178346233533018,0.125380028045247,1,0,0.660641930588168,0.203036402173097,556.800000011921,0.712194196898857,0.176109527499312,15,0,0jul01nsqf,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1714,0jul01nsqf,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.3582132721075045,0.029430702425467595,0.04467694748462315,0.0,0.0,0.3582132721075045,2.157026555277453,3.0896054914686046,2.157026555277453,3.0896054914686046,2.569869936040715,2.835703336958061,1.98614528613009
3363,stairs,3,0.699347467582412,0.21233527333076,0.178346233533018,0.125380028045247,1,0,0.667084377610694,0.136909072377808,3815.5,0.712194196898857,0.176109527499312,18,0,4lj0bpd5w5,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,1204,4lj0bpd5w5,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.2466380637355314,0.019140425072425585,0.03930852685144222,0.0,0.0,0.2466380637355314,2.188436896701605,2.635624065970822,2.188436896701605,2.635624065970822,2.539509235858134,4.454543659075707,2.425895470380628
3362,stairs,3,0.699347467582412,0.21233527333076,0.178346233533018,0.125380028045247,1,0,0.682938765509211,0.197160382562075,2193.69999999925,0.712194196898857,0.176109527499312,8,1,lw2cc8c6k7,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,679,lw2cc8c6k7,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.5470951482177624,1e-05,0.07961951018996828,0.0,0.0,0.5470951482177624,2.227450177886528,3.1586449481495755,2.227450177886528,3.1586449481495755,3.4151261930029895,3.359190714523625,2.4399145310943746
3361,stairs,3,0.699347467582412,0.21233527333076,0.178346233533018,0.125380028045247,1,0,0.722501835328665,0.186025094953919,2288.5,0.712194196898857,0.176109527499312,4,1,2erutzn4hb,2.21085509981036,0.829070662428886,0,1,0,0.682266606871626,0.723588936014035,0.130392155150343,454,2erutzn4hb,-33.1769022905807,-3.29853361118771,9.27151562577831,25.6626044476753,42.448417916359,28.961138058863,42.448417916359,0.15672085331537697,0.0243294015449618,0.003593304812743539,0.0,0.0,0.15672085331537697,2.198108036555528,3.0580217185141594,2.198108036555528,3.0580217185141594,18.47502852084345,2.578765945158116,3.863730979260272
3360,square_spiral,14,0.450287777888556,0.486663795228117,0.214388563944142,0.169482844712997,1,0,0.367091070924099,0.598097311191061,582.400000095367,0.375730010891239,0.623539978217521,18,1,jr2opktjtb,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5865,jr2opktjtb,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.3057847117930868,0.02317466094402589,0.039712553815095884,0.0,0.0,0.3057847117930868,1.717363962458916,1.886309864329865,1.717363962458916,1.886309864329865,1.1939502938649533,3.8113939785996958,1.5152623800463927
3359,square_spiral,14,0.450287777888556,0.486663795228117,0.214388563944142,0.169482844712997,1,0,0.377720605256201,0.611644240674833,208.0,0.375730010891239,0.623539978217521,12,1,nwkn1dm9nn,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5835,nwkn1dm9nn,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.31664405332568246,0.027672323117804654,0.04396778892954333,0.0,0.0,0.31664405332568246,1.7444127816793662,1.7826027774043651,1.7444127816793662,1.7826027774043651,1.2065644124314086,3.9879719702444234,1.5710598160503229
3357,square_spiral,14,0.450287777888556,0.486663795228117,0.214388563944142,0.169482844712997,1,0,0.392079903698583,0.631181916371607,426.10000000149,0.375730010891239,0.623539978217521,10,1,p797xgr11w,0.359240855036898,0.134715320638837,0,1,0,0.674709973732893,0.52071166485146,0.623539978217521,5580,p797xgr11w,-4.59156935121136,-2.30081987055138,2.30585506549708,2.35294117647059,6.89742441670844,4.65376104702197,6.89742441670844,0.423054937718185,1e-05,0.06765354729818,0.0,0.0,0.423054937718185,1.7934995827290603,1.6364281173215867,1.7934995827290603,1.6364281173215867,1.4440268068680906,3.422952711613863,1.5979391491688624
