"func.name","tpt","true_x","true_y"
"hourglass_1",9,0.572276388096593,0.272142205707247
"sine",10,0.5,0.294217557538985
"alternating_diff_1",13,0.571800438151729,0.370129634227857
"stairs",12,0.433625628093588,0.39381859050718
"decreasing_y",4,0.29296875,0.260416666666667
"triangle_1",6,0.402922597226616,0.25706180650065
"zigzag_widening",12,0.520350200791011,0.303897090862662
"zigzag_widening",3,0.559607939206569,0.474382388227398
"zigzag_widening",4,0.592249422567498,0.41623070476156
"decreasing_y",5,0.325520833333333,0.390625
"stairs",11,0.480223550562501,0.386850675784782
"stairs",13,0.422230888978412,0.43953596285615
"stairs",10,0.491618289677678,0.341133303435813
"triangle_1",7,0.597077402773383,0.257061806500649
"decreasing_y",6,0.358072916666667,0.260416666666667
"alternating_diff_1",14,0.629793099735817,0.370129634227857
"alternating_diff_2",14,0.615985323168177,0.370129634227856
"triangle_1",5,0.5,0.425204800370978
"stairs",14,0.375632966509499,0.446503877578548
"decreasing_y",3,0.227864583333333,0.260416666666667
"stairs_2",3,0.293576114502543,0.195876493629874
"stairs",7,0.596208873730679,0.281480101642047
"decreasing_y",8,0.455729166666667,0.455729166666667
"alternating_diff_1",11,0.51380777656764,0.312136972643769
"triangle_1",8,0.5,0.425204800370978
"alternating_diff_1",12,0.571800438151729,0.312136972643769
"triangle_1",9,0.402922597226616,0.25706180650065
"decreasing_y",9,0.48828125,0.260416666666667
"stairs",8,0.549610951261767,0.288448016364445
"stairs",6,0.607603612845856,0.235762729293078
"stairs",5,0.654201535314768,0.22879481457068
"decreasing_y",10,0.553385416666667,0.260416666666667
"stairs",9,0.53821621214659,0.334165388713415
"decreasing_y",7,0.423177083333333,0.260416666666667
"alternating_diff_2",5,0.355018346039779,0.370129634227856
"stairs_2",14,0.622884463074475,0.412549373058782
"stairs_2",9,0.460654959348512,0.343557973995817
"alternating_diff_2",9,0.471003669207956,0.370129634227856
"alternating_diff_2",8,0.442007338415912,0.370129634227856
"stairs_2",10,0.500000000000001,0.341133303435814
"alternating_diff_2",10,0.5,0.370129634227856
"alternating_diff_2",4,0.326022015247735,0.370129634227856
"stairs_2",8,0.455805618228505,0.264867892692839
"triangle_1",3,0.402922597226616,0.257061806500649
"stairs_2",12,0.544194381771496,0.417398714178789
"alternating_diff_2",7,0.413011007623868,0.312136972643768
"alternating_diff_2",6,0.384014676831823,0.370129634227856
"stairs_2",13,0.583539422422985,0.414974043618785
"stairs_2",11,0.53934504065149,0.338708632875811
"stairs_2",5,0.372266195805521,0.191027152509868
"alternating_diff_2",12,0.557992661584088,0.370129634227856
"alternating_diff_2",3,0.297025684455691,0.312136972643768
"triangle_1",4,0.597077402773384,0.257061806500649
"stairs_2",4,0.332921155154032,0.193451823069871
"alternating_diff_2",13,0.586988992376133,0.370129634227856
"stairs_2",7,0.416460577577017,0.267292563252843
"alternating_diff_2",11,0.528996330792044,0.312136972643768
"stairs_2",6,0.377115536925528,0.269717233812846
"square_spiral",5,0.375730010891239,0.188595016336859
"zigzag_1",3,0.702692737700793,0.32153889867898
"f_curly_2",8,0.465544156311882,0.338669037327814
"alternating_diff_1",6,0.397822453399464,0.370129634227857
"f_curly_2",7,0.493337427043184,0.46659979414063
"square_spiral",4,0.375730010891239,0.33357667029708
"square_spiral",6,0.52071166485146,0.188595016336859
"triangle_1",14,0.5,0.425204800370978
"square_spiral",3,0.375730010891239,0.478558324257301
"f_curly_2",9,0.541357081852728,0.277912479659897
"zigzag_1",4,0.679609541622571,0.393991534330793
"alternating_diff_1",7,0.397822453399464,0.312136972643769
"square_spiral",7,0.66569331881168,0.188595016336859
"f_curly_2",6,0.617547330147846,0.517391391387622
"square_spiral",8,0.810674972771901,0.188595016336859
"f_curly_2",5,0.698955677568687,0.45236138543475
"triangle_1",13,0.597077402773384,0.25706180650065
"f_curly_2",11,0.50762174079174,0.403593033772266
"square_2",12,0.168613362376639,0.0511699955153721
"zigzag_1",5,0.644700076116706,0.326437499868188
"f_curly_2",12,0.382530545447871,0.356190219802643
"alternating_diff_1",5,0.339829791815375,0.370129634227857
"square_2",13,0.3619222343236,0.0511699955153721
"square_2",14,0.55523110627056,0.051169995515372
"f_curly_2",10,0.586092076154858,0.336658135890564
"alternating_diff_1",10,0.51380777656764,0.370129634227857
"square_spiral",14,0.375730010891239,0.623539978217521
"decreasing_y",12,0.618489583333333,0.260416666666667
"triangle_1",11,0.5,0.425204800370978
"triangle_1",10,0.597077402773384,0.25706180650065
"stairs",3,0.712194196898857,0.176109527499312
"square_spiral",13,0.52071166485146,0.623539978217521
"decreasing_y",13,0.68359375,0.260416666666667
"alternating_diff_1",9,0.455815114983552,0.370129634227857
"decreasing_y",11,0.5859375,0.520833333333333
"stairs",4,0.665596274429946,0.18307744222171
"f_curly_2",4,0.656954817311339,0.391428255972928
"square_spiral",10,0.810674972771901,0.478558324257301
"alternating_diff_1",8,0.455815114983552,0.312136972643769
"square_spiral",9,0.810674972771901,0.33357667029708
"f_curly_2",3,0.579928146924981,0.448900403258168
"triangle_1",12,0.402922597226617,0.257061806500649
"decreasing_y",14,0.716145833333333,0.5859375
"square_spiral",12,0.66569331881168,0.623539978217521
"square_spiral",11,0.810674972771901,0.623539978217521
"line",8,0.589192708333333,0.276029136769147
"zigzag_2",14,0.386847763034985,0.422625188009451
"zigzag_3",10,0.499999999999996,0.341133303435814
"increasing_lines",11,0.468533816052048,0.40646618394795
"radial_1",13,0.323476008590928,0.399193383096545
"plus",11,0.292004981947197,0.334223588885788
"radial_1",6,0.508042498246381,0.338264757499912
"line",13,0.377604166666667,0.438789553435813
"123",12,0.732421875,0.390625
"radial_increasing",6,0.519761366268011,0.349525372210911
"line",3,0.80078125,0.11326872010248
"123",7,0.537109375,0.390625
"zigzag_widening",8,0.556299811679255,0.360063897812111
"zigzag_3",4,0.610543938370044,0.172131060682841
"123",5,0.341796875,0.1953125
"123",10,0.634765625,0.29296875
"zigzag_3",7,0.594918248173907,0.306695587845639
"radial_1",7,0.568971123843013,0.522831247155365
"line",14,0.335286458333333,0.471341636769147
"plus",12,0.486133665463147,0.341133303435814
"radial_increasing",7,0.549803443323422,0.37413067422539
"123",4,0.341796875,0.29296875
"zigzag_2",13,0.400970391260446,0.341786609872602
"increasing_lines",10,0.421334540130122,0.40646618394795
"radial_1",14,0.508042498246381,0.338264757499912
"line",9,0.546875,0.30858122010248
"radial_1",12,0.508042498246381,0.338264757499912
"plus",10,0.389069323705172,0.337678446160801
"line",7,0.631510416666667,0.243477053435813
"123",8,0.537109375,0.29296875
"radial_1",8,0.508042498246381,0.338264757499912
"plus",3,0.486133665463147,0.341133303435814
"line",4,0.758463541666667,0.145820803435813
"zigzag_3",6,0.600126811572619,0.26184074545804
"zigzag_3",11,0.455145157612396,0.335924740037102
"plus",9,0.486133665463147,0.341133303435814
"radial_increasing",8,0.579845520378832,0.398735976239869
"123",9,0.634765625,0.390625
"increasing_lines",9,0.5629323678959,0.359266908026024
"123",13,0.830078125,0.390625
"123",11,0.634765625,0.1953125
"zigzag_3",9,0.544854842387595,0.346341866834526
"zigzag_3",3,0.655398780757643,0.177339624081553
"increasing_lines",14,0.610131643817827,0.40646618394795
"line",10,0.504557291666667,0.341133303435813
"increasing_lines",13,0.5629323678959,0.40646618394795
"radial_increasing",4,0.567253658285524,0.329415705476507
"plus",14,0.493043380013172,0.147004619919865
"line",11,0.462239583333333,0.373685386769147
"radial_1",4,0.508042498246381,0.338264757499912
"123",6,0.439453125,0.390625
"radial_increasing",3,0.528486473749063,0.32716788783647
"zigzag_3",8,0.589709684775195,0.351550430233239
"radial_1",3,0.698346079773637,0.377782264743284
"radial_1",5,0.653091480658462,0.467639713430535
"increasing_lines",12,0.515733091973974,0.40646618394795
"plus",13,0.489588522738159,0.244068961677839
"radial_increasing",5,0.489719289212601,0.324920070196432
"line",12,0.419921875,0.40623747010248
"plus",7,0.482678808188134,0.438197645193788
"plus",8,0.479223950913121,0.535261986951763
"line",6,0.673828125,0.21092497010248
"radial_1",10,0.508042498246381,0.338264757499912
"radial_1",11,0.378667542315758,0.483313739911993
"radial_increasing",9,0.489719289212601,0.324920070196432
"plus",4,0.583198007221121,0.344588160710826
"plus",5,0.680262348979096,0.348043017985839
"zigzag_3",12,0.410290315224797,0.33071617663839
"radial_1",9,0.468524991003009,0.528568339027168
"increasing_lines",8,0.515733091973974,0.359266908026024
"zigzag_3",5,0.605335374971331,0.21698590307044
"123",3,0.341796875,0.390625
"line",5,0.716145833333333,0.178372886769147
"plus",6,0.486133665463147,0.341133303435814
