,tpt,func.type,x_next,y_next,next_is_repeat
140,14,triangle_2,2.000000000000001,1.7320508075688785,1
141,15,triangle_2,1.5000000000000018,2.598076211353318,1
142,16,triangle_2,1.0000000000000004,1.7320508075688799,1
143,17,triangle_2,0.4999999999999991,0.866025403784442,1
144,18,triangle_2,-2.220446049250313e-15,4.218847493575595e-15,1
145,19,triangle_2,0.9999999999999978,1.952631934516403e-15,1
146,20,triangle_2,1.9999999999999978,-3.1358362454278884e-16,1
147,0,square_1,0.0,0.0,0
148,1,square_1,1.0,0.0,0
149,2,square_1,1.0,1.0,0
150,3,square_1,0.0,1.0000000000000002,0
151,4,square_1,-1.8369701987210297e-16,2.220446049250313e-16,1
152,5,square_1,0.9999999999999998,-2.2884754904439333e-17,1
153,6,square_1,1.0,1.0,1
154,7,square_1,0.0,1.0000000000000004,1
155,8,square_1,-4.286263797015736e-16,4.440892098500626e-16,1
156,9,square_1,0.9999999999999996,-4.5769509808878667e-17,1
157,10,square_1,1.0,1.0,1
158,11,square_1,0.0,1.0000000000000007,1
159,12,square_1,-2.4499125789312946e-15,6.661338147750939e-16,1
160,13,square_1,0.9999999999999976,-6.865426471331795e-17,1
161,14,square_1,0.9999999999999966,0.9999999999999999,1
162,15,square_1,-3.4416913763379853e-15,0.9999999999999972,1
163,16,square_1,9.68894042502251e-16,-2.7755575615628914e-15,1
164,17,square_1,1.0000000000000009,3.3501523567202277e-15,1
165,18,square_1,0.999999999999993,1.0000000000000033,1
166,19,square_1,-6.994405055138486e-15,0.9999999999999938,1
167,20,square_1,4.2766783614732816e-15,-6.217248937900877e-15,1
168,0,square_2,0.0,0.0,0
169,1,square_2,1.0,0.0,0
170,2,square_2,2.0,0.0,0
171,3,square_2,3.0,0.0,0
172,4,square_2,3.0,1.0,0
173,5,square_2,3.0,2.0,0
174,6,square_2,3.0,3.0,0
175,7,square_2,2.0,3.0,0
176,8,square_2,1.0,3.0,0
177,9,square_2,0.0,3.0,0
178,10,square_2,-1.8369701987210297e-16,2.0,0
179,11,square_2,-3.6739403974420594e-16,1.0,0
180,12,square_2,-5.51091059616309e-16,0.0,1
181,13,square_2,0.9999999999999994,-2.4492935982947064e-16,1
182,14,square_2,1.9999999999999996,-4.898587196589413e-16,1
183,15,square_2,2.9999999999999996,-7.347880794884119e-16,1
184,16,square_2,3.0,0.9999999999999992,1
185,17,square_2,3.0000000000000004,1.9999999999999991,1
186,18,square_2,3.000000000000001,2.999999999999999,1
187,19,square_2,2.000000000000001,2.9999999999999996,1
188,20,square_2,1.0000000000000009,3.0,1
189,0,hexagon,0.0,0.0,0
190,1,hexagon,1.0,0.0,0
191,2,hexagon,1.5,0.8660254037844386,0
192,3,hexagon,1.0000000000000002,1.7320508075688772,0
193,4,hexagon,2.220446049250313e-16,1.7320508075688774,0
194,5,hexagon,-0.5000000000000002,0.866025403784439,0
195,6,hexagon,-8.881784197001252e-16,0.0,1
196,7,hexagon,0.9999999999999991,-1.133107779529596e-15,1
197,8,hexagon,1.5000000000000004,0.8660254037844368,1
198,9,hexagon,1.0000000000000013,1.7320508075688759,1
199,10,hexagon,1.3322676295501878e-15,1.7320508075688763,1
200,11,hexagon,-0.4999999999999985,0.8660254037844376,1
201,12,hexagon,2.1649348980190553e-15,-6.661338147750939e-16,1
202,13,hexagon,1.0000000000000022,6.203643049662154e-16,1
203,14,hexagon,1.5000000000000007,0.8660254037844403,1
204,15,hexagon,0.9999999999999986,1.7320508075688776,1
205,16,hexagon,-1.4432899320127035e-15,1.7320508075688748,1
206,17,hexagon,-0.49999999999999994,0.8660254037844353,1
207,18,hexagon,4.996003610813204e-16,-3.1086244689504383e-15,1
208,19,hexagon,1.0000000000000004,-3.84341254843885e-15,1
209,20,hexagon,1.5000000000000022,0.8660254037844338,1
210,0,octagon,0.0,0.0,0
211,1,octagon,1.0,0.0,0
212,2,octagon,1.7071067811865475,0.7071067811865475,0
213,3,octagon,1.7071067811865475,1.7071067811865475,0
214,4,octagon,1.0,2.414213562373095,0
215,5,octagon,0.0,2.414213562373095,0
216,6,octagon,-0.7071067811865477,1.7071067811865475,0
217,7,octagon,-0.7071067811865479,0.7071067811865475,0
218,8,octagon,-5.551115123125783e-16,-2.220446049250313e-16,1
219,9,octagon,0.9999999999999994,-4.66973964754502e-16,1
220,10,octagon,1.707106781186547,0.7071067811865469,1
221,11,octagon,1.7071067811865472,1.707106781186547,1
222,12,octagon,1.0000000000000004,2.4142135623730954,1
223,13,octagon,4.440892098500626e-16,2.414213562373096,1
224,14,octagon,-0.7071067811865467,1.707106781186548,1
225,15,octagon,-0.7071067811865454,0.7071067811865479,1
226,16,octagon,3.774758283725532e-15,1.887379141862766e-15,1
227,17,octagon,1.0000000000000038,4.950234101004326e-15,1
228,18,octagon,1.7071067811865486,0.7071067811865553,1
229,19,octagon,1.7071067811865437,1.7071067811865555,1
230,20,octagon,0.9999999999999922,2.414213562373099,1
231,0,star_octagon,0.0,0.0,0
232,1,star_octagon,1.0,0.0,0
233,2,star_octagon,0.29289321881345254,0.7071067811865476,0
234,3,star_octagon,0.29289321881345237,-0.2928932188134524,0
235,4,star_octagon,1.0,0.4142135623730949,0
236,5,star_octagon,0.0,0.4142135623730953,0
237,6,star_octagon,0.7071067811865466,-0.29289321881345315,0
238,7,star_octagon,0.7071067811865489,0.7071067811865468,0
239,8,star_octagon,-9.992007221626409e-16,1.5543122344752192e-15,1
240,9,star_octagon,0.999999999999999,-2.7331895238136935e-15,1
241,10,star_octagon,0.2928932188134552,0.7071067811865485,1
242,11,star_octagon,0.29289321881344893,-0.29289321881345154,1
243,12,star_octagon,1.0000000000000016,0.4142135623730909,1
244,13,star_octagon,1.5543122344752192e-15,0.41421356237309914,1
245,14,star_octagon,0.7071067811865426,-0.29289321881345487,1
246,15,star_octagon,0.7071067811865492,0.7071067811865451,1
247,16,star_octagon,-3.6637359812630166e-15,2.9976021664879227e-15,1
248,17,star_octagon,0.9999999999999963,-5.5774013500899026e-15,1
249,18,star_octagon,0.29289321881345554,0.7071067811865487,1
250,19,star_octagon,0.292893218813445,-0.2928932188134513,1
251,20,star_octagon,1.0000000000000007,0.41421356237308804,1
252,0,star_hexagon,0.0,0.0,0
253,1,star_hexagon,1.0,0.0,0
254,2,star_hexagon,0.7774790660436857,0.9749279121818236,0
255,3,star_hexagon,-0.12348980185873348,0.5410441730642657,0
256,4,star_hexagon,0.4999999999999999,-0.24078730940376425,0
257,5,star_hexagon,1.1234898018587336,0.5410441730642653,0
258,6,star_hexagon,0.22252093395631467,0.9749279121818237,0
259,7,star_hexagon,-1.3877787807814457e-16,2.220446049250313e-16,1
260,8,star_hexagon,0.9999999999999999,-2.6781411473390997e-16,1
261,9,star_hexagon,0.777479066043686,0.9749279121818235,1
262,10,star_hexagon,-0.12348980185873337,0.5410441730642659,1
263,11,star_hexagon,0.49999999999999956,-0.24078730940376436,1
264,12,star_hexagon,1.1234898018587338,0.541044173064265,1
265,13,star_hexagon,0.222520933956315,0.974927912181824,1
266,14,star_hexagon,-2.7755575615628914e-16,5.551115123125783e-16,1
267,15,star_hexagon,0.9999999999999998,-4.246059270053043e-16,1
268,16,star_hexagon,0.7774790660436863,0.9749279121818234,1
269,17,star_hexagon,-0.12348980185873326,0.5410441730642663,1
270,18,star_hexagon,0.49999999999999933,-0.24078730940376425,1
271,19,star_hexagon,1.1234898018587338,0.5410441730642648,1
272,20,star_hexagon,0.22252093395631523,0.9749279121818242,1
273,0,star_pentagon,0.0,0.0,0
274,1,star_pentagon,1.0,0.0,0
275,2,star_pentagon,0.19098300562505266,0.5877852522924732,0
276,3,star_pentagon,0.4999999999999999,-0.3632712640026804,0
277,4,star_pentagon,0.8090169943749477,0.5877852522924731,0
278,5,star_pentagon,0.0,3.3306690738754696e-16,1
279,6,star_pentagon,1.0,-1.5679181227139432e-16,1
280,7,star_pentagon,0.19098300562505288,0.5877852522924735,1
281,8,star_pentagon,0.49999999999999967,-0.3632712640026803,1
282,9,star_pentagon,0.8090169943749479,0.587785252292473,1
283,10,star_pentagon,0.0,5.551115123125783e-16,1
284,11,star_pentagon,1.0,-4.246059270053043e-16,1
285,12,star_pentagon,0.19098300562505321,0.5877852522924736,1
286,13,star_pentagon,0.4999999999999995,-0.3632712640026804,1
287,14,star_pentagon,0.8090169943749481,0.5877852522924728,1
288,15,star_pentagon,-1.1102230246251565e-16,7.771561172376096e-16,1
289,16,star_pentagon,0.9999999999999999,-6.924200417392142e-16,1
290,17,star_pentagon,0.19098300562505344,0.5877852522924737,1
291,18,star_pentagon,0.4999999999999993,-0.3632712640026804,1
292,19,star_pentagon,0.8090169943749483,0.5877852522924726,1
293,20,star_pentagon,-2.220446049250313e-16,9.992007221626409e-16,1
294,0,increasing_sine,0.0,0.0,0
295,1,increasing_sine,1.0,0.28506813081106497,0
296,2,increasing_sine,2.0,0.8414709848078965,0
297,3,increasing_sine,3.0,1.3520077027292983,0
298,4,increasing_sine,4.0,1.529249893234285,0
299,5,increasing_sine,5.0,1.1898684454708321,0
300,6,increasing_sine,6.0,0.3216840542499824,0
301,7,increasing_sine,7.0,-0.8976144868019289,0
302,8,increasing_sine,8.0,-2.1405607058045457,0
303,9,increasing_sine,9.0,-3.0202266278193384,0
304,10,increasing_sine,10.0,-3.2063565594376073,0
305,11,increasing_sine,11.0,-2.533925594767747,0
306,12,increasing_sine,12.0,-1.0711836347624426,0
307,13,increasing_sine,13.0,0.875721036960863,0
308,14,increasing_sine,14.0,2.827353042780405,0
309,15,increasing_sine,15.0,4.251075078822624,0
310,16,increasing_sine,16.0,4.70620746468457,0
311,17,increasing_sine,17.0,3.974953983982656,0
312,18,increasing_sine,18.0,2.141430465531141,0
313,19,increasing_sine,19.0,-0.4066569172165534,0
314,20,increasing_sine,20.0,-3.0592555242905406,0
315,0,radial_1,0.0,0.0,0
316,1,radial_1,0.9495954430968968,-0.31347806055545285,0
317,2,radial_1,0.0,0.0,1
318,3,radial_1,0.9791128073175794,0.2033177575783496,0
319,4,radial_1,0.0,0.0,1
320,5,radial_1,0.7462776855185472,0.6656347467621265,0
321,6,radial_1,0.0,0.0,1
322,7,radial_1,0.31347806055545285,0.9495954430968968,0
323,8,radial_1,0.0,0.0,1
324,9,radial_1,-0.2033177575783495,0.9791128073175794,0
325,10,radial_1,0.0,0.0,1
326,11,radial_1,-0.6656347467621263,0.7462776855185475,0
327,12,radial_1,0.0,0.0,1
328,13,radial_1,-0.9495954430968967,0.3134780605554533,0
329,14,radial_1,0.0,0.0,1
330,15,radial_1,-0.9791128073175795,-0.203317757578349,0
331,16,radial_1,0.0,0.0,1
332,17,radial_1,-0.7462776855185478,-0.665634746762126,0
333,18,radial_1,0.0,0.0,1
334,19,radial_1,-0.3134780605554538,-0.9495954430968965,0
335,20,radial_1,0.0,0.0,1
336,0,radial_2,0.0,0.0,0
337,1,radial_2,-0.032178673050626695,-0.9994821324069285,0
338,2,radial_2,-0.06435734610125339,-1.998964264813857,0
339,3,radial_2,0.0,0.0,1
340,4,radial_2,0.47187351788154763,-0.8816662538183554,0
341,5,radial_2,0.9437470357630953,-1.7633325076367108,0
342,6,radial_2,0.0,0.0,1
343,7,radial_2,0.8494875807677286,-0.5276086145253809,0
344,8,radial_2,1.6989751615354571,-1.0552172290507618,0
345,9,radial_2,0.0,0.0,1
346,10,radial_2,0.9994821324069284,-0.03217867305062698,0
347,11,radial_2,1.9989642648138568,-0.06435734610125396,0
348,12,radial_2,0.0,0.0,1
349,13,radial_2,0.8816662538183555,0.4718735178815475,0
350,14,radial_2,1.763332507636711,0.943747035763095,0
351,15,radial_2,0.0,0.0,1
352,16,radial_2,0.527608614525381,0.8494875807677285,0
353,17,radial_2,1.055217229050762,1.698975161535457,0
354,18,radial_2,0.0,0.0,1
355,19,radial_2,0.032178673050627264,0.9994821324069284,0
356,20,radial_2,0.06435734610125453,1.9989642648138568,0
357,0,plus,0.0,0.0,0
358,1,plus,0.0355709503422215,-0.9993671534985284,0
359,2,plus,0.071141900684443,-1.998734306997057,0
360,3,plus,0.0,0.0,1
361,4,plus,0.9993671534985284,0.035570950342221436,0
362,5,plus,1.998734306997057,0.07114190068444287,0
363,6,plus,0.0,0.0,1
364,7,plus,-0.03557095034222138,0.9993671534985284,0
365,8,plus,-0.07114190068444276,1.998734306997057,0
366,9,plus,0.0,0.0,1
367,10,plus,-0.9993671534985284,-0.03557095034222132,0
368,11,plus,-1.998734306997057,-0.07114190068444264,0
369,12,plus,0.0,0.0,1
370,13,plus,0.0355709503422217,-0.9993671534985283,1
371,14,plus,0.0711419006844434,-1.9987343069970567,1
372,15,plus,0.0,0.0,1
373,16,plus,0.9993671534985283,0.03557095034222164,1
374,17,plus,1.9987343069970567,0.07114190068444327,1
375,18,plus,0.0,0.0,1
376,19,plus,-0.035570950342221574,0.9993671534985283,1
377,20,plus,-0.07114190068444315,1.9987343069970567,1
378,0,radial_increasing,0.0,0.0,0
379,1,radial_increasing,0.8416845718186357,-0.5399695191049954,0
380,2,radial_increasing,0.0,0.0,1
381,3,radial_increasing,0.9983232425218522,0.05788526099668992,0
382,4,radial_increasing,1.9966464850437045,0.11577052199337984,0
383,5,radial_increasing,0.0,0.0,1
384,6,radial_increasing,0.7736363663407256,0.6336298388452982,0
385,7,radial_increasing,1.5472727326814513,1.2672596776905964,0
386,8,radial_increasing,2.320909099022177,1.9008895165358948,0
387,9,radial_increasing,0.0,0.0,1
388,10,radial_increasing,0.253446693150407,0.967349354541121,0
389,11,radial_increasing,0.506893386300814,1.934698709082242,0
390,12,radial_increasing,0.7603400794512211,2.902048063623363,0
391,13,radial_increasing,1.013786772601628,3.869397418164484,0
392,14,radial_increasing,0.0,0.0,1
393,15,radial_increasing,-0.363551002487102,0.9315742957975082,0
394,16,radial_increasing,-0.727102004974204,1.8631485915950163,0
395,17,radial_increasing,-1.090653007461306,2.7947228873925245,0
396,18,radial_increasing,-1.454204009948408,3.7262971831900327,0
397,19,radial_increasing,-1.81775501243551,4.657871478987541,0
398,20,radial_increasing,0.0,0.0,1
399,0,spiky_circle_1,5.0,0.0,0
400,1,spiky_circle_1,6.173052128719611,0.977715406501443,0
401,2,spiky_circle_1,4.755282581475767,1.545084971874737,0
402,3,spiky_circle_1,5.568790776177299,2.8374406233721676,0
403,4,spiky_circle_1,4.045084971874737,2.938926261462366,0
404,5,spiky_circle_1,4.419417382415922,4.419417382415921,0
405,6,spiky_circle_1,2.938926261462366,4.045084971874737,0
406,7,spiky_circle_1,2.8374406233721676,5.568790776177298,0
407,8,spiky_circle_1,1.5450849718747373,4.755282581475767,0
408,9,spiky_circle_1,0.9777154065014446,6.17305212871961,0
409,10,spiky_circle_1,1.4163847244119948e-15,5.0,0
410,11,spiky_circle_1,-0.9777154065014412,6.173052128719611,0
411,12,spiky_circle_1,-1.5450849718747368,4.755282581475768,0
412,13,spiky_circle_1,-2.8374406233721667,5.568790776177299,0
413,14,spiky_circle_1,-2.938926261462365,4.045084971874737,0
414,15,spiky_circle_1,-4.419417382415924,4.41941738241592,0
415,16,spiky_circle_1,-4.045084971874738,2.938926261462364,0
416,17,spiky_circle_1,-5.5687907761773,2.8374406233721654,0
417,18,spiky_circle_1,-4.755282581475769,1.5450849718747333,0
418,19,spiky_circle_1,-6.173052128719612,0.9777154065014383,0
419,20,spiky_circle_1,-5.0,-3.82856869892695e-15,0
420,0,spiky_circle_2,5.0,0.0,0
421,1,spiky_circle_2,3.7038312772317665,0.5866292439008658,0
422,2,spiky_circle_2,3.5664619361068257,1.1588137289060527,0
423,3,spiky_circle_2,4.455032620941839,2.269952498697734,0
424,4,spiky_circle_2,3.033813728906053,2.204194696096774,0
425,5,spiky_circle_2,2.6516504294495533,2.651650429449553,0
426,6,spiky_circle_2,2.938926261462366,4.045084971874737,0
427,7,spiky_circle_2,1.7024643740233005,3.341274465706379,0
428,8,spiky_circle_2,1.158813728906053,3.5664619361068257,0
429,9,spiky_circle_2,0.7821723252011558,4.938441702975688,0
430,10,spiky_circle_2,1.0622885433089962e-15,3.75,0
431,11,spiky_circle_2,-0.5866292439008647,3.7038312772317665,0
432,12,spiky_circle_2,-1.5450849718747368,4.755282581475768,0
433,13,spiky_circle_2,-1.7024643740233,3.3412744657063795,0
434,14,spiky_circle_2,-2.2041946960967738,3.033813728906053,0
435,15,spiky_circle_2,-3.535533905932739,3.535533905932736,0
436,16,spiky_circle_2,-3.0338137289060536,2.204194696096773,0
437,17,spiky_circle_2,-3.34127446570638,1.7024643740232992,0
438,18,spiky_circle_2,-4.755282581475769,1.5450849718747333,0
439,19,spiky_circle_2,-3.703831277231767,0.5866292439008629,0
440,20,spiky_circle_2,-3.75,-2.871426524195212e-15,0
441,0,oval,5.0,0.0,0
442,1,oval,4.8296291314453415,0.6470476127563018,0
443,2,oval,4.330127018922194,1.2499999999999998,0
444,3,oval,3.5355339059327378,1.7677669529663687,0
445,4,oval,2.5000000000000004,2.1650635094610964,0
446,5,oval,1.2940952255126048,2.4148145657226703,0
447,6,oval,3.061616997868383e-16,2.5,0
448,7,oval,-1.2940952255126033,2.4148145657226707,0
449,8,oval,-2.499999999999999,2.165063509461097,0
450,9,oval,-3.5355339059327373,1.7677669529663689,0
451,10,oval,-4.330127018922193,1.2500000000000009,0
452,11,oval,-4.829629131445341,0.6470476127563025,0
453,12,oval,-5.0,3.061616997868383e-16,0
454,13,oval,-4.829629131445342,-0.6470476127563008,0
455,14,oval,-4.3301270189221945,-1.2499999999999993,0
456,15,oval,-3.5355339059327395,-1.7677669529663678,0
457,16,oval,-2.500000000000002,-2.165063509461096,0
458,17,oval,-1.2940952255126077,-2.4148145657226703,0
459,18,oval,-9.184850993605148e-16,-2.5,0
460,19,oval,1.2940952255126015,-2.414814565722671,0
461,20,oval,2.4999999999999964,-2.1650635094610977,0
462,0,zigzag_widening,0.0,0.0,0
463,1,zigzag_widening,-2.443157811724089,1.1318038288553196,0
464,2,zigzag_widening,-1.1113502644823896,-1.7363469093573791,0
465,3,zigzag_widening,-4.2408654142002575,0.12272138623758044,0
466,4,zigzag_widening,-2.222700528964779,-3.4726938187147582,0
467,5,zigzag_widening,-6.038573016676427,-0.8863610563801592,0
468,6,zigzag_widening,-3.334050793447169,-5.209040728072138,0
469,7,zigzag_widening,-7.836280619152596,-1.8954434989978983,0
470,8,zigzag_widening,-4.445401057929558,-6.9453876374295165,0
471,9,zigzag_widening,-9.633988221628766,-2.904525941615638,0
472,10,zigzag_widening,-5.556751322411948,-8.681734546786895,0
473,11,zigzag_widening,-11.431695824104935,-3.9136083842333775,0
474,12,zigzag_widening,-6.668101586894338,-10.418081456144275,0
475,13,zigzag_widening,-13.229403426581106,-4.922690826851117,0
476,14,zigzag_widening,-7.779451851376727,-12.154428365501653,0
477,15,zigzag_widening,-15.027111029057274,-5.931773269468856,0
478,16,zigzag_widening,-8.890802115859117,-13.890775274859033,0
479,17,zigzag_widening,-16.824818631533443,-6.940855712086595,0
480,18,zigzag_widening,-10.002152380341506,-15.627122184216413,0
481,19,zigzag_widening,-18.622526234009612,-7.949938154704335,0
482,20,zigzag_widening,-11.113502644823896,-17.36346909357379,0
483,0,zigzag_increasing,0.0,0.0,0
484,1,zigzag_increasing,0.5209365879381813,-1.314771870457885,0
485,2,zigzag_increasing,1.0418731758763626,-2.62954374091577,0
486,3,zigzag_increasing,2.356645046334248,-2.108607152977589,0
487,4,zigzag_increasing,3.6714169167921327,-1.5876705650394074,0
488,5,zigzag_increasing,4.9861887872500175,-1.066733977101226,0
489,6,zigzag_increasing,5.507125375188199,-2.381505847559111,0
490,7,zigzag_increasing,6.0280619631263805,-3.6962777180169963,0
491,8,zigzag_increasing,6.548998551064562,-5.011049588474881,0
492,9,zigzag_increasing,7.069935139002743,-6.325821458932766,0
493,10,zigzag_increasing,8.384707009460628,-5.804884870994584,0
494,11,zigzag_increasing,9.699478879918512,-5.283948283056404,0
495,12,zigzag_increasing,11.014250750376398,-4.763011695118222,0
496,13,zigzag_increasing,12.329022620834284,-4.242075107180041,0
497,14,zigzag_increasing,13.643794491292168,-3.72113851924186,0
498,15,zigzag_increasing,14.16473107923035,-5.035910389699745,0
499,16,zigzag_increasing,14.68566766716853,-6.35068226015763,0
500,17,zigzag_increasing,15.206604255106711,-7.665454130615514,0
501,18,zigzag_increasing,15.727540843044894,-8.9802260010734,0
502,19,zigzag_increasing,16.248477430983073,-10.294997871531285,0
503,20,zigzag_increasing,16.769414018921257,-11.609769741989169,0
504,0,zigzag_increasing_widening,0.0,0.0,0
505,1,zigzag_increasing_widening,-2.8539148434168977,-1.36204627914205,0
506,2,zigzag_increasing_widening,-5.707829686833795,-2.7240925582841,0
